,Block,Condition,Emotion,Image,Length,Subject,Timing
1507,1.0,Think,Neutral,Animals_108_h.jpg,20.0,37BMA,640.0
1508,1.0,Think,Neutral,Animals_108_h.jpg,20.0,37BMA,880.0
1509,1.0,Think,Neutral,Objects_164_h.jpg,20.0,37BMA,1670.0
1510,1.0,Think,Emotion,Objects_013_h.jpg,20.0,37BMA,840.0
1511,1.0,Think,Emotion,People_239_h.jpg,20.0,37BMA,1450.0
1512,1.0,Think,Neutral,Animals_155_v.jpg,20.0,37BMA,1820.0
1513,1.0,Think,Neutral,Animals_155_v.jpg,20.0,37BMA,2730.0
1514,1.0,Think,Emotion,Animals_018_h.jpg,20.0,37BMA,1140.0
1515,1.0,Think,Emotion,People_223_h.jpg,20.0,37BMA,2520.0
1516,1.0,Think,Neutral,Faces_060_h.jpg,20.0,37BMA,2010.0
1517,2.0,Think,Emotion,Faces_296_h.jpg,20.0,37BMA,710.0
1518,2.0,Think,Neutral,Objects_164_h.jpg,20.0,37BMA,2810.0
1519,2.0,Think,Neutral,People_149_h.jpg,20.0,37BMA,1380.0
1520,2.0,Think,Neutral,People_149_h.jpg,20.0,37BMA,2690.0
1521,2.0,Think,Emotion,People_247_v.jpg,20.0,37BMA,690.0
1522,2.0,Think,Emotion,People_247_v.jpg,20.0,37BMA,2590.0
1523,2.0,Think,Neutral,People_100_h.jpg,20.0,37BMA,1880.0
1524,2.0,Think,Neutral,Animals_155_v.jpg,20.0,37BMA,1810.0
1525,2.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,630.0
1526,2.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,980.0
1527,2.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,2520.0
1528,2.0,Think,Emotion,People_223_h.jpg,20.0,37BMA,1230.0
1529,3.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,1430.0
1530,3.0,Think,Neutral,People_149_h.jpg,20.0,37BMA,1140.0
1531,3.0,Think,Neutral,People_149_h.jpg,20.0,37BMA,1910.0
1532,3.0,Think,Neutral,People_149_h.jpg,20.0,37BMA,2570.0
1533,3.0,Think,Neutral,People_149_h.jpg,20.0,37BMA,2690.0
1534,3.0,Think,Emotion,People_239_h.jpg,20.0,37BMA,970.0
1535,3.0,Think,Emotion,People_239_h.jpg,20.0,37BMA,2500.0
1536,3.0,Think,Emotion,Animals_062_h.jpg,20.0,37BMA,1300.0
1537,3.0,Think,Emotion,Animals_062_h.jpg,20.0,37BMA,2060.0
1538,3.0,Think,Emotion,People_213_v.jpg,20.0,37BMA,1820.0
1539,3.0,Think,Neutral,Animals_108_h.jpg,20.0,37BMA,1840.0
1540,3.0,Think,Neutral,Animals_108_h.jpg,20.0,37BMA,2950.0
1541,3.0,Think,Emotion,Objects_106_v.jpg,20.0,37BMA,1960.0
1542,3.0,Think,Emotion,Objects_106_v.jpg,20.0,37BMA,2570.0
1543,3.0,Think,Neutral,Objects_164_h.jpg,20.0,37BMA,860.0
1544,3.0,Think,Neutral,Objects_164_h.jpg,20.0,37BMA,1860.0
1545,3.0,Think,Emotion,People_247_v.jpg,20.0,37BMA,2730.0
1546,3.0,Think,Neutral,Animals_155_v.jpg,20.0,37BMA,2850.0
1547,3.0,Think,Emotion,People_223_h.jpg,20.0,37BMA,2690.0
1548,3.0,Think,Neutral,People_100_h.jpg,20.0,37BMA,2420.0
1549,4.0,Think,Emotion,People_223_h.jpg,20.0,37BMA,1780.0
1550,4.0,Think,Emotion,Objects_125_h.jpg,20.0,37BMA,2010.0
1551,4.0,Think,Emotion,Objects_125_h.jpg,20.0,37BMA,2730.0
1552,4.0,Think,Neutral,Objects_270_h.jpg,20.0,37BMA,2510.0
1553,4.0,Think,Emotion,Objects_013_h.jpg,20.0,37BMA,1260.0
1554,4.0,Think,Neutral,Faces_065_h.jpg,20.0,37BMA,1570.0
1555,4.0,Think,Emotion,Animals_062_h.jpg,20.0,37BMA,2000.0
1556,4.0,Think,Neutral,Faces_061_h.jpg,20.0,37BMA,2260.0
1557,4.0,Think,Emotion,People_239_h.jpg,20.0,37BMA,580.0
1558,4.0,Think,Emotion,People_239_h.jpg,20.0,37BMA,2110.0
1559,4.0,Think,Emotion,People_239_h.jpg,20.0,37BMA,2200.0
1560,4.0,Think,Emotion,Objects_106_v.jpg,20.0,37BMA,2110.0
1561,4.0,Think,Neutral,Faces_060_h.jpg,20.0,37BMA,260.0
1562,4.0,Think,Emotion,People_247_v.jpg,20.0,37BMA,1750.0
1563,4.0,Think,Emotion,People_247_v.jpg,20.0,37BMA,2370.0
1564,4.0,Think,Neutral,Animals_108_h.jpg,20.0,37BMA,1880.0
1565,4.0,Think,Neutral,Animals_108_h.jpg,20.0,37BMA,2010.0
1566,4.0,Think,Neutral,People_151_h.jpg,20.0,37BMA,760.0
1567,5.0,Think,Emotion,Objects_125_h.jpg,20.0,37BMA,2030.0
1568,5.0,Think,Emotion,Objects_125_h.jpg,20.0,37BMA,2640.0
1569,5.0,Think,Emotion,Objects_125_h.jpg,20.0,37BMA,2740.0
1570,5.0,Think,Emotion,Objects_013_h.jpg,20.0,37BMA,1400.0
1571,5.0,Think,Emotion,Objects_013_h.jpg,20.0,37BMA,2280.0
1572,5.0,Think,Emotion,Objects_013_h.jpg,20.0,37BMA,2610.0
1573,5.0,Think,Neutral,Faces_061_h.jpg,20.0,37BMA,910.0
1574,5.0,Think,Neutral,Faces_061_h.jpg,20.0,37BMA,2150.0
1575,5.0,Think,Neutral,People_100_h.jpg,20.0,37BMA,1130.0
1576,5.0,Think,Neutral,Faces_060_h.jpg,20.0,37BMA,1260.0
1577,5.0,Think,Neutral,Faces_060_h.jpg,20.0,37BMA,1770.0
1578,5.0,Think,Neutral,People_151_h.jpg,20.0,37BMA,2780.0
1579,5.0,Think,Emotion,People_239_h.jpg,20.0,37BMA,870.0
1580,5.0,Think,Emotion,People_239_h.jpg,20.0,37BMA,1930.0
1581,5.0,Think,Emotion,People_239_h.jpg,20.0,37BMA,2910.0
1582,5.0,Think,Emotion,People_213_v.jpg,20.0,37BMA,380.0
1583,5.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,880.0
1584,5.0,Think,Neutral,People_149_h.jpg,20.0,37BMA,1010.0
1585,5.0,Think,Neutral,People_149_h.jpg,20.0,37BMA,2070.0
1586,5.0,Think,Emotion,Animals_062_h.jpg,20.0,37BMA,1780.0
1587,5.0,Think,Emotion,Animals_062_h.jpg,20.0,37BMA,2690.0
1588,5.0,Think,Emotion,Animals_062_h.jpg,20.0,37BMA,2790.0
1589,5.0,Think,Emotion,People_247_v.jpg,20.0,37BMA,1430.0
1590,6.0,Think,Emotion,Objects_125_h.jpg,20.0,37BMA,1860.0
1591,6.0,Think,Emotion,People_213_v.jpg,20.0,37BMA,930.0
1592,6.0,Think,Emotion,People_213_v.jpg,20.0,37BMA,1840.0
1593,6.0,Think,Neutral,Faces_061_h.jpg,20.0,37BMA,1060.0
1594,6.0,Think,Emotion,Objects_021_v.jpg,20.0,37BMA,790.0
1595,6.0,Think,Emotion,Objects_021_v.jpg,20.0,37BMA,1430.0
1596,6.0,Think,Emotion,People_247_v.jpg,20.0,37BMA,1830.0
1597,6.0,Think,Emotion,People_247_v.jpg,20.0,37BMA,2380.0
1598,6.0,Think,Emotion,People_247_v.jpg,20.0,37BMA,2530.0
1599,6.0,Think,Emotion,Animals_062_h.jpg,20.0,37BMA,800.0
1600,6.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,320.0
1601,6.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,1260.0
1602,6.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,2060.0
1603,6.0,Think,Neutral,Objects_164_h.jpg,20.0,37BMA,2750.0
1604,7.0,Think,Neutral,Faces_065_h.jpg,20.0,37BMA,2370.0
1605,7.0,Think,Emotion,Animals_062_h.jpg,20.0,37BMA,790.0
1606,7.0,Think,Emotion,Animals_018_h.jpg,20.0,37BMA,1550.0
1607,7.0,Think,Emotion,People_247_v.jpg,20.0,37BMA,2250.0
1608,7.0,Think,Neutral,Faces_061_h.jpg,20.0,37BMA,2870.0
1609,7.0,Think,Neutral,Animals_155_v.jpg,20.0,37BMA,1440.0
1610,7.0,Think,Neutral,People_149_h.jpg,20.0,37BMA,1360.0
1611,7.0,Think,Emotion,Objects_106_v.jpg,20.0,37BMA,1900.0
1612,7.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,470.0
1613,7.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,820.0
1614,7.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,1380.0
1615,7.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,1930.0
1616,7.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,2050.0
1617,7.0,Think,Neutral,People_028_h.jpg,20.0,37BMA,400.0
1618,7.0,Think,Neutral,People_028_h.jpg,20.0,37BMA,1530.0
1619,7.0,Think,Neutral,People_100_h.jpg,20.0,37BMA,2330.0
1620,7.0,Think,Neutral,People_100_h.jpg,20.0,37BMA,2430.0
1621,7.0,Think,Neutral,People_100_h.jpg,20.0,37BMA,2540.0
1622,7.0,Think,Neutral,People_100_h.jpg,20.0,37BMA,2630.0
1623,8.0,Think,Emotion,Objects_125_h.jpg,20.0,37BMA,1900.0
1624,8.0,Think,Neutral,Objects_270_h.jpg,20.0,37BMA,1340.0
1625,8.0,Think,Emotion,Objects_021_v.jpg,20.0,37BMA,900.0
1626,8.0,Think,Neutral,People_100_h.jpg,20.0,37BMA,2170.0
1627,8.0,Think,Emotion,People_247_v.jpg,20.0,37BMA,2620.0
1628,8.0,Think,Emotion,Faces_296_h.jpg,20.0,37BMA,500.0
1629,8.0,Think,Emotion,Animals_062_h.jpg,20.0,37BMA,260.0
1630,8.0,Think,Neutral,People_151_h.jpg,20.0,37BMA,1910.0
1631,8.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,1120.0
1632,8.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,2030.0
1633,8.0,Think,Neutral,People_026_h.jpg,20.0,37BMA,2690.0
1634,8.0,Think,Neutral,Objects_164_h.jpg,20.0,37BMA,1920.0
1635,8.0,Think,Emotion,Animals_018_h.jpg,20.0,37BMA,1050.0
1636,8.0,Think,Emotion,Animals_018_h.jpg,20.0,37BMA,1360.0
1637,8.0,Think,Emotion,Animals_018_h.jpg,20.0,37BMA,2240.0
1638,8.0,Think,Emotion,Objects_007_h.jpg,20.0,37BMA,2750.0
1639,8.0,Think,Neutral,Faces_065_h.jpg,20.0,37BMA,490.0
1640,8.0,Think,Neutral,Faces_065_h.jpg,20.0,37BMA,1750.0
1641,8.0,Think,Neutral,Faces_065_h.jpg,20.0,37BMA,2540.0
1642,8.0,Think,Neutral,Faces_061_h.jpg,20.0,37BMA,1620.0
1643,1.0,Think,Emotion,Animals_065_h.jpg,10.0,38MAX,1250.0
1644,1.0,Think,Emotion,Animals_065_h.jpg,10.0,38MAX,2140.0
1645,1.0,Think,Emotion,Animals_065_h.jpg,10.0,38MAX,2610.0
1646,1.0,Think,Emotion,Animals_065_h.jpg,10.0,38MAX,2790.0
1647,1.0,Think,Emotion,Animals_065_h.jpg,10.0,38MAX,2860.0
1648,1.0,Think,Emotion,People_090_v.jpg,10.0,38MAX,2710.0
1649,1.0,Think,Emotion,Objects_022_h.jpg,10.0,38MAX,210.0
1650,1.0,Think,Emotion,Objects_022_h.jpg,10.0,38MAX,290.0
1651,1.0,Think,Neutral,Faces_292_h.jpg,10.0,38MAX,490.0
1652,1.0,Think,Neutral,Faces_292_h.jpg,10.0,38MAX,1450.0
1653,1.0,Think,Neutral,Faces_292_h.jpg,10.0,38MAX,2630.0
1654,1.0,Think,Emotion,Objects_006_h.jpg,10.0,38MAX,890.0
1655,1.0,Think,Emotion,Objects_006_h.jpg,10.0,38MAX,2280.0
1656,1.0,Think,Emotion,People_019_v.jpg,10.0,38MAX,570.0
1657,1.0,Think,Emotion,People_019_v.jpg,10.0,38MAX,870.0
1658,1.0,Think,Emotion,People_019_v.jpg,10.0,38MAX,1000.0
1659,1.0,Think,Emotion,People_019_v.jpg,10.0,38MAX,1090.0
1660,1.0,Think,Neutral,Objects_200_h.jpg,10.0,38MAX,1160.0
1661,1.0,Think,Neutral,Faces_306_v.jpg,10.0,38MAX,210.0
1662,1.0,Think,Neutral,Faces_306_v.jpg,10.0,38MAX,1650.0
1663,1.0,Think,Neutral,Faces_306_v.jpg,10.0,38MAX,2300.0
1664,1.0,Think,Neutral,Faces_306_v.jpg,10.0,38MAX,2620.0
1665,1.0,Think,Neutral,Faces_306_v.jpg,10.0,38MAX,2930.0
1666,1.0,Think,Emotion,Faces_368_h.jpg,10.0,38MAX,210.0
1667,1.0,Think,Emotion,Faces_368_h.jpg,10.0,38MAX,510.0
1668,1.0,Think,Emotion,Faces_368_h.jpg,10.0,38MAX,780.0
1669,1.0,Think,Emotion,Faces_368_h.jpg,10.0,38MAX,1380.0
1670,1.0,Think,Emotion,Faces_368_h.jpg,10.0,38MAX,1490.0
1671,1.0,Think,Emotion,Faces_368_h.jpg,10.0,38MAX,1560.0
1672,1.0,Think,Emotion,Faces_368_h.jpg,10.0,38MAX,2320.0
1673,1.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,870.0
1674,1.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,1210.0
1675,1.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,2120.0
1676,1.0,Think,Neutral,People_164_h.jpg,10.0,38MAX,440.0
1677,1.0,Think,Neutral,People_164_h.jpg,10.0,38MAX,1120.0
1678,1.0,Think,Neutral,People_164_h.jpg,10.0,38MAX,1600.0
1679,1.0,Think,Neutral,People_164_h.jpg,10.0,38MAX,1740.0
1680,1.0,Think,Emotion,Faces_156_h.jpg,10.0,38MAX,1890.0
1681,1.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,1910.0
1682,1.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,2120.0
1683,1.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,2840.0
1684,1.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,2950.0
1685,1.0,Think,Neutral,People_035_h.jpg,10.0,38MAX,690.0
1686,1.0,Think,Neutral,People_035_h.jpg,10.0,38MAX,970.0
1687,1.0,Think,Neutral,People_035_h.jpg,10.0,38MAX,1320.0
1688,1.0,Think,Neutral,People_035_h.jpg,10.0,38MAX,1450.0
1689,1.0,Think,Neutral,People_095_h.jpg,10.0,38MAX,1630.0
1690,1.0,Think,Neutral,Animals_105_h.jpg,10.0,38MAX,340.0
1691,1.0,Think,Neutral,Animals_105_h.jpg,10.0,38MAX,1390.0
1692,1.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,1550.0
1693,1.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,1910.0
1694,1.0,Think,Neutral,Faces_123_h.jpg,10.0,38MAX,240.0
1695,1.0,Think,Neutral,Faces_123_h.jpg,10.0,38MAX,320.0
1696,1.0,Think,Neutral,Faces_123_h.jpg,10.0,38MAX,430.0
1697,1.0,Think,Neutral,Faces_123_h.jpg,10.0,38MAX,540.0
1698,1.0,Think,Neutral,Faces_123_h.jpg,10.0,38MAX,850.0
1699,1.0,Think,Neutral,Faces_123_h.jpg,10.0,38MAX,1060.0
1700,1.0,Think,Neutral,Faces_123_h.jpg,10.0,38MAX,1230.0
1701,1.0,Think,Neutral,Faces_123_h.jpg,10.0,38MAX,2170.0
1702,1.0,Think,Neutral,Faces_123_h.jpg,10.0,38MAX,2310.0
1703,1.0,Think,Neutral,Objects_029_h.jpg,10.0,38MAX,2680.0
1704,2.0,Think,Emotion,Animals_008_v.jpg,10.0,38MAX,1310.0
1705,2.0,Think,Emotion,Animals_008_v.jpg,10.0,38MAX,2520.0
1706,2.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,810.0
1707,2.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,2670.0
1708,2.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,2850.0
1709,2.0,Think,Neutral,Animals_105_h.jpg,10.0,38MAX,720.0
1710,2.0,Think,Neutral,Animals_105_h.jpg,10.0,38MAX,1040.0
1711,2.0,Think,Neutral,Animals_105_h.jpg,10.0,38MAX,2150.0
1712,2.0,Think,Neutral,People_035_h.jpg,10.0,38MAX,610.0
1713,2.0,Think,Neutral,People_035_h.jpg,10.0,38MAX,900.0
1714,2.0,Think,Neutral,People_035_h.jpg,10.0,38MAX,2690.0
1715,2.0,Think,Emotion,Faces_156_h.jpg,10.0,38MAX,560.0
1716,2.0,Think,Neutral,Faces_292_h.jpg,10.0,38MAX,1550.0
1717,2.0,Think,Neutral,Faces_292_h.jpg,10.0,38MAX,2360.0
1718,2.0,Think,Emotion,Animals_065_h.jpg,10.0,38MAX,840.0
1719,2.0,Think,Emotion,Animals_065_h.jpg,10.0,38MAX,1560.0
1720,2.0,Think,Emotion,Animals_065_h.jpg,10.0,38MAX,2670.0
1721,2.0,Think,Emotion,Animals_065_h.jpg,10.0,38MAX,2840.0
1722,2.0,Think,Neutral,Objects_200_h.jpg,10.0,38MAX,1680.0
1723,2.0,Think,Neutral,Objects_200_h.jpg,10.0,38MAX,2240.0
1724,2.0,Think,Neutral,Objects_200_h.jpg,10.0,38MAX,2340.0
1725,2.0,Think,Neutral,Faces_306_v.jpg,10.0,38MAX,210.0
1726,2.0,Think,Emotion,Faces_368_h.jpg,10.0,38MAX,2070.0
1727,2.0,Think,Emotion,People_204_v.jpg,10.0,38MAX,380.0
1728,2.0,Think,Emotion,People_204_v.jpg,10.0,38MAX,800.0
1729,2.0,Think,Emotion,People_204_v.jpg,10.0,38MAX,1550.0
1730,2.0,Think,Emotion,People_204_v.jpg,10.0,38MAX,2670.0
1731,2.0,Think,Emotion,People_204_v.jpg,10.0,38MAX,2900.0
1732,2.0,Think,Neutral,People_164_h.jpg,10.0,38MAX,520.0
1733,2.0,Think,Neutral,People_164_h.jpg,10.0,38MAX,1810.0
1734,2.0,Think,Neutral,People_164_h.jpg,10.0,38MAX,2440.0
1735,2.0,Think,Neutral,Animals_088_h.jpg,10.0,38MAX,210.0
1736,2.0,Think,Neutral,Animals_088_h.jpg,10.0,38MAX,910.0
1737,2.0,Think,Neutral,Animals_088_h.jpg,10.0,38MAX,1110.0
1738,2.0,Think,Neutral,Animals_088_h.jpg,10.0,38MAX,1510.0
1739,2.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,430.0
1740,2.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,640.0
1741,2.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,1030.0
1742,2.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,1550.0
1743,2.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,2130.0
1744,2.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,2890.0
1745,2.0,Think,Neutral,People_249_h.jpg,10.0,38MAX,860.0
1746,2.0,Think,Neutral,People_249_h.jpg,10.0,38MAX,1480.0
1747,2.0,Think,Neutral,People_249_h.jpg,10.0,38MAX,2440.0
1748,2.0,Think,Neutral,People_249_h.jpg,10.0,38MAX,2550.0
1749,2.0,Think,Neutral,People_095_h.jpg,10.0,38MAX,2570.0
1750,2.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,490.0
1751,2.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,900.0
1752,2.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,1350.0
1753,2.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,1490.0
1754,2.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,2020.0
1755,2.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,2130.0
1756,2.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,2390.0
1757,2.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,2940.0
1758,2.0,Think,Emotion,People_019_v.jpg,10.0,38MAX,480.0
1759,2.0,Think,Emotion,People_019_v.jpg,10.0,38MAX,820.0
1760,2.0,Think,Emotion,People_019_v.jpg,10.0,38MAX,1210.0
1761,2.0,Think,Neutral,Faces_123_h.jpg,10.0,38MAX,1970.0
1762,2.0,Think,Neutral,Objects_029_h.jpg,10.0,38MAX,680.0
1763,2.0,Think,Neutral,Objects_029_h.jpg,10.0,38MAX,800.0
1764,2.0,Think,Neutral,Objects_029_h.jpg,10.0,38MAX,880.0
1765,2.0,Think,Neutral,Objects_029_h.jpg,10.0,38MAX,1100.0
1766,2.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,440.0
1767,2.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,750.0
1768,2.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,1110.0
1769,2.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,1490.0
1770,2.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,2320.0
1771,3.0,Think,Emotion,Animals_008_v.jpg,10.0,38MAX,260.0
1772,3.0,Think,Emotion,Animals_008_v.jpg,10.0,38MAX,360.0
1773,3.0,Think,Emotion,Animals_008_v.jpg,10.0,38MAX,580.0
1774,3.0,Think,Emotion,Animals_008_v.jpg,10.0,38MAX,840.0
1775,3.0,Think,Emotion,Animals_008_v.jpg,10.0,38MAX,2500.0
1776,3.0,Think,Neutral,People_095_h.jpg,10.0,38MAX,880.0
1777,3.0,Think,Neutral,Animals_088_h.jpg,10.0,38MAX,910.0
1778,3.0,Think,Neutral,Animals_088_h.jpg,10.0,38MAX,1140.0
1779,3.0,Think,Neutral,Animals_088_h.jpg,10.0,38MAX,1320.0
1780,3.0,Think,Neutral,Animals_088_h.jpg,10.0,38MAX,1520.0
1781,3.0,Think,Emotion,Animals_065_h.jpg,10.0,38MAX,1250.0
1782,3.0,Think,Neutral,People_164_h.jpg,10.0,38MAX,360.0
1783,3.0,Think,Neutral,People_164_h.jpg,10.0,38MAX,1010.0
1784,3.0,Think,Neutral,People_164_h.jpg,10.0,38MAX,1080.0
1785,3.0,Think,Neutral,People_164_h.jpg,10.0,38MAX,1860.0
1786,3.0,Think,Neutral,People_164_h.jpg,10.0,38MAX,2710.0
1787,3.0,Think,Neutral,Faces_306_v.jpg,10.0,38MAX,860.0
1788,3.0,Think,Emotion,People_090_v.jpg,10.0,38MAX,740.0
1789,3.0,Think,Emotion,People_090_v.jpg,10.0,38MAX,1650.0
1790,3.0,Think,Neutral,Faces_292_h.jpg,10.0,38MAX,550.0
1791,3.0,Think,Neutral,Faces_292_h.jpg,10.0,38MAX,1940.0
1792,3.0,Think,Neutral,Objects_200_h.jpg,10.0,38MAX,2880.0
1793,3.0,Think,Neutral,Objects_029_h.jpg,10.0,38MAX,330.0
1794,3.0,Think,Neutral,Objects_029_h.jpg,10.0,38MAX,1010.0
1795,3.0,Think,Emotion,Objects_006_h.jpg,10.0,38MAX,1890.0
1796,3.0,Think,Emotion,Objects_006_h.jpg,10.0,38MAX,2320.0
1797,3.0,Think,Emotion,Objects_006_h.jpg,10.0,38MAX,2820.0
1798,3.0,Think,Emotion,Faces_368_h.jpg,10.0,38MAX,1790.0
1799,3.0,Think,Emotion,Faces_368_h.jpg,10.0,38MAX,2450.0
1800,3.0,Think,Emotion,People_204_v.jpg,10.0,38MAX,340.0
1801,3.0,Think,Emotion,People_204_v.jpg,10.0,38MAX,1160.0
1802,3.0,Think,Emotion,People_204_v.jpg,10.0,38MAX,1290.0
1803,3.0,Think,Emotion,People_204_v.jpg,10.0,38MAX,1880.0
1804,3.0,Think,Emotion,Objects_022_h.jpg,10.0,38MAX,2020.0
1805,3.0,Think,Emotion,Objects_022_h.jpg,10.0,38MAX,2160.0
1806,3.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,470.0
1807,3.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,880.0
1808,3.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,960.0
1809,3.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,1400.0
1810,3.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,1820.0
1811,3.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,1940.0
1812,3.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,2050.0
1813,3.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,2340.0
1814,3.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,2440.0
1815,3.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,2540.0
1816,3.0,Think,Neutral,Faces_123_h.jpg,10.0,38MAX,2350.0
1817,3.0,Think,Neutral,Faces_123_h.jpg,10.0,38MAX,2440.0
1818,3.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,400.0
1819,3.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,560.0
1820,3.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,890.0
1821,3.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,990.0
1822,3.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,1120.0
1823,3.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,1350.0
1824,3.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,1880.0
1825,3.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,2280.0
1826,3.0,Think,Neutral,Animals_043_h.jpg,10.0,38MAX,2570.0
1827,3.0,Think,Neutral,People_249_h.jpg,10.0,38MAX,960.0
1828,3.0,Think,Neutral,People_249_h.jpg,10.0,38MAX,1760.0
1829,3.0,Think,Neutral,People_035_h.jpg,10.0,38MAX,580.0
1830,3.0,Think,Neutral,People_035_h.jpg,10.0,38MAX,2300.0
1831,3.0,Think,Neutral,People_035_h.jpg,10.0,38MAX,2520.0
1832,3.0,Think,Neutral,People_035_h.jpg,10.0,38MAX,2730.0
1833,3.0,Think,Neutral,Animals_105_h.jpg,10.0,38MAX,290.0
1834,3.0,Think,Neutral,Animals_105_h.jpg,10.0,38MAX,560.0
1835,3.0,Think,Neutral,Animals_105_h.jpg,10.0,38MAX,810.0
1836,3.0,Think,Neutral,Animals_105_h.jpg,10.0,38MAX,970.0
1837,3.0,Think,Neutral,Animals_105_h.jpg,10.0,38MAX,1350.0
1838,3.0,Think,Neutral,Animals_105_h.jpg,10.0,38MAX,2460.0
1839,3.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,270.0
1840,3.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,950.0
1841,3.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,1510.0
1842,3.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,2050.0
1843,3.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,2440.0
1844,3.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,2760.0
1845,3.0,Think,Emotion,People_205_v.jpg,10.0,38MAX,2900.0
1846,3.0,Think,Emotion,Faces_156_h.jpg,10.0,38MAX,1420.0
1847,4.0,Think,Neutral,Animals_105_h.jpg,10.0,38MAX,1200.0
1848,4.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,730.0
1849,4.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,1530.0
1850,4.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,2070.0
1851,4.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,2300.0
1852,4.0,Think,Emotion,Objects_010_h.jpg,10.0,38MAX,2870.0
1853,4.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,330.0
1854,4.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,890.0
1855,4.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,2230.0
1856,4.0,Think,Emotion,People_230_h.jpg,10.0,38MAX,2300.0
