,Block,Condition,Emotion,Image,Length,Subject,Timing
0,1.0,Think,Emotion,People_217_h.jpg,20.0,31NLI,2160.0
1,1.0,Think,Emotion,People_217_h.jpg,20.0,31NLI,2380.0
2,1.0,Think,Emotion,People_217_h.jpg,20.0,31NLI,2520.0
3,1.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,700.0
4,1.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,830.0
5,1.0,Think,Emotion,Animals_041_h.jpg,20.0,31NLI,880.0
6,1.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,2000.0
7,1.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,1380.0
8,1.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,2050.0
9,1.0,Think,Neutral,Faces_219_v.jpg,20.0,31NLI,2660.0
10,1.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,1080.0
11,1.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,1940.0
12,1.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,2140.0
13,1.0,Think,Emotion,Objects_011_h.jpg,20.0,31NLI,2130.0
14,1.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,220.0
15,1.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,330.0
16,1.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,1050.0
17,1.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,1540.0
18,1.0,Think,Emotion,People_209_v.jpg,20.0,31NLI,1380.0
19,1.0,Think,Emotion,People_209_v.jpg,20.0,31NLI,2750.0
20,1.0,Think,Neutral,Animals_097_h.jpg,20.0,31NLI,1090.0
21,2.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,240.0
22,2.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,430.0
23,2.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,1030.0
24,2.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,1280.0
25,2.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,1390.0
26,2.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,2110.0
27,2.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,2320.0
28,2.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,250.0
29,2.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,1790.0
30,2.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,2090.0
31,2.0,Think,Neutral,Animals_213_h.jpg,20.0,31NLI,420.0
32,2.0,Think,Neutral,Animals_213_h.jpg,20.0,31NLI,560.0
33,2.0,Think,Neutral,Animals_213_h.jpg,20.0,31NLI,2460.0
34,2.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,830.0
35,2.0,Think,Neutral,Objects_242_h.jpg,20.0,31NLI,980.0
36,2.0,Think,Neutral,People_097_h.jpg,20.0,31NLI,280.0
37,2.0,Think,Neutral,People_097_h.jpg,20.0,31NLI,1180.0
38,3.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,650.0
39,3.0,Think,Emotion,Objects_011_h.jpg,20.0,31NLI,2400.0
40,3.0,Think,Neutral,People_091_h.jpg,20.0,31NLI,1010.0
41,3.0,Think,Neutral,People_091_h.jpg,20.0,31NLI,1220.0
42,3.0,Think,Neutral,People_091_h.jpg,20.0,31NLI,2140.0
43,3.0,Think,Neutral,Objects_242_h.jpg,20.0,31NLI,2930.0
44,3.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,210.0
45,3.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,970.0
46,3.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,540.0
47,3.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,1760.0
48,3.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,2150.0
49,3.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,2220.0
50,3.0,Think,Emotion,People_209_v.jpg,20.0,31NLI,1350.0
51,3.0,Think,Emotion,People_209_v.jpg,20.0,31NLI,2740.0
52,3.0,Think,Neutral,Animals_097_h.jpg,20.0,31NLI,2210.0
53,3.0,Think,Neutral,Animals_097_h.jpg,20.0,31NLI,2570.0
54,3.0,Think,Emotion,Animals_041_h.jpg,20.0,31NLI,480.0
55,3.0,Think,Neutral,Faces_219_v.jpg,20.0,31NLI,1430.0
56,3.0,Think,Neutral,Faces_219_v.jpg,20.0,31NLI,1730.0
57,3.0,Think,Emotion,Objects_126_h.jpg,20.0,31NLI,970.0
58,3.0,Think,Emotion,Objects_126_h.jpg,20.0,31NLI,1530.0
59,4.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,1280.0
60,4.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,1450.0
61,4.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,1800.0
62,4.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,2070.0
63,4.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,2110.0
64,4.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,2390.0
65,4.0,Think,Emotion,People_209_v.jpg,20.0,31NLI,920.0
66,4.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,910.0
67,4.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,1430.0
68,4.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,1820.0
69,4.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,2320.0
70,4.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,2610.0
71,4.0,Think,Neutral,Animals_213_h.jpg,20.0,31NLI,850.0
72,4.0,Think,Neutral,Animals_097_h.jpg,20.0,31NLI,480.0
73,4.0,Think,Neutral,Animals_097_h.jpg,20.0,31NLI,2100.0
74,4.0,Think,Emotion,Objects_126_h.jpg,20.0,31NLI,260.0
75,4.0,Think,Emotion,People_220_h.jpg,20.0,31NLI,2420.0
76,4.0,Think,Emotion,Animals_039_h.jpg,20.0,31NLI,950.0
77,4.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,340.0
78,4.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,930.0
79,4.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,2080.0
80,4.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,2290.0
81,4.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,2420.0
82,4.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,2830.0
83,4.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,2950.0
84,4.0,Think,Neutral,People_091_h.jpg,20.0,31NLI,740.0
85,4.0,Think,Neutral,People_091_h.jpg,20.0,31NLI,1350.0
86,4.0,Think,Neutral,People_091_h.jpg,20.0,31NLI,1590.0
87,4.0,Think,Neutral,People_091_h.jpg,20.0,31NLI,1840.0
88,4.0,Think,Neutral,People_091_h.jpg,20.0,31NLI,2380.0
89,4.0,Think,Neutral,People_091_h.jpg,20.0,31NLI,2510.0
90,4.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,1540.0
91,4.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,2760.0
92,4.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,2860.0
93,4.0,Think,Emotion,People_217_h.jpg,20.0,31NLI,860.0
94,4.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,740.0
95,4.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,1070.0
96,4.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,2770.0
97,4.0,Think,Neutral,People_097_h.jpg,20.0,31NLI,1980.0
98,4.0,Think,Neutral,Objects_242_h.jpg,20.0,31NLI,1790.0
99,5.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,270.0
100,5.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,780.0
101,5.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,910.0
102,5.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,1970.0
103,5.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,2500.0
104,5.0,Think,Neutral,Animals_213_h.jpg,20.0,31NLI,420.0
105,5.0,Think,Emotion,People_220_h.jpg,20.0,31NLI,900.0
106,5.0,Think,Emotion,People_220_h.jpg,20.0,31NLI,2900.0
107,5.0,Think,Emotion,Animals_041_h.jpg,20.0,31NLI,970.0
108,5.0,Think,Emotion,Animals_041_h.jpg,20.0,31NLI,1460.0
109,5.0,Think,Emotion,People_077_v.jpg,20.0,31NLI,1720.0
110,5.0,Think,Emotion,People_077_v.jpg,20.0,31NLI,2650.0
111,5.0,Think,Emotion,People_209_v.jpg,20.0,31NLI,400.0
112,5.0,Think,Emotion,People_209_v.jpg,20.0,31NLI,470.0
113,5.0,Think,Emotion,People_209_v.jpg,20.0,31NLI,2010.0
114,5.0,Think,Emotion,People_209_v.jpg,20.0,31NLI,2440.0
115,5.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,830.0
116,5.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,1300.0
117,5.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,2390.0
118,5.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,2950.0
119,5.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,350.0
120,5.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,1890.0
121,5.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,1980.0
122,5.0,Think,Emotion,People_217_h.jpg,20.0,31NLI,420.0
123,5.0,Think,Emotion,People_217_h.jpg,20.0,31NLI,1740.0
124,5.0,Think,Emotion,People_217_h.jpg,20.0,31NLI,2120.0
125,5.0,Think,Emotion,Objects_011_h.jpg,20.0,31NLI,1200.0
126,5.0,Think,Neutral,Animals_097_h.jpg,20.0,31NLI,2350.0
127,5.0,Think,Emotion,Objects_126_h.jpg,20.0,31NLI,440.0
128,5.0,Think,Neutral,Faces_211_h.jpg,20.0,31NLI,2610.0
129,5.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,330.0
130,5.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,1240.0
131,5.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,1420.0
132,5.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,1590.0
133,5.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,2070.0
134,5.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,2890.0
135,5.0,Think,Neutral,Objects_242_h.jpg,20.0,31NLI,2720.0
136,6.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,320.0
137,6.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,1820.0
138,6.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,2070.0
139,6.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,2500.0
140,6.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,310.0
141,6.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,1090.0
142,6.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,1760.0
143,6.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,2640.0
144,6.0,Think,Neutral,Animals_213_h.jpg,20.0,31NLI,1340.0
145,6.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,1050.0
146,6.0,Think,Neutral,Animals_097_h.jpg,20.0,31NLI,1230.0
147,6.0,Think,Neutral,Animals_097_h.jpg,20.0,31NLI,1830.0
148,6.0,Think,Emotion,Animals_041_h.jpg,20.0,31NLI,270.0
149,6.0,Think,Emotion,Animals_041_h.jpg,20.0,31NLI,1830.0
150,6.0,Think,Emotion,Animals_041_h.jpg,20.0,31NLI,2230.0
151,6.0,Think,Emotion,Objects_011_h.jpg,20.0,31NLI,1880.0
152,6.0,Think,Neutral,People_091_h.jpg,20.0,31NLI,1780.0
153,6.0,Think,Neutral,People_091_h.jpg,20.0,31NLI,1850.0
154,6.0,Think,Neutral,People_091_h.jpg,20.0,31NLI,2710.0
155,6.0,Think,Emotion,Objects_126_h.jpg,20.0,31NLI,540.0
156,6.0,Think,Emotion,Objects_126_h.jpg,20.0,31NLI,1510.0
157,6.0,Think,Emotion,People_209_v.jpg,20.0,31NLI,2830.0
158,6.0,Think,Emotion,People_077_v.jpg,20.0,31NLI,390.0
159,6.0,Think,Emotion,People_077_v.jpg,20.0,31NLI,480.0
160,6.0,Think,Emotion,People_077_v.jpg,20.0,31NLI,2240.0
161,6.0,Think,Neutral,Faces_211_h.jpg,20.0,31NLI,2020.0
162,6.0,Think,Neutral,Faces_211_h.jpg,20.0,31NLI,2950.0
163,6.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,360.0
164,6.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,1970.0
165,6.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,2210.0
166,6.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,2610.0
167,6.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,460.0
168,6.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,680.0
169,6.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,870.0
170,6.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,280.0
171,6.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,1020.0
172,6.0,Think,Emotion,People_220_h.jpg,20.0,31NLI,2450.0
173,6.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,1190.0
174,6.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,1290.0
175,6.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,1610.0
176,6.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,1900.0
177,6.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,2010.0
178,6.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,2110.0
179,6.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,2450.0
180,6.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,2610.0
181,7.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,1620.0
182,7.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,980.0
183,7.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,1930.0
184,7.0,Think,Neutral,Faces_211_h.jpg,20.0,31NLI,2170.0
185,7.0,Think,Neutral,Faces_211_h.jpg,20.0,31NLI,2650.0
186,7.0,Think,Neutral,Faces_219_v.jpg,20.0,31NLI,2370.0
187,7.0,Think,Neutral,Objects_242_h.jpg,20.0,31NLI,1230.0
188,7.0,Think,Emotion,People_217_h.jpg,20.0,31NLI,310.0
189,7.0,Think,Emotion,People_217_h.jpg,20.0,31NLI,1510.0
190,7.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,610.0
191,7.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,1250.0
192,7.0,Think,Neutral,People_179_h.jpg,20.0,31NLI,1720.0
193,7.0,Think,Emotion,People_220_h.jpg,20.0,31NLI,830.0
194,7.0,Think,Emotion,People_220_h.jpg,20.0,31NLI,1830.0
195,7.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,1080.0
196,7.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,2560.0
197,7.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,2950.0
198,7.0,Think,Emotion,Animals_039_h.jpg,20.0,31NLI,1330.0
199,7.0,Think,Emotion,Animals_039_h.jpg,20.0,31NLI,1960.0
200,7.0,Think,Emotion,Animals_039_h.jpg,20.0,31NLI,2070.0
201,7.0,Think,Emotion,Animals_039_h.jpg,20.0,31NLI,2840.0
202,7.0,Think,Neutral,Animals_213_h.jpg,20.0,31NLI,1440.0
203,7.0,Think,Neutral,Animals_213_h.jpg,20.0,31NLI,2250.0
204,7.0,Think,Neutral,Animals_213_h.jpg,20.0,31NLI,2330.0
205,7.0,Think,Neutral,People_148_h.jpg,20.0,31NLI,510.0
206,7.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,310.0
207,7.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,400.0
208,7.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,540.0
209,7.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,750.0
210,7.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,1130.0
211,7.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,1230.0
212,7.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,2900.0
213,7.0,Think,Neutral,Animals_097_h.jpg,20.0,31NLI,500.0
214,7.0,Think,Neutral,Animals_097_h.jpg,20.0,31NLI,1240.0
215,7.0,Think,Neutral,Animals_097_h.jpg,20.0,31NLI,2670.0
216,7.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,480.0
217,8.0,Think,Emotion,People_220_h.jpg,20.0,31NLI,700.0
218,8.0,Think,Emotion,People_220_h.jpg,20.0,31NLI,820.0
219,8.0,Think,Emotion,People_220_h.jpg,20.0,31NLI,1330.0
220,8.0,Think,Emotion,People_220_h.jpg,20.0,31NLI,1810.0
221,8.0,Think,Emotion,People_220_h.jpg,20.0,31NLI,2610.0
222,8.0,Think,Emotion,People_220_h.jpg,20.0,31NLI,2960.0
223,8.0,Think,Emotion,Animals_041_h.jpg,20.0,31NLI,790.0
224,8.0,Think,Emotion,Animals_041_h.jpg,20.0,31NLI,1270.0
225,8.0,Think,Emotion,Animals_041_h.jpg,20.0,31NLI,1670.0
226,8.0,Think,Emotion,People_209_v.jpg,20.0,31NLI,1220.0
227,8.0,Think,Emotion,People_209_v.jpg,20.0,31NLI,2940.0
228,8.0,Think,Neutral,Faces_211_h.jpg,20.0,31NLI,420.0
229,8.0,Think,Neutral,Faces_211_h.jpg,20.0,31NLI,850.0
230,8.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,490.0
231,8.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,740.0
232,8.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,1570.0
233,8.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,1880.0
234,8.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,2410.0
235,8.0,Think,Neutral,Animals_132_h.jpg,20.0,31NLI,2580.0
236,8.0,Think,Emotion,Objects_088_h.jpg,20.0,31NLI,480.0
237,8.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,910.0
238,8.0,Think,Neutral,Objects_049_h.jpg,20.0,31NLI,1300.0
239,8.0,Think,Neutral,People_097_h.jpg,20.0,31NLI,2350.0
240,8.0,Think,Neutral,People_097_h.jpg,20.0,31NLI,2450.0
241,8.0,Think,Emotion,Animals_039_h.jpg,20.0,31NLI,420.0
242,8.0,Think,Emotion,Animals_039_h.jpg,20.0,31NLI,700.0
243,8.0,Think,Emotion,Animals_039_h.jpg,20.0,31NLI,830.0
244,8.0,Think,Emotion,Animals_039_h.jpg,20.0,31NLI,1700.0
245,8.0,Think,Emotion,Animals_039_h.jpg,20.0,31NLI,2590.0
246,8.0,Think,Emotion,Objects_023_v.jpg,20.0,31NLI,520.0
247,8.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,1240.0
248,8.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,1360.0
249,8.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,1450.0
250,8.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,1920.0
251,8.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,2200.0
252,8.0,Think,Emotion,Objects_154_h.jpg,20.0,31NLI,2810.0
253,8.0,Think,Emotion,Animals_078_h.jpg,20.0,31NLI,1530.0
254,1.0,Think,Emotion,People_209_v.jpg,20.0,32CVI,330.0
255,1.0,Think,Emotion,Animals_039_h.jpg,20.0,32CVI,2820.0
256,1.0,Think,Emotion,Animals_039_h.jpg,20.0,32CVI,2950.0
257,1.0,Think,Neutral,Faces_211_h.jpg,20.0,32CVI,2170.0
258,1.0,Think,Neutral,Faces_211_h.jpg,20.0,32CVI,2750.0
259,1.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,1010.0
260,1.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,2000.0
261,1.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,2670.0
262,1.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,2760.0
263,1.0,Think,Neutral,Animals_213_h.jpg,20.0,32CVI,1080.0
264,1.0,Think,Neutral,Animals_213_h.jpg,20.0,32CVI,1180.0
265,1.0,Think,Neutral,Animals_213_h.jpg,20.0,32CVI,1770.0
266,1.0,Think,Neutral,People_091_h.jpg,20.0,32CVI,2120.0
267,1.0,Think,Neutral,Objects_242_h.jpg,20.0,32CVI,1650.0
268,2.0,Think,Emotion,Objects_126_h.jpg,20.0,32CVI,2400.0
269,2.0,Think,Neutral,Animals_213_h.jpg,20.0,32CVI,2700.0
270,2.0,Think,Neutral,Animals_097_h.jpg,20.0,32CVI,2180.0
271,2.0,Think,Neutral,Animals_097_h.jpg,20.0,32CVI,2800.0
272,2.0,Think,Neutral,People_179_h.jpg,20.0,32CVI,2910.0
273,2.0,Think,Neutral,People_148_h.jpg,20.0,32CVI,1110.0
274,2.0,Think,Emotion,Objects_011_h.jpg,20.0,32CVI,440.0
275,2.0,Think,Emotion,People_220_h.jpg,20.0,32CVI,1070.0
276,2.0,Think,Emotion,People_220_h.jpg,20.0,32CVI,1730.0
277,2.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,2370.0
278,2.0,Think,Emotion,Objects_023_v.jpg,20.0,32CVI,280.0
279,2.0,Think,Emotion,People_217_h.jpg,20.0,32CVI,2680.0
280,3.0,Think,Neutral,People_179_h.jpg,20.0,32CVI,900.0
281,3.0,Think,Neutral,People_179_h.jpg,20.0,32CVI,970.0
282,3.0,Think,Emotion,Animals_039_h.jpg,20.0,32CVI,1800.0
283,3.0,Think,Neutral,Animals_213_h.jpg,20.0,32CVI,1260.0
284,3.0,Think,Neutral,Animals_213_h.jpg,20.0,32CVI,1460.0
285,3.0,Think,Neutral,Animals_213_h.jpg,20.0,32CVI,2550.0
286,3.0,Think,Emotion,People_077_v.jpg,20.0,32CVI,1650.0
287,3.0,Think,Emotion,People_077_v.jpg,20.0,32CVI,2810.0
288,3.0,Think,Emotion,People_077_v.jpg,20.0,32CVI,2940.0
289,3.0,Think,Neutral,People_091_h.jpg,20.0,32CVI,290.0
290,3.0,Think,Emotion,People_209_v.jpg,20.0,32CVI,370.0
291,3.0,Think,Emotion,People_209_v.jpg,20.0,32CVI,1040.0
292,3.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,240.0
293,3.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,2590.0
294,3.0,Think,Neutral,Animals_132_h.jpg,20.0,32CVI,1910.0
295,3.0,Think,Neutral,Faces_184_h.jpg,20.0,32CVI,290.0
296,3.0,Think,Neutral,Faces_184_h.jpg,20.0,32CVI,2360.0
297,3.0,Think,Neutral,Objects_242_h.jpg,20.0,32CVI,2160.0
298,3.0,Think,Neutral,Objects_242_h.jpg,20.0,32CVI,2390.0
299,3.0,Think,Neutral,Objects_242_h.jpg,20.0,32CVI,2740.0
300,4.0,Think,Neutral,People_148_h.jpg,20.0,32CVI,2570.0
301,4.0,Think,Neutral,Faces_184_h.jpg,20.0,32CVI,2120.0
302,4.0,Think,Emotion,People_077_v.jpg,20.0,32CVI,1210.0
303,4.0,Think,Emotion,Objects_126_h.jpg,20.0,32CVI,1800.0
304,4.0,Think,Emotion,Objects_126_h.jpg,20.0,32CVI,2060.0
305,4.0,Think,Emotion,Objects_126_h.jpg,20.0,32CVI,2850.0
306,4.0,Think,Emotion,Objects_126_h.jpg,20.0,32CVI,2960.0
307,4.0,Think,Neutral,Animals_132_h.jpg,20.0,32CVI,1510.0
308,4.0,Think,Neutral,Animals_132_h.jpg,20.0,32CVI,2040.0
309,4.0,Think,Neutral,Animals_132_h.jpg,20.0,32CVI,2770.0
310,4.0,Think,Emotion,Objects_023_v.jpg,20.0,32CVI,2890.0
311,4.0,Think,Emotion,People_209_v.jpg,20.0,32CVI,2290.0
312,4.0,Think,Emotion,People_209_v.jpg,20.0,32CVI,2560.0
313,4.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,220.0
314,4.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,2740.0
315,4.0,Think,Emotion,Objects_154_h.jpg,20.0,32CVI,1600.0
316,4.0,Think,Neutral,People_091_h.jpg,20.0,32CVI,330.0
317,4.0,Think,Neutral,People_091_h.jpg,20.0,32CVI,1750.0
318,4.0,Think,Neutral,Animals_097_h.jpg,20.0,32CVI,1200.0
319,4.0,Think,Neutral,Animals_097_h.jpg,20.0,32CVI,1440.0
320,4.0,Think,Neutral,Animals_097_h.jpg,20.0,32CVI,2840.0
321,5.0,Think,Emotion,Objects_088_h.jpg,20.0,32CVI,1020.0
322,5.0,Think,Emotion,Objects_088_h.jpg,20.0,32CVI,2850.0
323,5.0,Think,Neutral,Faces_219_v.jpg,20.0,32CVI,260.0
324,5.0,Think,Neutral,Faces_219_v.jpg,20.0,32CVI,340.0
325,5.0,Think,Neutral,Faces_219_v.jpg,20.0,32CVI,850.0
326,5.0,Think,Neutral,Faces_219_v.jpg,20.0,32CVI,1270.0
327,5.0,Think,Neutral,Faces_219_v.jpg,20.0,32CVI,1380.0
328,5.0,Think,Neutral,Faces_219_v.jpg,20.0,32CVI,1450.0
329,5.0,Think,Neutral,Faces_219_v.jpg,20.0,32CVI,2450.0
330,5.0,Think,Emotion,People_220_h.jpg,20.0,32CVI,210.0
331,5.0,Think,Emotion,People_220_h.jpg,20.0,32CVI,280.0
332,5.0,Think,Emotion,People_220_h.jpg,20.0,32CVI,1140.0
333,5.0,Think,Neutral,People_179_h.jpg,20.0,32CVI,1120.0
334,5.0,Think,Neutral,People_179_h.jpg,20.0,32CVI,2710.0
335,5.0,Think,Neutral,People_148_h.jpg,20.0,32CVI,830.0
336,5.0,Think,Emotion,People_209_v.jpg,20.0,32CVI,1580.0
337,5.0,Think,Emotion,People_209_v.jpg,20.0,32CVI,1920.0
338,5.0,Think,Neutral,People_091_h.jpg,20.0,32CVI,750.0
339,5.0,Think,Neutral,People_091_h.jpg,20.0,32CVI,1070.0
340,5.0,Think,Neutral,People_091_h.jpg,20.0,32CVI,1880.0
341,5.0,Think,Neutral,People_091_h.jpg,20.0,32CVI,2350.0
342,5.0,Think,Neutral,Objects_242_h.jpg,20.0,32CVI,830.0
343,5.0,Think,Emotion,Objects_011_h.jpg,20.0,32CVI,1990.0
344,5.0,Think,Emotion,Objects_011_h.jpg,20.0,32CVI,2500.0
345,5.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,240.0
346,5.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,2280.0
347,5.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,2360.0
348,5.0,Think,Neutral,Faces_184_h.jpg,20.0,32CVI,2160.0
349,6.0,Think,Neutral,Faces_219_v.jpg,20.0,32CVI,1720.0
350,6.0,Think,Neutral,Faces_219_v.jpg,20.0,32CVI,2910.0
351,6.0,Think,Emotion,People_209_v.jpg,20.0,32CVI,1340.0
352,6.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,2220.0
353,6.0,Think,Emotion,Animals_041_h.jpg,20.0,32CVI,2350.0
354,6.0,Think,Emotion,People_077_v.jpg,20.0,32CVI,2260.0
355,6.0,Think,Emotion,Objects_088_h.jpg,20.0,32CVI,1360.0
356,6.0,Think,Neutral,People_091_h.jpg,20.0,32CVI,2850.0
