,Subject,Condition,Emotion,Block,Image,IntrusionRating,Timing,Length
355,35QSY,DecodingThink,Neutral,6,People_149_h.jpg,1,2030,20
356,35QSY,DecodingThink,Neutral,6,Objects_270_h.jpg,1,1130,20
357,35QSY,DecodingThink,Neutral,6,Objects_270_h.jpg,1,2050,20
358,35QSY,DecodingThink,Neutral,6,Objects_270_h.jpg,1,2150,20
359,35QSY,DecodingThink,Emotion,6,People_239_h.jpg,1,930,20
360,35QSY,DecodingThink,Neutral,7,People_151_h.jpg,1,1440,20
361,35QSY,DecodingThink,Emotion,7,Objects_125_h.jpg,1,2560,20
362,35QSY,DecodingThink,Emotion,7,People_213_v.jpg,1,400,20
363,35QSY,DecodingThink,Emotion,7,People_213_v.jpg,1,2210,20
364,35QSY,DecodingThink,Emotion,7,Animals_062_h.jpg,1,2870,20
365,35QSY,DecodingThink,Emotion,7,Objects_106_v.jpg,1,560,20
366,35QSY,DecodingThink,Emotion,7,Objects_106_v.jpg,1,1040,20
367,35QSY,DecodingThink,Emotion,7,Objects_106_v.jpg,1,1900,20
368,35QSY,DecodingThink,Emotion,7,Objects_106_v.jpg,1,2370,20
369,35QSY,DecodingThink,Emotion,7,Objects_106_v.jpg,1,2650,20
370,35QSY,DecodingThink,Neutral,7,Faces_065_h.jpg,1,1560,20
371,35QSY,DecodingThink,Neutral,7,Faces_065_h.jpg,1,2070,20
372,35QSY,DecodingThink,Emotion,7,Objects_013_h.jpg,1,2350,20
373,35QSY,DecodingThink,Neutral,7,People_028_h.jpg,1,930,20
374,35QSY,DecodingThink,Emotion,7,Objects_021_v.jpg,1,2410,20
375,35QSY,DecodingThink,Emotion,7,Objects_021_v.jpg,1,2660,20
376,35QSY,DecodingThink,Emotion,7,Faces_296_h.jpg,2,2370,20
377,35QSY,DecodingThink,Neutral,7,People_100_h.jpg,1,640,20
378,35QSY,DecodingThink,Neutral,7,People_100_h.jpg,1,2430,20
379,35QSY,DecodingThink,Emotion,7,Animals_018_h.jpg,1,1500,20
380,35QSY,DecodingThink,Emotion,8,Objects_007_h.jpg,1,2850,20
381,35QSY,DecodingThink,Neutral,8,People_026_h.jpg,1,1180,20
382,35QSY,DecodingThink,Neutral,8,People_026_h.jpg,1,2220,20
383,35QSY,DecodingThink,Neutral,8,People_026_h.jpg,1,2340,20
384,35QSY,DecodingThink,Neutral,8,Faces_061_h.jpg,1,1980,20
385,35QSY,DecodingThink,Neutral,8,People_151_h.jpg,1,2820,20
386,35QSY,DecodingThink,Neutral,8,Objects_164_h.jpg,1,490,20
387,35QSY,DecodingThink,Neutral,8,Objects_164_h.jpg,1,600,20
388,35QSY,DecodingThink,Neutral,8,Objects_164_h.jpg,1,2360,20
389,35QSY,DecodingThink,Emotion,8,Animals_062_h.jpg,1,1190,20
390,35QSY,DecodingThink,Neutral,8,Animals_108_h.jpg,2,1810,20
391,35QSY,DecodingThink,Neutral,8,Objects_270_h.jpg,2,1060,20
392,35QSY,DecodingThink,Neutral,8,Faces_065_h.jpg,1,1950,20
393,35QSY,DecodingThink,Emotion,8,People_247_v.jpg,1,1810,20
394,35QSY,DecodingThink,Neutral,8,People_100_h.jpg,1,1960,20
395,35QSY,DecodingThink,Neutral,8,People_100_h.jpg,1,2270,20
396,36LSA,DecodingThink,Neutral,1,Objects_164_h.jpg,2,570,50
397,36LSA,DecodingThink,Neutral,1,Objects_164_h.jpg,2,1560,50
398,36LSA,DecodingThink,Neutral,1,Objects_164_h.jpg,2,1680,50
399,36LSA,DecodingThink,Neutral,1,Animals_108_h.jpg,2,710,50
400,36LSA,DecodingThink,Neutral,1,Objects_270_h.jpg,2,1970,50
401,36LSA,DecodingThink,Emotion,1,Animals_018_h.jpg,2,1140,50
402,36LSA,DecodingThink,Emotion,1,Animals_018_h.jpg,2,1780,50
403,36LSA,DecodingThink,Emotion,1,Animals_018_h.jpg,2,2030,50
404,36LSA,DecodingThink,Emotion,1,Animals_018_h.jpg,2,2650,50
405,36LSA,DecodingThink,Emotion,1,People_247_v.jpg,2,1820,50
406,36LSA,DecodingThink,Emotion,1,Objects_106_v.jpg,2,1320,50
407,36LSA,DecodingThink,Neutral,1,Faces_061_h.jpg,2,1020,50
408,36LSA,DecodingThink,Emotion,1,People_213_v.jpg,2,1720,50
409,36LSA,DecodingThink,Neutral,1,Faces_065_h.jpg,2,2860,50
410,36LSA,DecodingThink,Neutral,1,People_100_h.jpg,2,1640,50
411,36LSA,DecodingThink,Neutral,1,People_100_h.jpg,2,2220,50
412,36LSA,DecodingThink,Emotion,1,Objects_021_v.jpg,2,1040,50
413,36LSA,DecodingThink,Emotion,1,People_239_h.jpg,1,380,50
414,36LSA,DecodingThink,Emotion,1,People_239_h.jpg,1,1360,50
415,36LSA,DecodingThink,Neutral,2,People_028_h.jpg,2,940,50
416,36LSA,DecodingThink,Neutral,2,People_028_h.jpg,2,1310,50
417,36LSA,DecodingThink,Neutral,2,People_100_h.jpg,2,920,50
418,36LSA,DecodingThink,Emotion,2,Faces_296_h.jpg,2,2690,50
419,36LSA,DecodingThink,Neutral,2,Objects_164_h.jpg,2,2500,50
420,36LSA,DecodingThink,Neutral,2,Objects_164_h.jpg,2,2790,50
421,36LSA,DecodingThink,Neutral,2,People_149_h.jpg,2,2850,50
422,36LSA,DecodingThink,Neutral,2,Animals_108_h.jpg,2,2640,50
423,36LSA,DecodingThink,Neutral,2,People_026_h.jpg,2,690,50
424,36LSA,DecodingThink,Neutral,2,People_026_h.jpg,2,1510,50
425,36LSA,DecodingThink,Neutral,2,People_026_h.jpg,2,1610,50
426,36LSA,DecodingThink,Neutral,2,People_026_h.jpg,2,2660,50
427,36LSA,DecodingThink,Emotion,2,People_213_v.jpg,3,740,50
428,36LSA,DecodingThink,Emotion,3,Objects_021_v.jpg,2,2570,50
429,36LSA,DecodingThink,Emotion,3,Objects_106_v.jpg,2,900,50
430,36LSA,DecodingThink,Emotion,3,Objects_106_v.jpg,2,1890,50
431,36LSA,DecodingThink,Emotion,3,Objects_106_v.jpg,2,2700,50
432,36LSA,DecodingThink,Emotion,3,People_247_v.jpg,2,660,50
433,36LSA,DecodingThink,Emotion,3,People_247_v.jpg,2,2230,50
434,36LSA,DecodingThink,Neutral,3,Animals_155_v.jpg,2,500,50
435,36LSA,DecodingThink,Neutral,3,Animals_155_v.jpg,2,670,50
436,36LSA,DecodingThink,Neutral,3,Animals_155_v.jpg,2,1210,50
437,36LSA,DecodingThink,Neutral,3,Animals_155_v.jpg,2,1420,50
438,36LSA,DecodingThink,Neutral,3,Animals_155_v.jpg,2,1540,50
439,36LSA,DecodingThink,Neutral,3,Animals_155_v.jpg,2,1630,50
440,36LSA,DecodingThink,Neutral,3,Animals_155_v.jpg,2,1890,50
441,36LSA,DecodingThink,Neutral,3,Animals_155_v.jpg,2,2360,50
442,36LSA,DecodingThink,Neutral,3,Animals_155_v.jpg,2,2490,50
443,36LSA,DecodingThink,Neutral,3,Animals_155_v.jpg,2,2720,50
444,36LSA,DecodingThink,Neutral,3,People_026_h.jpg,2,890,50
445,36LSA,DecodingThink,Neutral,3,Faces_061_h.jpg,2,830,50
446,36LSA,DecodingThink,Neutral,3,Faces_061_h.jpg,2,930,50
447,36LSA,DecodingThink,Neutral,3,Faces_061_h.jpg,2,1030,50
448,36LSA,DecodingThink,Neutral,3,Faces_061_h.jpg,2,1110,50
449,36LSA,DecodingThink,Neutral,3,Faces_061_h.jpg,2,1370,50
450,36LSA,DecodingThink,Neutral,3,Faces_061_h.jpg,2,1540,50
451,36LSA,DecodingThink,Neutral,3,Faces_061_h.jpg,2,1680,50
452,36LSA,DecodingThink,Neutral,3,Faces_061_h.jpg,2,2120,50
453,36LSA,DecodingThink,Neutral,3,Faces_061_h.jpg,2,2890,50
454,36LSA,DecodingThink,Emotion,3,People_239_h.jpg,1,2880,50
455,36LSA,DecodingThink,Neutral,3,People_149_h.jpg,2,2400,50
456,36LSA,DecodingThink,Neutral,3,People_100_h.jpg,2,1790,50
457,36LSA,DecodingThink,Neutral,3,People_100_h.jpg,2,2310,50
458,36LSA,DecodingThink,Neutral,3,People_100_h.jpg,2,2770,50
459,36LSA,DecodingThink,Emotion,3,Animals_062_h.jpg,2,800,50
460,36LSA,DecodingThink,Neutral,3,Objects_164_h.jpg,2,290,50
461,36LSA,DecodingThink,Neutral,3,People_151_h.jpg,2,670,50
462,36LSA,DecodingThink,Neutral,3,People_151_h.jpg,2,2480,50
463,36LSA,DecodingThink,Neutral,4,People_026_h.jpg,2,2860,50
464,36LSA,DecodingThink,Neutral,4,Objects_164_h.jpg,2,720,50
465,36LSA,DecodingThink,Neutral,4,Objects_164_h.jpg,2,1010,50
466,36LSA,DecodingThink,Neutral,4,Objects_164_h.jpg,2,1860,50
467,36LSA,DecodingThink,Neutral,4,Objects_164_h.jpg,2,2780,50
468,36LSA,DecodingThink,Emotion,4,Objects_007_h.jpg,2,840,50
469,36LSA,DecodingThink,Emotion,4,Objects_007_h.jpg,2,2390,50
470,36LSA,DecodingThink,Neutral,4,Animals_108_h.jpg,2,1160,50
471,36LSA,DecodingThink,Neutral,4,Animals_108_h.jpg,2,1310,50
472,36LSA,DecodingThink,Neutral,4,Animals_108_h.jpg,2,1540,50
473,36LSA,DecodingThink,Neutral,4,Animals_108_h.jpg,2,2490,50
474,36LSA,DecodingThink,Neutral,4,Animals_108_h.jpg,2,2690,50
475,36LSA,DecodingThink,Neutral,4,Faces_065_h.jpg,2,800,50
476,36LSA,DecodingThink,Neutral,4,People_151_h.jpg,2,2160,50
477,36LSA,DecodingThink,Neutral,4,People_151_h.jpg,2,2960,50
478,36LSA,DecodingThink,Emotion,4,Animals_062_h.jpg,2,1210,50
479,36LSA,DecodingThink,Emotion,4,Animals_062_h.jpg,2,2250,50
480,36LSA,DecodingThink,Emotion,4,Animals_062_h.jpg,2,2350,50
481,36LSA,DecodingThink,Emotion,4,Animals_062_h.jpg,2,2960,50
482,36LSA,DecodingThink,Neutral,4,Animals_155_v.jpg,2,290,50
483,36LSA,DecodingThink,Neutral,4,Animals_155_v.jpg,2,1720,50
484,36LSA,DecodingThink,Neutral,4,Animals_155_v.jpg,2,2480,50
485,36LSA,DecodingThink,Neutral,4,Faces_061_h.jpg,3,960,50
486,36LSA,DecodingThink,Neutral,4,Faces_061_h.jpg,3,2700,50
487,36LSA,DecodingThink,Neutral,4,Faces_061_h.jpg,3,2790,50
488,36LSA,DecodingThink,Emotion,4,Objects_106_v.jpg,2,1400,50
489,36LSA,DecodingThink,Emotion,4,Objects_106_v.jpg,2,2340,50
490,36LSA,DecodingThink,Emotion,4,Objects_106_v.jpg,2,2880,50
491,36LSA,DecodingThink,Emotion,4,Objects_125_h.jpg,2,430,50
492,36LSA,DecodingThink,Neutral,4,Objects_270_h.jpg,2,920,50
493,36LSA,DecodingThink,Neutral,4,Objects_270_h.jpg,2,1960,50
494,36LSA,DecodingThink,Neutral,5,Faces_060_h.jpg,2,950,50
495,36LSA,DecodingThink,Emotion,5,People_247_v.jpg,2,420,50
496,36LSA,DecodingThink,Emotion,5,People_247_v.jpg,2,710,50
497,36LSA,DecodingThink,Emotion,5,People_247_v.jpg,2,1890,50
498,36LSA,DecodingThink,Emotion,5,People_247_v.jpg,2,2580,50
499,36LSA,DecodingThink,Emotion,5,People_247_v.jpg,2,2710,50
500,36LSA,DecodingThink,Emotion,5,People_247_v.jpg,2,2930,50
501,36LSA,DecodingThink,Neutral,5,Animals_155_v.jpg,2,2530,50
502,36LSA,DecodingThink,Neutral,5,People_100_h.jpg,2,650,50
503,36LSA,DecodingThink,Neutral,5,People_100_h.jpg,2,730,50
504,36LSA,DecodingThink,Neutral,5,People_100_h.jpg,2,1570,50
505,36LSA,DecodingThink,Neutral,6,People_026_h.jpg,2,940,50
506,36LSA,DecodingThink,Neutral,6,People_100_h.jpg,2,720,50
507,36LSA,DecodingThink,Neutral,6,People_100_h.jpg,2,810,50
508,36LSA,DecodingThink,Emotion,6,Objects_007_h.jpg,2,1410,50
509,36LSA,DecodingThink,Emotion,6,Objects_106_v.jpg,2,1180,50
510,36LSA,DecodingThink,Neutral,6,Animals_155_v.jpg,2,1640,50
511,36LSA,DecodingThink,Emotion,6,Faces_296_h.jpg,2,1000,50
512,36LSA,DecodingThink,Emotion,7,Objects_106_v.jpg,2,730,50
513,36LSA,DecodingThink,Emotion,7,Objects_106_v.jpg,2,2650,50
514,36LSA,DecodingThink,Emotion,7,Objects_106_v.jpg,2,2770,50
515,36LSA,DecodingThink,Neutral,7,Animals_155_v.jpg,2,720,50
516,36LSA,DecodingThink,Emotion,7,Objects_007_h.jpg,2,1530,50
517,36LSA,DecodingThink,Emotion,7,Objects_007_h.jpg,2,1700,50
518,36LSA,DecodingThink,Emotion,7,Objects_007_h.jpg,2,2300,50
519,36LSA,DecodingThink,Neutral,7,Faces_065_h.jpg,2,1440,50
520,36LSA,DecodingThink,Neutral,7,Faces_065_h.jpg,2,2840,50
521,36LSA,DecodingThink,Emotion,7,People_247_v.jpg,2,1270,50
522,36LSA,DecodingThink,Emotion,7,Animals_018_h.jpg,2,1230,50
523,36LSA,DecodingThink,Neutral,7,People_026_h.jpg,2,2220,50
524,36LSA,DecodingThink,Emotion,8,Animals_062_h.jpg,2,1070,50
525,36LSA,DecodingThink,Neutral,8,Animals_108_h.jpg,2,2440,50
526,37BMA,DecodingThink,Neutral,1,Faces_306_v.jpg,2,1840,30
527,37BMA,DecodingThink,Emotion,1,Objects_010_h.jpg,2,1790,30
528,37BMA,DecodingThink,Neutral,1,Faces_292_h.jpg,1,610,30
529,37BMA,DecodingThink,Neutral,1,Faces_292_h.jpg,1,2080,30
530,37BMA,DecodingThink,Neutral,1,People_095_h.jpg,2,430,30
531,37BMA,DecodingThink,Neutral,1,People_095_h.jpg,2,1500,30
532,37BMA,DecodingThink,Emotion,1,Objects_006_h.jpg,1,2300,30
533,37BMA,DecodingThink,Neutral,1,Animals_105_h.jpg,1,1860,30
534,37BMA,DecodingThink,Emotion,2,Faces_368_h.jpg,1,810,30
535,37BMA,DecodingThink,Emotion,2,People_204_v.jpg,1,2070,30
536,37BMA,DecodingThink,Emotion,2,People_090_v.jpg,1,2750,30
537,37BMA,DecodingThink,Neutral,2,Faces_123_h.jpg,1,2560,30
538,37BMA,DecodingThink,Emotion,3,Animals_065_h.jpg,1,430,30
539,37BMA,DecodingThink,Emotion,3,People_090_v.jpg,2,270,30
540,37BMA,DecodingThink,Neutral,3,Faces_292_h.jpg,1,710,30
541,37BMA,DecodingThink,Neutral,3,Faces_292_h.jpg,1,1360,30
542,37BMA,DecodingThink,Neutral,3,Faces_292_h.jpg,1,1470,30
543,37BMA,DecodingThink,Neutral,3,Faces_292_h.jpg,1,1550,30
544,37BMA,DecodingThink,Emotion,3,Animals_008_v.jpg,2,780,30
545,37BMA,DecodingThink,Emotion,3,Faces_368_h.jpg,1,1150,30
546,37BMA,DecodingThink,Neutral,3,Objects_200_h.jpg,1,1320,30
547,37BMA,DecodingThink,Neutral,3,Faces_123_h.jpg,1,1270,30
548,37BMA,DecodingThink,Emotion,3,Objects_010_h.jpg,1,1100,30
549,37BMA,DecodingThink,Emotion,3,Objects_010_h.jpg,1,1430,30
550,37BMA,DecodingThink,Neutral,4,People_164_h.jpg,1,1160,30
551,37BMA,DecodingThink,Neutral,4,Faces_123_h.jpg,1,1220,30
552,37BMA,DecodingThink,Neutral,4,People_035_h.jpg,1,2090,30
553,37BMA,DecodingThink,Emotion,4,Objects_010_h.jpg,1,1380,30
554,37BMA,DecodingThink,Emotion,4,Faces_156_h.jpg,1,2210,30
555,37BMA,DecodingThink,Neutral,5,Animals_043_h.jpg,2,1750,30
556,37BMA,DecodingThink,Emotion,5,Objects_010_h.jpg,1,1030,30
557,37BMA,DecodingThink,Emotion,5,Objects_022_h.jpg,1,1080,30
558,37BMA,DecodingThink,Neutral,5,Objects_200_h.jpg,1,2900,30
559,37BMA,DecodingThink,Neutral,6,Animals_088_h.jpg,1,1200,30
560,37BMA,DecodingThink,Neutral,6,Animals_088_h.jpg,1,2360,30
561,37BMA,DecodingThink,Neutral,6,Animals_088_h.jpg,1,2440,30
562,37BMA,DecodingThink,Neutral,6,Animals_105_h.jpg,1,2930,30
563,37BMA,DecodingThink,Emotion,6,People_230_h.jpg,1,960,30
564,37BMA,DecodingThink,Neutral,7,People_249_h.jpg,1,2150,30
565,37BMA,DecodingThink,Emotion,7,People_204_v.jpg,1,390,30
566,37BMA,DecodingThink,Neutral,7,Objects_029_h.jpg,1,1460,30
567,37BMA,DecodingThink,Neutral,7,Objects_029_h.jpg,1,2960,30
568,37BMA,DecodingThink,Neutral,7,Animals_043_h.jpg,1,1700,30
569,37BMA,DecodingThink,Neutral,7,Animals_088_h.jpg,1,970,30
570,37BMA,DecodingThink,Emotion,7,Objects_022_h.jpg,1,2050,30
571,37BMA,DecodingThink,Neutral,7,Faces_306_v.jpg,2,780,30
572,37BMA,DecodingThink,Emotion,8,People_205_v.jpg,1,1470,30
573,37BMA,DecodingThink,Emotion,8,People_230_h.jpg,1,1180,30
574,37BMA,DecodingThink,Neutral,8,Animals_043_h.jpg,1,1510,30
575,37BMA,DecodingThink,Neutral,8,Faces_123_h.jpg,1,360,30
576,37BMA,DecodingThink,Emotion,8,Animals_065_h.jpg,1,2230,30
577,38MAX,DecodingThink,Emotion,1,People_247_v.jpg,1,510,30
578,38MAX,DecodingThink,Emotion,1,People_247_v.jpg,1,640,30
579,38MAX,DecodingThink,Emotion,1,People_247_v.jpg,1,1540,30
580,38MAX,DecodingThink,Emotion,1,People_247_v.jpg,1,2400,30
581,38MAX,DecodingThink,Neutral,1,Objects_270_h.jpg,1,2080,30
582,38MAX,DecodingThink,Neutral,1,Faces_060_h.jpg,1,1640,30
583,38MAX,DecodingThink,Emotion,1,People_239_h.jpg,2,2230,30
584,38MAX,DecodingThink,Neutral,1,People_028_h.jpg,2,2270,30
585,38MAX,DecodingThink,Neutral,1,People_026_h.jpg,1,2920,30
586,38MAX,DecodingThink,Neutral,1,Animals_155_v.jpg,2,460,30
587,38MAX,DecodingThink,Neutral,1,Animals_155_v.jpg,2,1230,30
588,38MAX,DecodingThink,Emotion,1,Faces_296_h.jpg,1,550,30
589,38MAX,DecodingThink,Emotion,1,Faces_296_h.jpg,1,1560,30
590,38MAX,DecodingThink,Emotion,1,Faces_296_h.jpg,1,1840,30
591,38MAX,DecodingThink,Emotion,1,Faces_296_h.jpg,1,2660,30
592,38MAX,DecodingThink,Emotion,1,Objects_013_h.jpg,1,760,30
593,38MAX,DecodingThink,Emotion,1,Animals_018_h.jpg,1,2050,30
594,38MAX,DecodingThink,Emotion,1,Animals_018_h.jpg,1,2180,30
595,38MAX,DecodingThink,Neutral,1,Objects_164_h.jpg,1,700,30
596,38MAX,DecodingThink,Neutral,1,Objects_164_h.jpg,1,2430,30
597,38MAX,DecodingThink,Emotion,1,Objects_106_v.jpg,2,930,30
598,38MAX,DecodingThink,Emotion,1,Objects_106_v.jpg,2,1630,30
599,38MAX,DecodingThink,Emotion,1,Objects_106_v.jpg,2,2250,30
600,38MAX,DecodingThink,Emotion,1,Objects_021_v.jpg,2,2060,30
601,38MAX,DecodingThink,Neutral,2,People_028_h.jpg,1,250,30
602,38MAX,DecodingThink,Neutral,2,People_028_h.jpg,1,340,30
603,38MAX,DecodingThink,Neutral,2,People_028_h.jpg,1,1920,30
604,38MAX,DecodingThink,Emotion,2,Objects_013_h.jpg,1,300,30
605,38MAX,DecodingThink,Emotion,2,Objects_013_h.jpg,1,1320,30
606,38MAX,DecodingThink,Emotion,2,Objects_013_h.jpg,1,1700,30
607,38MAX,DecodingThink,Emotion,2,Objects_013_h.jpg,1,2580,30
608,38MAX,DecodingThink,Emotion,2,Objects_013_h.jpg,1,2920,30
609,38MAX,DecodingThink,Emotion,2,Faces_296_h.jpg,2,1090,30
610,38MAX,DecodingThink,Neutral,2,Faces_060_h.jpg,1,2250,30
611,38MAX,DecodingThink,Neutral,2,People_026_h.jpg,3,2690,30
612,38MAX,DecodingThink,Emotion,2,People_239_h.jpg,2,640,30
613,38MAX,DecodingThink,Emotion,2,Animals_018_h.jpg,1,550,30
614,38MAX,DecodingThink,Emotion,2,Animals_018_h.jpg,1,1070,30
615,38MAX,DecodingThink,Emotion,2,Animals_018_h.jpg,1,1360,30
616,38MAX,DecodingThink,Neutral,2,Objects_270_h.jpg,1,2550,30
617,38MAX,DecodingThink,Emotion,2,Objects_106_v.jpg,1,1630,30
618,38MAX,DecodingThink,Emotion,2,Objects_021_v.jpg,1,980,30
619,38MAX,DecodingThink,Emotion,2,People_223_h.jpg,1,280,30
620,38MAX,DecodingThink,Emotion,3,Animals_062_h.jpg,1,370,30
621,38MAX,DecodingThink,Emotion,3,People_223_h.jpg,1,1760,30
622,38MAX,DecodingThink,Neutral,3,People_028_h.jpg,2,740,30
623,38MAX,DecodingThink,Neutral,3,Faces_060_h.jpg,1,700,30
624,38MAX,DecodingThink,Neutral,3,Objects_164_h.jpg,1,1710,30
625,38MAX,DecodingThink,Neutral,3,Objects_164_h.jpg,1,2560,30
626,38MAX,DecodingThink,Neutral,3,People_026_h.jpg,1,2030,30
627,38MAX,DecodingThink,Emotion,3,Objects_021_v.jpg,2,2890,30
628,38MAX,DecodingThink,Emotion,3,Animals_018_h.jpg,1,1060,30
629,38MAX,DecodingThink,Emotion,3,Animals_018_h.jpg,1,1130,30
630,38MAX,DecodingThink,Neutral,4,Animals_155_v.jpg,2,2230,30
631,38MAX,DecodingThink,Neutral,4,Faces_060_h.jpg,2,2890,30
632,38MAX,DecodingThink,Emotion,4,Objects_106_v.jpg,2,710,30
633,38MAX,DecodingThink,Emotion,4,Objects_106_v.jpg,2,1680,30
634,38MAX,DecodingThink,Emotion,4,Objects_106_v.jpg,2,1790,30
635,38MAX,DecodingThink,Neutral,4,People_149_h.jpg,1,2290,30
636,38MAX,DecodingThink,Neutral,4,People_026_h.jpg,1,1280,30
637,38MAX,DecodingThink,Neutral,4,People_028_h.jpg,2,2420,30
638,38MAX,DecodingThink,Emotion,4,People_247_v.jpg,1,1790,30
639,38MAX,DecodingThink,Emotion,4,People_223_h.jpg,1,300,30
640,38MAX,DecodingThink,Emotion,4,People_223_h.jpg,1,1750,30
641,38MAX,DecodingThink,Emotion,4,Animals_062_h.jpg,1,960,30
642,38MAX,DecodingThink,Neutral,4,Animals_108_h.jpg,1,1400,30
643,38MAX,DecodingThink,Emotion,5,People_213_v.jpg,1,2680,30
644,38MAX,DecodingThink,Emotion,5,People_213_v.jpg,1,2800,30
645,38MAX,DecodingThink,Neutral,5,Faces_060_h.jpg,1,820,30
646,38MAX,DecodingThink,Neutral,5,Faces_060_h.jpg,1,2810,30
647,38MAX,DecodingThink,Emotion,5,Animals_018_h.jpg,1,310,30
648,38MAX,DecodingThink,Neutral,5,Faces_065_h.jpg,1,1100,30
649,38MAX,DecodingThink,Neutral,5,People_026_h.jpg,1,360,30
650,38MAX,DecodingThink,Neutral,5,People_026_h.jpg,1,850,30
651,38MAX,DecodingThink,Neutral,5,People_026_h.jpg,1,1230,30
652,38MAX,DecodingThink,Emotion,5,Objects_013_h.jpg,1,1930,30
653,38MAX,DecodingThink,Emotion,5,Objects_013_h.jpg,1,2420,30
654,38MAX,DecodingThink,Emotion,5,Animals_062_h.jpg,1,610,30
655,38MAX,DecodingThink,Emotion,5,Animals_062_h.jpg,1,980,30
656,38MAX,DecodingThink,Neutral,5,Animals_155_v.jpg,1,580,30
657,38MAX,DecodingThink,Neutral,5,Objects_270_h.jpg,2,520,30
658,38MAX,DecodingThink,Neutral,5,Objects_270_h.jpg,2,700,30
659,38MAX,DecodingThink,Neutral,5,Objects_270_h.jpg,2,1640,30
660,38MAX,DecodingThink,Neutral,6,People_026_h.jpg,1,620,30
661,38MAX,DecodingThink,Emotion,6,People_223_h.jpg,1,380,30
662,38MAX,DecodingThink,Emotion,6,People_223_h.jpg,1,2020,30
663,38MAX,DecodingThink,Emotion,6,Animals_018_h.jpg,1,490,30
664,38MAX,DecodingThink,Emotion,6,Animals_018_h.jpg,1,1310,30
665,38MAX,DecodingThink,Emotion,6,People_247_v.jpg,1,1520,30
666,38MAX,DecodingThink,Neutral,6,Animals_108_h.jpg,2,1480,30
667,38MAX,DecodingThink,Emotion,6,Animals_062_h.jpg,2,1340,30
668,38MAX,DecodingThink,Emotion,6,Animals_062_h.jpg,2,1450,30
669,38MAX,DecodingThink,Emotion,6,Animals_062_h.jpg,2,2470,30
670,38MAX,DecodingThink,Emotion,6,Animals_062_h.jpg,2,2580,30
671,38MAX,DecodingThink,Neutral,6,People_028_h.jpg,1,1700,30
672,38MAX,DecodingThink,Neutral,6,People_028_h.jpg,1,2910,30
673,38MAX,DecodingThink,Neutral,6,Animals_155_v.jpg,2,2790,30
674,38MAX,DecodingThink,Emotion,6,People_213_v.jpg,1,570,30
675,38MAX,DecodingThink,Emotion,6,People_213_v.jpg,1,1540,30
676,38MAX,DecodingThink,Emotion,6,Objects_106_v.jpg,1,400,30
677,38MAX,DecodingThink,Neutral,7,People_100_h.jpg,1,1340,30
678,38MAX,DecodingThink,Neutral,7,People_100_h.jpg,1,1550,30
679,38MAX,DecodingThink,Neutral,7,People_100_h.jpg,1,2420,30
680,38MAX,DecodingThink,Emotion,7,People_239_h.jpg,1,2000,30
681,38MAX,DecodingThink,Neutral,7,Objects_270_h.jpg,1,750,30
682,38MAX,DecodingThink,Neutral,7,People_028_h.jpg,1,310,30
683,38MAX,DecodingThink,Neutral,7,People_028_h.jpg,1,750,30
684,38MAX,DecodingThink,Neutral,7,People_028_h.jpg,1,1040,30
685,38MAX,DecodingThink,Neutral,7,People_028_h.jpg,1,2390,30
686,38MAX,DecodingThink,Emotion,7,People_247_v.jpg,1,1160,30
687,38MAX,DecodingThink,Neutral,7,Faces_061_h.jpg,1,1100,30
688,38MAX,DecodingThink,Neutral,7,Faces_061_h.jpg,1,2220,30
689,38MAX,DecodingThink,Neutral,7,Faces_065_h.jpg,1,1040,30
690,38MAX,DecodingThink,Emotion,7,Objects_021_v.jpg,1,2630,30
691,38MAX,DecodingThink,Emotion,7,Faces_296_h.jpg,1,2940,30
692,38MAX,DecodingThink,Neutral,7,People_149_h.jpg,3,1850,30
693,38MAX,DecodingThink,Emotion,7,Objects_007_h.jpg,1,2550,30
694,38MAX,DecodingThink,Neutral,8,Animals_155_v.jpg,1,530,30
695,38MAX,DecodingThink,Neutral,8,Animals_155_v.jpg,1,2430,30
696,38MAX,DecodingThink,Neutral,8,Animals_108_h.jpg,1,1670,30
697,38MAX,DecodingThink,Emotion,8,Animals_018_h.jpg,1,810,30
698,38MAX,DecodingThink,Emotion,8,Animals_018_h.jpg,1,910,30
699,38MAX,DecodingThink,Neutral,8,People_151_h.jpg,1,270,30
700,38MAX,DecodingThink,Emotion,8,People_213_v.jpg,1,2150,30
701,38MAX,DecodingThink,Neutral,8,Faces_065_h.jpg,1,290,30
702,38MAX,DecodingThink,Neutral,8,Faces_065_h.jpg,1,1090,30
703,38MAX,DecodingThink,Neutral,8,Faces_065_h.jpg,1,1160,30
704,38MAX,DecodingThink,Neutral,8,Faces_065_h.jpg,1,1980,30
705,38MAX,DecodingThink,Neutral,8,Faces_065_h.jpg,1,2230,30
706,38MAX,DecodingThink,Emotion,8,Objects_125_h.jpg,1,720,30
707,38MAX,DecodingThink,Emotion,8,Objects_125_h.jpg,1,2900,30
708,38MAX,DecodingThink,Emotion,8,People_239_h.jpg,1,1800,30
709,38MAX,DecodingThink,Emotion,8,Objects_021_v.jpg,1,690,30
710,38MAX,DecodingThink,Emotion,8,Objects_021_v.jpg,1,1650,30
711,38MAX,DecodingThink,Emotion,8,Objects_021_v.jpg,1,2470,30
