,Subject,Condition,Emotion,Block,Image,IntrusionRating,Timing,Length
712,39BDA,DecodingThink,Neutral,1,People_179_h.jpg,3,230,20
713,39BDA,DecodingThink,Neutral,1,People_179_h.jpg,3,2230,20
714,39BDA,DecodingThink,Neutral,1,Animals_132_h.jpg,2,380,20
715,39BDA,DecodingThink,Neutral,1,Animals_132_h.jpg,2,1030,20
716,39BDA,DecodingThink,Emotion,1,Animals_041_h.jpg,2,2370,20
717,39BDA,DecodingThink,Emotion,1,Objects_126_h.jpg,2,2710,20
718,39BDA,DecodingThink,Neutral,1,Faces_184_h.jpg,1,230,20
719,39BDA,DecodingThink,Neutral,1,Faces_211_h.jpg,2,210,20
720,39BDA,DecodingThink,Emotion,1,Animals_039_h.jpg,2,220,20
721,39BDA,DecodingThink,Emotion,1,Animals_039_h.jpg,2,2040,20
722,39BDA,DecodingThink,Emotion,1,Objects_154_h.jpg,2,2480,20
723,39BDA,DecodingThink,Neutral,1,Objects_049_h.jpg,1,250,20
724,39BDA,DecodingThink,Neutral,1,Animals_213_h.jpg,1,220,20
725,39BDA,DecodingThink,Emotion,1,Animals_078_h.jpg,2,240,20
726,39BDA,DecodingThink,Emotion,1,Animals_078_h.jpg,2,2070,20
727,39BDA,DecodingThink,Emotion,1,Animals_078_h.jpg,2,2730,20
728,39BDA,DecodingThink,Neutral,1,People_148_h.jpg,1,240,20
729,39BDA,DecodingThink,Emotion,1,People_217_h.jpg,1,220,20
730,39BDA,DecodingThink,Neutral,2,People_091_h.jpg,2,270,20
731,39BDA,DecodingThink,Neutral,2,People_179_h.jpg,1,960,20
732,39BDA,DecodingThink,Neutral,2,People_179_h.jpg,1,2400,20
733,39BDA,DecodingThink,Neutral,2,People_097_h.jpg,1,270,20
734,39BDA,DecodingThink,Neutral,2,People_097_h.jpg,1,1060,20
735,39BDA,DecodingThink,Emotion,2,Animals_078_h.jpg,2,330,20
736,39BDA,DecodingThink,Emotion,2,Animals_078_h.jpg,2,2420,20
737,39BDA,DecodingThink,Emotion,3,Objects_023_v.jpg,1,2630,20
738,39BDA,DecodingThink,Emotion,3,People_077_v.jpg,1,300,20
739,39BDA,DecodingThink,Neutral,3,Objects_242_h.jpg,1,340,20
740,39BDA,DecodingThink,Neutral,3,Objects_242_h.jpg,1,1560,20
741,39BDA,DecodingThink,Neutral,3,Faces_219_v.jpg,2,330,20
742,39BDA,DecodingThink,Neutral,3,Faces_219_v.jpg,2,2360,20
743,39BDA,DecodingThink,Neutral,3,Animals_132_h.jpg,2,350,20
744,39BDA,DecodingThink,Emotion,3,People_217_h.jpg,1,2220,20
745,39BDA,DecodingThink,Neutral,3,People_091_h.jpg,2,590,20
746,39BDA,DecodingThink,Neutral,4,Faces_211_h.jpg,1,460,20
747,39BDA,DecodingThink,Neutral,4,Faces_211_h.jpg,1,1030,20
748,39BDA,DecodingThink,Emotion,4,Animals_039_h.jpg,2,1330,20
749,39BDA,DecodingThink,Emotion,4,Animals_041_h.jpg,2,250,20
750,39BDA,DecodingThink,Neutral,4,Faces_184_h.jpg,1,400,20
751,39BDA,DecodingThink,Neutral,4,Faces_184_h.jpg,1,1440,20
752,39BDA,DecodingThink,Neutral,4,Faces_184_h.jpg,1,2590,20
753,39BDA,DecodingThink,Emotion,4,Animals_078_h.jpg,2,880,20
754,39BDA,DecodingThink,Neutral,4,People_148_h.jpg,1,230,20
755,39BDA,DecodingThink,Neutral,4,People_148_h.jpg,1,480,20
756,39BDA,DecodingThink,Neutral,4,Objects_049_h.jpg,1,460,20
757,39BDA,DecodingThink,Neutral,4,Objects_049_h.jpg,1,1120,20
758,39BDA,DecodingThink,Neutral,4,Animals_097_h.jpg,3,1360,20
759,39BDA,DecodingThink,Emotion,5,Objects_154_h.jpg,1,210,20
760,39BDA,DecodingThink,Emotion,5,Objects_154_h.jpg,1,2870,20
761,39BDA,DecodingThink,Neutral,5,Faces_211_h.jpg,1,1660,20
762,39BDA,DecodingThink,Neutral,5,People_097_h.jpg,1,230,20
763,39BDA,DecodingThink,Neutral,5,People_097_h.jpg,1,1240,20
764,39BDA,DecodingThink,Neutral,5,People_179_h.jpg,1,210,20
765,39BDA,DecodingThink,Neutral,5,Faces_184_h.jpg,2,1260,20
766,39BDA,DecodingThink,Neutral,5,Objects_242_h.jpg,1,210,20
767,39BDA,DecodingThink,Neutral,5,Objects_242_h.jpg,1,350,20
768,39BDA,DecodingThink,Neutral,5,Objects_242_h.jpg,1,510,20
769,39BDA,DecodingThink,Neutral,5,Animals_132_h.jpg,1,2420,20
770,39BDA,DecodingThink,Emotion,5,People_077_v.jpg,1,2350,20
771,39BDA,DecodingThink,Emotion,5,People_209_v.jpg,1,2490,20
772,39BDA,DecodingThink,Emotion,5,Animals_039_h.jpg,1,300,20
773,39BDA,DecodingThink,Emotion,5,Animals_039_h.jpg,1,840,20
774,39BDA,DecodingThink,Emotion,5,Animals_039_h.jpg,1,1180,20
775,39BDA,DecodingThink,Emotion,5,Objects_011_h.jpg,1,220,20
776,39BDA,DecodingThink,Neutral,5,Faces_219_v.jpg,1,1650,20
777,39BDA,DecodingThink,Emotion,6,Objects_154_h.jpg,1,210,20
778,39BDA,DecodingThink,Neutral,6,People_179_h.jpg,1,340,20
779,39BDA,DecodingThink,Neutral,6,People_179_h.jpg,1,890,20
780,39BDA,DecodingThink,Neutral,6,People_148_h.jpg,1,260,20
781,39BDA,DecodingThink,Neutral,6,People_148_h.jpg,1,990,20
782,39BDA,DecodingThink,Neutral,6,People_148_h.jpg,1,1800,20
783,39BDA,DecodingThink,Neutral,6,People_148_h.jpg,1,2390,20
784,39BDA,DecodingThink,Emotion,6,People_077_v.jpg,1,640,20
785,39BDA,DecodingThink,Emotion,6,Objects_011_h.jpg,1,270,20
786,39BDA,DecodingThink,Emotion,6,Objects_011_h.jpg,1,1110,20
787,39BDA,DecodingThink,Neutral,6,Objects_242_h.jpg,1,300,20
788,39BDA,DecodingThink,Neutral,6,Objects_242_h.jpg,1,2870,20
789,39BDA,DecodingThink,Neutral,7,Objects_242_h.jpg,1,1860,20
790,39BDA,DecodingThink,Emotion,7,Objects_011_h.jpg,2,2140,20
791,39BDA,DecodingThink,Neutral,7,People_091_h.jpg,2,330,20
792,39BDA,DecodingThink,Neutral,7,People_091_h.jpg,2,1100,20
793,39BDA,DecodingThink,Neutral,7,People_091_h.jpg,2,2930,20
794,39BDA,DecodingThink,Neutral,7,Animals_213_h.jpg,1,240,20
795,39BDA,DecodingThink,Neutral,7,People_148_h.jpg,1,270,20
796,39BDA,DecodingThink,Neutral,7,People_148_h.jpg,1,1600,20
797,39BDA,DecodingThink,Neutral,7,People_148_h.jpg,1,2530,20
798,39BDA,DecodingThink,Emotion,7,People_209_v.jpg,1,1930,20
799,39BDA,DecodingThink,Emotion,8,Objects_088_h.jpg,1,330,20
800,39BDA,DecodingThink,Emotion,8,Objects_088_h.jpg,1,1440,20
801,39BDA,DecodingThink,Neutral,8,People_091_h.jpg,1,230,20
802,39BDA,DecodingThink,Neutral,8,People_091_h.jpg,1,300,20
803,39BDA,DecodingThink,Neutral,8,Faces_211_h.jpg,1,850,20
804,39BDA,DecodingThink,Emotion,8,Objects_154_h.jpg,1,1110,20
805,39BDA,DecodingThink,Neutral,8,People_179_h.jpg,1,220,20
806,39BDA,DecodingThink,Neutral,8,Objects_242_h.jpg,1,1690,20
807,39BDA,DecodingThink,Neutral,8,People_097_h.jpg,2,2710,20
808,40MMA,DecodingThink,Neutral,1,Faces_219_v.jpg,2,1640,20
809,40MMA,DecodingThink,Neutral,1,Faces_219_v.jpg,2,1830,20
810,40MMA,DecodingThink,Emotion,1,Animals_039_h.jpg,1,1560,20
811,40MMA,DecodingThink,Emotion,1,Animals_039_h.jpg,1,2000,20
812,40MMA,DecodingThink,Emotion,1,Animals_039_h.jpg,1,2100,20
813,40MMA,DecodingThink,Emotion,1,Animals_039_h.jpg,1,2560,20
814,40MMA,DecodingThink,Emotion,1,Animals_078_h.jpg,1,2270,20
815,40MMA,DecodingThink,Emotion,1,Objects_023_v.jpg,2,1120,20
816,40MMA,DecodingThink,Emotion,1,Objects_023_v.jpg,2,2310,20
817,40MMA,DecodingThink,Neutral,1,Animals_097_h.jpg,1,2370,20
818,40MMA,DecodingThink,Emotion,1,Objects_154_h.jpg,1,1150,20
819,40MMA,DecodingThink,Neutral,1,Animals_132_h.jpg,2,400,20
820,40MMA,DecodingThink,Neutral,1,Animals_132_h.jpg,2,2430,20
821,40MMA,DecodingThink,Emotion,2,Animals_039_h.jpg,1,1610,20
822,40MMA,DecodingThink,Emotion,2,Animals_039_h.jpg,1,1690,20
823,40MMA,DecodingThink,Neutral,2,People_091_h.jpg,1,1090,20
824,40MMA,DecodingThink,Neutral,2,People_091_h.jpg,1,1680,20
825,40MMA,DecodingThink,Neutral,2,People_091_h.jpg,1,1860,20
826,40MMA,DecodingThink,Neutral,2,People_091_h.jpg,1,1930,20
827,40MMA,DecodingThink,Neutral,2,People_091_h.jpg,1,2880,20
828,40MMA,DecodingThink,Neutral,2,People_091_h.jpg,1,2950,20
829,40MMA,DecodingThink,Emotion,2,Objects_088_h.jpg,1,570,20
830,40MMA,DecodingThink,Emotion,2,Objects_088_h.jpg,1,1110,20
831,40MMA,DecodingThink,Neutral,2,Faces_184_h.jpg,3,2210,20
832,40MMA,DecodingThink,Emotion,3,People_217_h.jpg,1,270,20
833,40MMA,DecodingThink,Emotion,3,People_217_h.jpg,1,2670,20
834,40MMA,DecodingThink,Neutral,3,Objects_049_h.jpg,1,2290,20
835,40MMA,DecodingThink,Emotion,3,Animals_039_h.jpg,1,2710,20
836,40MMA,DecodingThink,Neutral,3,Animals_213_h.jpg,1,390,20
837,40MMA,DecodingThink,Neutral,3,Animals_213_h.jpg,1,2120,20
838,40MMA,DecodingThink,Neutral,3,Animals_213_h.jpg,1,2560,20
839,40MMA,DecodingThink,Emotion,3,People_077_v.jpg,1,1770,20
840,40MMA,DecodingThink,Emotion,3,People_077_v.jpg,1,2730,20
841,40MMA,DecodingThink,Emotion,3,People_077_v.jpg,1,2830,20
842,40MMA,DecodingThink,Neutral,4,People_148_h.jpg,1,2800,20
843,40MMA,DecodingThink,Neutral,4,Faces_219_v.jpg,2,2270,20
844,40MMA,DecodingThink,Emotion,4,Objects_011_h.jpg,1,1340,20
845,40MMA,DecodingThink,Emotion,4,People_077_v.jpg,1,420,20
846,40MMA,DecodingThink,Emotion,4,People_209_v.jpg,1,1020,20
847,40MMA,DecodingThink,Emotion,4,People_209_v.jpg,1,1680,20
848,40MMA,DecodingThink,Emotion,4,People_209_v.jpg,1,2620,20
849,40MMA,DecodingThink,Emotion,4,People_220_h.jpg,1,710,20
850,40MMA,DecodingThink,Emotion,4,Objects_126_h.jpg,2,1470,20
851,40MMA,DecodingThink,Neutral,4,People_097_h.jpg,1,860,20
852,40MMA,DecodingThink,Neutral,4,People_097_h.jpg,1,1480,20
853,40MMA,DecodingThink,Neutral,4,Animals_213_h.jpg,1,2080,20
854,40MMA,DecodingThink,Emotion,5,Objects_126_h.jpg,1,1290,20
855,40MMA,DecodingThink,Emotion,5,Objects_088_h.jpg,1,1370,20
856,40MMA,DecodingThink,Emotion,5,Objects_088_h.jpg,1,1460,20
857,40MMA,DecodingThink,Neutral,5,Objects_242_h.jpg,1,1150,20
858,40MMA,DecodingThink,Neutral,5,People_179_h.jpg,2,2270,20
859,40MMA,DecodingThink,Neutral,5,Animals_213_h.jpg,2,1300,20
860,40MMA,DecodingThink,Neutral,5,People_097_h.jpg,1,360,20
861,40MMA,DecodingThink,Emotion,5,Objects_023_v.jpg,1,2950,20
862,40MMA,DecodingThink,Emotion,5,People_220_h.jpg,1,690,20
863,40MMA,DecodingThink,Emotion,5,People_209_v.jpg,1,910,20
864,40MMA,DecodingThink,Neutral,5,Faces_184_h.jpg,2,2730,20
865,40MMA,DecodingThink,Emotion,6,People_209_v.jpg,1,2960,20
866,40MMA,DecodingThink,Emotion,6,Animals_039_h.jpg,1,1240,20
867,40MMA,DecodingThink,Emotion,6,Animals_039_h.jpg,1,1860,20
868,40MMA,DecodingThink,Emotion,6,Animals_039_h.jpg,1,2720,20
869,40MMA,DecodingThink,Emotion,6,People_217_h.jpg,1,2320,20
870,40MMA,DecodingThink,Emotion,6,Objects_126_h.jpg,1,2400,20
871,40MMA,DecodingThink,Emotion,6,People_077_v.jpg,1,2670,20
872,40MMA,DecodingThink,Emotion,6,People_077_v.jpg,1,2750,20
873,40MMA,DecodingThink,Neutral,6,Faces_219_v.jpg,1,1220,20
874,40MMA,DecodingThink,Neutral,6,Animals_097_h.jpg,3,1050,20
875,40MMA,DecodingThink,Emotion,6,Animals_041_h.jpg,1,840,20
876,40MMA,DecodingThink,Emotion,6,Animals_041_h.jpg,1,1460,20
877,40MMA,DecodingThink,Emotion,6,Objects_088_h.jpg,3,2710,20
878,40MMA,DecodingThink,Neutral,7,Faces_211_h.jpg,1,1980,20
879,40MMA,DecodingThink,Neutral,7,Faces_211_h.jpg,1,2870,20
880,40MMA,DecodingThink,Emotion,7,People_220_h.jpg,1,490,20
881,40MMA,DecodingThink,Neutral,7,People_091_h.jpg,1,430,20
882,40MMA,DecodingThink,Neutral,7,People_091_h.jpg,1,1150,20
883,40MMA,DecodingThink,Neutral,7,People_091_h.jpg,1,2180,20
884,40MMA,DecodingThink,Neutral,7,People_091_h.jpg,1,2800,20
885,40MMA,DecodingThink,Neutral,7,Faces_219_v.jpg,1,1580,20
886,40MMA,DecodingThink,Neutral,7,Faces_219_v.jpg,1,2680,20
887,40MMA,DecodingThink,Neutral,7,Faces_219_v.jpg,1,2930,20
888,40MMA,DecodingThink,Neutral,7,People_179_h.jpg,1,1690,20
889,40MMA,DecodingThink,Emotion,7,Objects_088_h.jpg,1,2880,20
890,40MMA,DecodingThink,Neutral,7,Animals_213_h.jpg,2,1500,20
891,40MMA,DecodingThink,Neutral,7,Animals_097_h.jpg,1,1780,20
892,40MMA,DecodingThink,Emotion,7,Animals_039_h.jpg,1,570,20
893,40MMA,DecodingThink,Emotion,7,People_217_h.jpg,1,530,20
894,40MMA,DecodingThink,Emotion,7,People_217_h.jpg,1,2660,20
895,40MMA,DecodingThink,Emotion,7,People_217_h.jpg,1,2740,20
896,40MMA,DecodingThink,Emotion,8,People_217_h.jpg,1,1280,20
897,40MMA,DecodingThink,Neutral,8,Animals_097_h.jpg,3,480,20
898,40MMA,DecodingThink,Neutral,8,Animals_097_h.jpg,3,1260,20
899,40MMA,DecodingThink,Neutral,8,Animals_097_h.jpg,3,2820,20
900,40MMA,DecodingThink,Emotion,8,Objects_088_h.jpg,1,980,20
901,40MMA,DecodingThink,Neutral,8,Animals_213_h.jpg,1,2630,20
902,40MMA,DecodingThink,Emotion,8,Objects_023_v.jpg,1,1800,20
903,40MMA,DecodingThink,Emotion,8,Animals_039_h.jpg,2,1580,20
904,40MMA,DecodingThink,Emotion,8,People_077_v.jpg,1,370,20
905,40MMA,DecodingThink,Emotion,8,People_077_v.jpg,1,2560,20
906,40MMA,DecodingThink,Neutral,8,People_091_h.jpg,1,1250,20
907,41BAL,DecodingThink,Neutral,1,People_097_h.jpg,2,1200,20
908,41BAL,DecodingThink,Neutral,1,Objects_049_h.jpg,1,360,20
909,41BAL,DecodingThink,Neutral,1,Objects_049_h.jpg,1,2130,20
910,41BAL,DecodingThink,Neutral,1,Animals_097_h.jpg,1,290,20
911,41BAL,DecodingThink,Neutral,1,Animals_132_h.jpg,1,1840,20
912,41BAL,DecodingThink,Neutral,1,Faces_211_h.jpg,1,1080,20
913,41BAL,DecodingThink,Neutral,1,Faces_211_h.jpg,1,2080,20
914,41BAL,DecodingThink,Neutral,1,People_179_h.jpg,1,330,20
915,41BAL,DecodingThink,Emotion,1,Objects_011_h.jpg,1,1190,20
916,41BAL,DecodingThink,Emotion,1,Animals_039_h.jpg,2,220,20
917,41BAL,DecodingThink,Emotion,1,Animals_039_h.jpg,2,640,20
918,41BAL,DecodingThink,Emotion,1,Animals_039_h.jpg,2,1900,20
919,41BAL,DecodingThink,Emotion,1,Animals_039_h.jpg,2,2560,20
920,41BAL,DecodingThink,Emotion,1,Animals_039_h.jpg,2,2750,20
921,41BAL,DecodingThink,Emotion,1,People_220_h.jpg,2,1680,20
922,41BAL,DecodingThink,Emotion,1,People_220_h.jpg,2,2480,20
923,41BAL,DecodingThink,Emotion,1,Animals_078_h.jpg,1,210,20
924,41BAL,DecodingThink,Emotion,1,Animals_078_h.jpg,1,940,20
925,41BAL,DecodingThink,Emotion,1,Animals_078_h.jpg,1,1230,20
926,41BAL,DecodingThink,Emotion,1,Animals_078_h.jpg,1,1900,20
927,41BAL,DecodingThink,Emotion,1,Animals_078_h.jpg,1,2200,20
928,41BAL,DecodingThink,Neutral,1,People_148_h.jpg,1,970,20
929,41BAL,DecodingThink,Emotion,2,People_209_v.jpg,1,1140,20
930,41BAL,DecodingThink,Emotion,2,Animals_078_h.jpg,1,290,20
931,41BAL,DecodingThink,Emotion,2,Animals_078_h.jpg,1,1660,20
932,41BAL,DecodingThink,Emotion,2,Animals_078_h.jpg,1,2110,20
933,41BAL,DecodingThink,Emotion,2,Animals_078_h.jpg,1,2220,20
934,41BAL,DecodingThink,Neutral,2,Faces_219_v.jpg,1,2720,20
935,41BAL,DecodingThink,Emotion,2,People_220_h.jpg,1,1380,20
936,41BAL,DecodingThink,Emotion,2,Objects_154_h.jpg,1,2900,20
937,41BAL,DecodingThink,Neutral,2,Objects_049_h.jpg,1,940,20
938,41BAL,DecodingThink,Neutral,2,Objects_049_h.jpg,1,2020,20
939,41BAL,DecodingThink,Emotion,2,People_077_v.jpg,1,670,20
940,41BAL,DecodingThink,Emotion,2,People_077_v.jpg,1,990,20
941,41BAL,DecodingThink,Emotion,2,People_077_v.jpg,1,2810,20
942,41BAL,DecodingThink,Emotion,2,People_217_h.jpg,1,800,20
943,41BAL,DecodingThink,Emotion,2,People_217_h.jpg,1,1830,20
944,41BAL,DecodingThink,Neutral,3,Objects_242_h.jpg,1,1770,20
945,41BAL,DecodingThink,Emotion,3,Objects_011_h.jpg,1,1300,20
946,41BAL,DecodingThink,Emotion,3,Objects_011_h.jpg,1,1390,20
947,41BAL,DecodingThink,Emotion,3,Objects_023_v.jpg,1,2850,20
948,41BAL,DecodingThink,Neutral,3,People_148_h.jpg,1,2230,20
949,41BAL,DecodingThink,Neutral,3,People_091_h.jpg,1,1730,20
950,41BAL,DecodingThink,Neutral,3,Faces_211_h.jpg,1,1360,20
951,41BAL,DecodingThink,Emotion,3,People_209_v.jpg,2,1640,20
952,41BAL,DecodingThink,Emotion,3,Animals_041_h.jpg,1,1660,20
953,41BAL,DecodingThink,Neutral,4,Animals_132_h.jpg,1,1110,20
954,41BAL,DecodingThink,Neutral,4,Animals_132_h.jpg,1,2230,20
955,41BAL,DecodingThink,Emotion,4,People_217_h.jpg,1,2170,20
956,41BAL,DecodingThink,Neutral,4,Animals_213_h.jpg,1,1870,20
957,41BAL,DecodingThink,Emotion,4,People_220_h.jpg,1,1580,20
958,41BAL,DecodingThink,Neutral,4,Objects_242_h.jpg,1,1340,20
959,41BAL,DecodingThink,Neutral,4,People_091_h.jpg,1,1890,20
960,41BAL,DecodingThink,Emotion,4,People_077_v.jpg,1,1460,20
961,41BAL,DecodingThink,Neutral,4,People_148_h.jpg,1,590,20
962,41BAL,DecodingThink,Neutral,4,People_148_h.jpg,1,1280,20
963,41BAL,DecodingThink,Emotion,4,Objects_154_h.jpg,1,430,20
964,41BAL,DecodingThink,Emotion,4,Objects_154_h.jpg,1,560,20
965,41BAL,DecodingThink,Emotion,4,Objects_154_h.jpg,1,1280,20
966,41BAL,DecodingThink,Emotion,4,Objects_154_h.jpg,1,2020,20
967,41BAL,DecodingThink,Emotion,4,Objects_154_h.jpg,1,2640,20
968,41BAL,DecodingThink,Emotion,4,Objects_154_h.jpg,1,2740,20
969,41BAL,DecodingThink,Emotion,5,Objects_023_v.jpg,1,1430,20
970,41BAL,DecodingThink,Neutral,5,People_148_h.jpg,1,760,20
971,41BAL,DecodingThink,Emotion,5,Objects_154_h.jpg,1,2670,20
972,41BAL,DecodingThink,Neutral,5,Animals_097_h.jpg,1,240,20
973,41BAL,DecodingThink,Neutral,5,Animals_097_h.jpg,1,1610,20
974,41BAL,DecodingThink,Neutral,5,Animals_097_h.jpg,1,2170,20
975,41BAL,DecodingThink,Emotion,5,People_209_v.jpg,1,300,20
976,41BAL,DecodingThink,Emotion,5,People_209_v.jpg,1,370,20
977,41BAL,DecodingThink,Emotion,5,People_209_v.jpg,1,650,20
978,41BAL,DecodingThink,Emotion,5,People_209_v.jpg,1,1110,20
979,41BAL,DecodingThink,Emotion,5,People_209_v.jpg,1,1210,20
980,41BAL,DecodingThink,Emotion,5,People_209_v.jpg,1,1670,20
981,41BAL,DecodingThink,Emotion,5,People_209_v.jpg,1,1780,20
982,41BAL,DecodingThink,Emotion,5,People_209_v.jpg,1,1960,20
983,41BAL,DecodingThink,Emotion,5,People_209_v.jpg,1,2390,20
984,41BAL,DecodingThink,Emotion,5,People_209_v.jpg,1,2500,20
985,41BAL,DecodingThink,Emotion,5,People_209_v.jpg,1,2710,20
986,41BAL,DecodingThink,Neutral,5,Animals_213_h.jpg,1,1110,20
987,41BAL,DecodingThink,Emotion,5,Objects_011_h.jpg,1,210,20
988,41BAL,DecodingThink,Emotion,5,Objects_011_h.jpg,1,2090,20
989,41BAL,DecodingThink,Neutral,5,People_091_h.jpg,1,1980,20
990,41BAL,DecodingThink,Neutral,5,Animals_132_h.jpg,1,2000,20
991,41BAL,DecodingThink,Neutral,6,Faces_211_h.jpg,1,270,20
992,41BAL,DecodingThink,Neutral,6,Faces_211_h.jpg,1,740,20
993,41BAL,DecodingThink,Neutral,6,Faces_211_h.jpg,1,2180,20
994,41BAL,DecodingThink,Neutral,6,Faces_211_h.jpg,1,2760,20
995,41BAL,DecodingThink,Neutral,6,Faces_219_v.jpg,1,2810,20
996,41BAL,DecodingThink,Neutral,6,Animals_132_h.jpg,1,970,20
997,41BAL,DecodingThink,Neutral,6,Animals_097_h.jpg,1,240,20
998,41BAL,DecodingThink,Emotion,6,Objects_126_h.jpg,1,410,20
999,41BAL,DecodingThink,Emotion,6,Objects_126_h.jpg,1,540,20
1000,41BAL,DecodingThink,Emotion,6,Objects_126_h.jpg,1,740,20
1001,41BAL,DecodingThink,Emotion,6,Objects_126_h.jpg,1,1550,20
1002,41BAL,DecodingThink,Emotion,6,Objects_126_h.jpg,1,2850,20
1003,41BAL,DecodingThink,Neutral,6,Objects_242_h.jpg,1,410,20
1004,41BAL,DecodingThink,Emotion,6,People_209_v.jpg,1,300,20
1005,41BAL,DecodingThink,Emotion,6,People_209_v.jpg,1,470,20
1006,41BAL,DecodingThink,Neutral,6,Objects_049_h.jpg,1,1440,20
1007,41BAL,DecodingThink,Neutral,6,Objects_049_h.jpg,1,2180,20
1008,41BAL,DecodingThink,Neutral,6,Objects_049_h.jpg,1,2720,20
1009,41BAL,DecodingThink,Neutral,6,Faces_184_h.jpg,1,2640,20
1010,41BAL,DecodingThink,Neutral,7,Faces_184_h.jpg,1,880,20
1011,41BAL,DecodingThink,Neutral,7,Faces_184_h.jpg,1,2850,20
1012,41BAL,DecodingThink,Emotion,7,People_220_h.jpg,1,1420,20
1013,41BAL,DecodingThink,Neutral,7,Animals_097_h.jpg,1,400,20
1014,41BAL,DecodingThink,Neutral,7,Animals_097_h.jpg,1,1170,20
1015,41BAL,DecodingThink,Neutral,7,Animals_097_h.jpg,1,1770,20
1016,41BAL,DecodingThink,Emotion,7,Animals_039_h.jpg,1,420,20
1017,41BAL,DecodingThink,Emotion,7,Objects_088_h.jpg,1,260,20
1018,41BAL,DecodingThink,Neutral,7,Objects_242_h.jpg,1,260,20
1019,41BAL,DecodingThink,Neutral,7,Animals_132_h.jpg,1,560,20
1020,41BAL,DecodingThink,Neutral,7,Animals_132_h.jpg,1,2100,20
1021,41BAL,DecodingThink,Neutral,7,Animals_132_h.jpg,1,2450,20
1022,41BAL,DecodingThink,Neutral,7,Animals_132_h.jpg,1,2590,20
1023,41BAL,DecodingThink,Neutral,7,Animals_213_h.jpg,1,1070,20
1024,41BAL,DecodingThink,Neutral,7,Faces_211_h.jpg,1,330,20
1025,41BAL,DecodingThink,Neutral,7,Faces_211_h.jpg,1,830,20
1026,41BAL,DecodingThink,Neutral,7,Faces_211_h.jpg,1,1940,20
1027,41BAL,DecodingThink,Neutral,7,Faces_211_h.jpg,1,2750,20
1028,41BAL,DecodingThink,Emotion,8,Objects_023_v.jpg,3,310,20
1029,41BAL,DecodingThink,Neutral,8,Animals_213_h.jpg,1,600,20
1030,41BAL,DecodingThink,Emotion,8,People_220_h.jpg,1,790,20
1031,41BAL,DecodingThink,Emotion,8,People_217_h.jpg,1,290,20
1032,41BAL,DecodingThink,Emotion,8,People_217_h.jpg,1,430,20
1033,41BAL,DecodingThink,Emotion,8,Objects_126_h.jpg,1,330,20
1034,41BAL,DecodingThink,Emotion,8,Objects_126_h.jpg,1,1010,20
1035,41BAL,DecodingThink,Emotion,8,Objects_126_h.jpg,1,1430,20
1036,41BAL,DecodingThink,Neutral,8,People_179_h.jpg,1,2000,20
1037,41BAL,DecodingThink,Neutral,8,Faces_211_h.jpg,1,1950,20
1038,41BAL,DecodingThink,Neutral,8,Faces_211_h.jpg,1,2080,20
1039,41BAL,DecodingThink,Neutral,8,Faces_211_h.jpg,1,2780,20
1040,41BAL,DecodingThink,Emotion,8,Animals_078_h.jpg,1,1340,20
1041,41BAL,DecodingThink,Neutral,8,Faces_219_v.jpg,1,250,20
1042,41BAL,DecodingThink,Neutral,8,Faces_219_v.jpg,1,1240,20
1043,41BAL,DecodingThink,Neutral,8,Faces_219_v.jpg,1,1440,20
1044,41BAL,DecodingThink,Emotion,8,Animals_039_h.jpg,1,380,20
1045,41BAL,DecodingThink,Emotion,8,Animals_039_h.jpg,1,590,20
1046,41BAL,DecodingThink,Emotion,8,Animals_039_h.jpg,1,1650,20
1047,41BAL,DecodingThink,Emotion,8,Animals_039_h.jpg,1,2390,20
1048,41BAL,DecodingThink,Emotion,8,People_077_v.jpg,1,980,20
1049,41BAL,DecodingThink,Emotion,8,People_077_v.jpg,1,1500,20
1050,41BAL,DecodingThink,Emotion,8,People_077_v.jpg,1,1770,20
1051,41BAL,DecodingThink,Emotion,8,People_077_v.jpg,1,2550,20
1052,42SPE,DecodingThink,Neutral,1,Faces_060_h.jpg,1,290,20
1053,42SPE,DecodingThink,Neutral,1,Faces_060_h.jpg,1,1000,20
1054,42SPE,DecodingThink,Neutral,1,Faces_060_h.jpg,1,1080,20
1055,42SPE,DecodingThink,Emotion,1,People_247_v.jpg,1,880,20
1056,42SPE,DecodingThink,Neutral,1,Animals_155_v.jpg,2,590,20
1057,42SPE,DecodingThink,Neutral,1,Animals_155_v.jpg,2,720,20
1058,42SPE,DecodingThink,Neutral,1,Animals_155_v.jpg,2,2940,20
1059,42SPE,DecodingThink,Emotion,1,Objects_013_h.jpg,1,510,20
1060,42SPE,DecodingThink,Emotion,1,Objects_106_v.jpg,2,250,20
1061,42SPE,DecodingThink,Emotion,1,Objects_106_v.jpg,2,770,20
1062,42SPE,DecodingThink,Emotion,1,Objects_106_v.jpg,2,1630,20
1063,42SPE,DecodingThink,Emotion,1,Animals_018_h.jpg,2,640,20
1064,42SPE,DecodingThink,Emotion,1,Animals_018_h.jpg,2,1520,20
1065,42SPE,DecodingThink,Neutral,1,Faces_061_h.jpg,2,2510,20
1066,42SPE,DecodingThink,Emotion,1,Animals_062_h.jpg,2,1980,20
1067,42SPE,DecodingThink,Emotion,1,Animals_062_h.jpg,2,2740,20
