,Subject,Condition,Emotion,Block,Image,Intrusion,Length
0,31NLI,Think,Emotion,1,People_217_h.jpg,2160,20
1,31NLI,Think,Emotion,1,People_217_h.jpg,2380,20
2,31NLI,Think,Emotion,1,People_217_h.jpg,2520,20
3,31NLI,Think,Neutral,1,People_179_h.jpg,700,20
4,31NLI,Think,Neutral,1,People_179_h.jpg,830,20
5,31NLI,Think,Emotion,1,Animals_041_h.jpg,880,20
6,31NLI,Think,Neutral,1,Objects_049_h.jpg,2000,20
7,31NLI,Think,Emotion,1,Animals_078_h.jpg,1380,20
8,31NLI,Think,Emotion,1,Animals_078_h.jpg,2050,20
9,31NLI,Think,Neutral,1,Faces_219_v.jpg,2660,20
10,31NLI,Think,Emotion,1,Objects_154_h.jpg,1080,20
11,31NLI,Think,Emotion,1,Objects_154_h.jpg,1940,20
12,31NLI,Think,Emotion,1,Objects_154_h.jpg,2140,20
13,31NLI,Think,Emotion,1,Objects_011_h.jpg,2130,20
14,31NLI,Think,Emotion,1,Objects_023_v.jpg,220,20
15,31NLI,Think,Emotion,1,Objects_023_v.jpg,330,20
16,31NLI,Think,Emotion,1,Objects_023_v.jpg,1050,20
17,31NLI,Think,Emotion,1,Objects_023_v.jpg,1540,20
18,31NLI,Think,Emotion,1,People_209_v.jpg,1380,20
19,31NLI,Think,Emotion,1,People_209_v.jpg,2750,20
20,31NLI,Think,Neutral,1,Animals_097_h.jpg,1090,20
21,31NLI,Think,Emotion,2,Animals_078_h.jpg,240,20
22,31NLI,Think,Emotion,2,Animals_078_h.jpg,430,20
23,31NLI,Think,Emotion,2,Animals_078_h.jpg,1030,20
24,31NLI,Think,Emotion,2,Animals_078_h.jpg,1280,20
25,31NLI,Think,Emotion,2,Animals_078_h.jpg,1390,20
26,31NLI,Think,Emotion,2,Animals_078_h.jpg,2110,20
27,31NLI,Think,Emotion,2,Animals_078_h.jpg,2320,20
28,31NLI,Think,Neutral,2,People_148_h.jpg,250,20
29,31NLI,Think,Neutral,2,People_179_h.jpg,1790,20
30,31NLI,Think,Neutral,2,People_179_h.jpg,2090,20
31,31NLI,Think,Neutral,2,Animals_213_h.jpg,420,20
32,31NLI,Think,Neutral,2,Animals_213_h.jpg,560,20
33,31NLI,Think,Neutral,2,Animals_213_h.jpg,2460,20
34,31NLI,Think,Emotion,2,Objects_023_v.jpg,830,20
35,31NLI,Think,Neutral,2,Objects_242_h.jpg,980,20
36,31NLI,Think,Neutral,2,People_097_h.jpg,280,20
37,31NLI,Think,Neutral,2,People_097_h.jpg,1180,20
38,31NLI,Think,Neutral,3,People_179_h.jpg,650,20
39,31NLI,Think,Emotion,3,Objects_011_h.jpg,2400,20
40,31NLI,Think,Neutral,3,People_091_h.jpg,1010,20
41,31NLI,Think,Neutral,3,People_091_h.jpg,1220,20
42,31NLI,Think,Neutral,3,People_091_h.jpg,2140,20
43,31NLI,Think,Neutral,3,Objects_242_h.jpg,2930,20
44,31NLI,Think,Neutral,3,People_148_h.jpg,210,20
45,31NLI,Think,Neutral,3,People_148_h.jpg,970,20
46,31NLI,Think,Neutral,3,Animals_132_h.jpg,540,20
47,31NLI,Think,Neutral,3,Animals_132_h.jpg,1760,20
48,31NLI,Think,Neutral,3,Animals_132_h.jpg,2150,20
49,31NLI,Think,Neutral,3,Animals_132_h.jpg,2220,20
50,31NLI,Think,Emotion,3,People_209_v.jpg,1350,20
51,31NLI,Think,Emotion,3,People_209_v.jpg,2740,20
52,31NLI,Think,Neutral,3,Animals_097_h.jpg,2210,20
53,31NLI,Think,Neutral,3,Animals_097_h.jpg,2570,20
54,31NLI,Think,Emotion,3,Animals_041_h.jpg,480,20
55,31NLI,Think,Neutral,3,Faces_219_v.jpg,1430,20
56,31NLI,Think,Neutral,3,Faces_219_v.jpg,1730,20
57,31NLI,Think,Emotion,3,Objects_126_h.jpg,970,20
58,31NLI,Think,Emotion,3,Objects_126_h.jpg,1530,20
59,31NLI,Think,Emotion,4,Objects_023_v.jpg,1280,20
60,31NLI,Think,Emotion,4,Objects_023_v.jpg,1450,20
61,31NLI,Think,Emotion,4,Objects_023_v.jpg,1800,20
62,31NLI,Think,Emotion,4,Objects_023_v.jpg,2070,20
63,31NLI,Think,Neutral,4,Animals_132_h.jpg,2110,20
64,31NLI,Think,Neutral,4,Animals_132_h.jpg,2390,20
65,31NLI,Think,Emotion,4,People_209_v.jpg,920,20
66,31NLI,Think,Neutral,4,People_148_h.jpg,910,20
67,31NLI,Think,Neutral,4,People_148_h.jpg,1430,20
68,31NLI,Think,Neutral,4,People_148_h.jpg,1820,20
69,31NLI,Think,Emotion,4,Animals_078_h.jpg,2320,20
70,31NLI,Think,Emotion,4,Animals_078_h.jpg,2610,20
71,31NLI,Think,Neutral,4,Animals_213_h.jpg,850,20
72,31NLI,Think,Neutral,4,Animals_097_h.jpg,480,20
73,31NLI,Think,Neutral,4,Animals_097_h.jpg,2100,20
74,31NLI,Think,Emotion,4,Objects_126_h.jpg,260,20
75,31NLI,Think,Emotion,4,People_220_h.jpg,2420,20
76,31NLI,Think,Emotion,4,Animals_039_h.jpg,950,20
77,31NLI,Think,Emotion,4,Objects_088_h.jpg,340,20
78,31NLI,Think,Emotion,4,Objects_088_h.jpg,930,20
79,31NLI,Think,Emotion,4,Objects_088_h.jpg,2080,20
80,31NLI,Think,Emotion,4,Objects_088_h.jpg,2290,20
81,31NLI,Think,Emotion,4,Objects_088_h.jpg,2420,20
82,31NLI,Think,Emotion,4,Objects_088_h.jpg,2830,20
83,31NLI,Think,Emotion,4,Objects_088_h.jpg,2950,20
84,31NLI,Think,Neutral,4,People_091_h.jpg,740,20
85,31NLI,Think,Neutral,4,People_091_h.jpg,1350,20
86,31NLI,Think,Neutral,4,People_091_h.jpg,1590,20
87,31NLI,Think,Neutral,4,People_091_h.jpg,1840,20
88,31NLI,Think,Neutral,4,People_091_h.jpg,2380,20
89,31NLI,Think,Neutral,4,People_091_h.jpg,2510,20
90,31NLI,Think,Neutral,4,People_179_h.jpg,1540,20
91,31NLI,Think,Neutral,4,People_179_h.jpg,2760,20
92,31NLI,Think,Neutral,4,People_179_h.jpg,2860,20
93,31NLI,Think,Emotion,4,People_217_h.jpg,860,20
94,31NLI,Think,Neutral,4,Objects_049_h.jpg,740,20
95,31NLI,Think,Neutral,4,Objects_049_h.jpg,1070,20
96,31NLI,Think,Neutral,4,Objects_049_h.jpg,2770,20
97,31NLI,Think,Neutral,4,People_097_h.jpg,1980,20
98,31NLI,Think,Neutral,4,Objects_242_h.jpg,1790,20
99,31NLI,Think,Emotion,5,Animals_078_h.jpg,270,20
100,31NLI,Think,Emotion,5,Animals_078_h.jpg,780,20
101,31NLI,Think,Emotion,5,Animals_078_h.jpg,910,20
102,31NLI,Think,Emotion,5,Animals_078_h.jpg,1970,20
103,31NLI,Think,Emotion,5,Animals_078_h.jpg,2500,20
104,31NLI,Think,Neutral,5,Animals_213_h.jpg,420,20
105,31NLI,Think,Emotion,5,People_220_h.jpg,900,20
106,31NLI,Think,Emotion,5,People_220_h.jpg,2900,20
107,31NLI,Think,Emotion,5,Animals_041_h.jpg,970,20
108,31NLI,Think,Emotion,5,Animals_041_h.jpg,1460,20
109,31NLI,Think,Emotion,5,People_077_v.jpg,1720,20
110,31NLI,Think,Emotion,5,People_077_v.jpg,2650,20
111,31NLI,Think,Emotion,5,People_209_v.jpg,400,20
112,31NLI,Think,Emotion,5,People_209_v.jpg,470,20
113,31NLI,Think,Emotion,5,People_209_v.jpg,2010,20
114,31NLI,Think,Emotion,5,People_209_v.jpg,2440,20
115,31NLI,Think,Emotion,5,Objects_088_h.jpg,830,20
116,31NLI,Think,Emotion,5,Objects_088_h.jpg,1300,20
117,31NLI,Think,Emotion,5,Objects_088_h.jpg,2390,20
118,31NLI,Think,Emotion,5,Objects_088_h.jpg,2950,20
119,31NLI,Think,Neutral,5,People_148_h.jpg,350,20
120,31NLI,Think,Neutral,5,People_148_h.jpg,1890,20
121,31NLI,Think,Neutral,5,People_148_h.jpg,1980,20
122,31NLI,Think,Emotion,5,People_217_h.jpg,420,20
123,31NLI,Think,Emotion,5,People_217_h.jpg,1740,20
124,31NLI,Think,Emotion,5,People_217_h.jpg,2120,20
125,31NLI,Think,Emotion,5,Objects_011_h.jpg,1200,20
126,31NLI,Think,Neutral,5,Animals_097_h.jpg,2350,20
127,31NLI,Think,Emotion,5,Objects_126_h.jpg,440,20
128,31NLI,Think,Neutral,5,Faces_211_h.jpg,2610,20
129,31NLI,Think,Emotion,5,Objects_154_h.jpg,330,20
130,31NLI,Think,Emotion,5,Objects_154_h.jpg,1240,20
131,31NLI,Think,Neutral,5,Objects_049_h.jpg,1420,20
132,31NLI,Think,Neutral,5,Objects_049_h.jpg,1590,20
133,31NLI,Think,Neutral,5,Objects_049_h.jpg,2070,20
134,31NLI,Think,Neutral,5,Objects_049_h.jpg,2890,20
135,31NLI,Think,Neutral,5,Objects_242_h.jpg,2720,20
136,31NLI,Think,Neutral,6,Objects_049_h.jpg,320,20
137,31NLI,Think,Neutral,6,Objects_049_h.jpg,1820,20
138,31NLI,Think,Neutral,6,Objects_049_h.jpg,2070,20
139,31NLI,Think,Neutral,6,Objects_049_h.jpg,2500,20
140,31NLI,Think,Neutral,6,People_179_h.jpg,310,20
141,31NLI,Think,Neutral,6,People_179_h.jpg,1090,20
142,31NLI,Think,Neutral,6,People_179_h.jpg,1760,20
143,31NLI,Think,Neutral,6,People_179_h.jpg,2640,20
144,31NLI,Think,Neutral,6,Animals_213_h.jpg,1340,20
145,31NLI,Think,Emotion,6,Animals_078_h.jpg,1050,20
146,31NLI,Think,Neutral,6,Animals_097_h.jpg,1230,20
147,31NLI,Think,Neutral,6,Animals_097_h.jpg,1830,20
148,31NLI,Think,Emotion,6,Animals_041_h.jpg,270,20
149,31NLI,Think,Emotion,6,Animals_041_h.jpg,1830,20
150,31NLI,Think,Emotion,6,Animals_041_h.jpg,2230,20
151,31NLI,Think,Emotion,6,Objects_011_h.jpg,1880,20
152,31NLI,Think,Neutral,6,People_091_h.jpg,1780,20
153,31NLI,Think,Neutral,6,People_091_h.jpg,1850,20
154,31NLI,Think,Neutral,6,People_091_h.jpg,2710,20
155,31NLI,Think,Emotion,6,Objects_126_h.jpg,540,20
156,31NLI,Think,Emotion,6,Objects_126_h.jpg,1510,20
157,31NLI,Think,Emotion,6,People_209_v.jpg,2830,20
158,31NLI,Think,Emotion,6,People_077_v.jpg,390,20
159,31NLI,Think,Emotion,6,People_077_v.jpg,480,20
160,31NLI,Think,Emotion,6,People_077_v.jpg,2240,20
161,31NLI,Think,Neutral,6,Faces_211_h.jpg,2020,20
162,31NLI,Think,Neutral,6,Faces_211_h.jpg,2950,20
163,31NLI,Think,Neutral,6,People_148_h.jpg,360,20
164,31NLI,Think,Neutral,6,People_148_h.jpg,1970,20
165,31NLI,Think,Neutral,6,People_148_h.jpg,2210,20
166,31NLI,Think,Neutral,6,Animals_132_h.jpg,2610,20
167,31NLI,Think,Emotion,6,Objects_023_v.jpg,460,20
168,31NLI,Think,Emotion,6,Objects_023_v.jpg,680,20
169,31NLI,Think,Emotion,6,Objects_023_v.jpg,870,20
170,31NLI,Think,Emotion,6,Objects_154_h.jpg,280,20
171,31NLI,Think,Emotion,6,Objects_154_h.jpg,1020,20
172,31NLI,Think,Emotion,6,People_220_h.jpg,2450,20
173,31NLI,Think,Emotion,6,Objects_088_h.jpg,1190,20
174,31NLI,Think,Emotion,6,Objects_088_h.jpg,1290,20
175,31NLI,Think,Emotion,6,Objects_088_h.jpg,1610,20
176,31NLI,Think,Emotion,6,Objects_088_h.jpg,1900,20
177,31NLI,Think,Emotion,6,Objects_088_h.jpg,2010,20
178,31NLI,Think,Emotion,6,Objects_088_h.jpg,2110,20
179,31NLI,Think,Emotion,6,Objects_088_h.jpg,2450,20
180,31NLI,Think,Emotion,6,Objects_088_h.jpg,2610,20
181,31NLI,Think,Neutral,7,Animals_132_h.jpg,1620,20
182,31NLI,Think,Neutral,7,Objects_049_h.jpg,980,20
183,31NLI,Think,Neutral,7,Objects_049_h.jpg,1930,20
184,31NLI,Think,Neutral,7,Faces_211_h.jpg,2170,20
185,31NLI,Think,Neutral,7,Faces_211_h.jpg,2650,20
186,31NLI,Think,Neutral,7,Faces_219_v.jpg,2370,20
187,31NLI,Think,Neutral,7,Objects_242_h.jpg,1230,20
188,31NLI,Think,Emotion,7,People_217_h.jpg,310,20
189,31NLI,Think,Emotion,7,People_217_h.jpg,1510,20
190,31NLI,Think,Neutral,7,People_179_h.jpg,610,20
191,31NLI,Think,Neutral,7,People_179_h.jpg,1250,20
192,31NLI,Think,Neutral,7,People_179_h.jpg,1720,20
193,31NLI,Think,Emotion,7,People_220_h.jpg,830,20
194,31NLI,Think,Emotion,7,People_220_h.jpg,1830,20
195,31NLI,Think,Emotion,7,Objects_154_h.jpg,1080,20
196,31NLI,Think,Emotion,7,Objects_154_h.jpg,2560,20
197,31NLI,Think,Emotion,7,Objects_154_h.jpg,2950,20
198,31NLI,Think,Emotion,7,Animals_039_h.jpg,1330,20
199,31NLI,Think,Emotion,7,Animals_039_h.jpg,1960,20
200,31NLI,Think,Emotion,7,Animals_039_h.jpg,2070,20
201,31NLI,Think,Emotion,7,Animals_039_h.jpg,2840,20
202,31NLI,Think,Neutral,7,Animals_213_h.jpg,1440,20
203,31NLI,Think,Neutral,7,Animals_213_h.jpg,2250,20
204,31NLI,Think,Neutral,7,Animals_213_h.jpg,2330,20
205,31NLI,Think,Neutral,7,People_148_h.jpg,510,20
206,31NLI,Think,Emotion,7,Animals_078_h.jpg,310,20
207,31NLI,Think,Emotion,7,Animals_078_h.jpg,400,20
208,31NLI,Think,Emotion,7,Animals_078_h.jpg,540,20
209,31NLI,Think,Emotion,7,Animals_078_h.jpg,750,20
210,31NLI,Think,Emotion,7,Animals_078_h.jpg,1130,20
211,31NLI,Think,Emotion,7,Animals_078_h.jpg,1230,20
212,31NLI,Think,Emotion,7,Animals_078_h.jpg,2900,20
213,31NLI,Think,Neutral,7,Animals_097_h.jpg,500,20
214,31NLI,Think,Neutral,7,Animals_097_h.jpg,1240,20
215,31NLI,Think,Neutral,7,Animals_097_h.jpg,2670,20
216,31NLI,Think,Emotion,7,Objects_023_v.jpg,480,20
217,31NLI,Think,Emotion,8,People_220_h.jpg,700,20
218,31NLI,Think,Emotion,8,People_220_h.jpg,820,20
219,31NLI,Think,Emotion,8,People_220_h.jpg,1330,20
220,31NLI,Think,Emotion,8,People_220_h.jpg,1810,20
221,31NLI,Think,Emotion,8,People_220_h.jpg,2610,20
222,31NLI,Think,Emotion,8,People_220_h.jpg,2960,20
223,31NLI,Think,Emotion,8,Animals_041_h.jpg,790,20
224,31NLI,Think,Emotion,8,Animals_041_h.jpg,1270,20
225,31NLI,Think,Emotion,8,Animals_041_h.jpg,1670,20
226,31NLI,Think,Emotion,8,People_209_v.jpg,1220,20
227,31NLI,Think,Emotion,8,People_209_v.jpg,2940,20
228,31NLI,Think,Neutral,8,Faces_211_h.jpg,420,20
229,31NLI,Think,Neutral,8,Faces_211_h.jpg,850,20
230,31NLI,Think,Neutral,8,Animals_132_h.jpg,490,20
231,31NLI,Think,Neutral,8,Animals_132_h.jpg,740,20
232,31NLI,Think,Neutral,8,Animals_132_h.jpg,1570,20
233,31NLI,Think,Neutral,8,Animals_132_h.jpg,1880,20
234,31NLI,Think,Neutral,8,Animals_132_h.jpg,2410,20
235,31NLI,Think,Neutral,8,Animals_132_h.jpg,2580,20
236,31NLI,Think,Emotion,8,Objects_088_h.jpg,480,20
237,31NLI,Think,Neutral,8,Objects_049_h.jpg,910,20
238,31NLI,Think,Neutral,8,Objects_049_h.jpg,1300,20
239,31NLI,Think,Neutral,8,People_097_h.jpg,2350,20
240,31NLI,Think,Neutral,8,People_097_h.jpg,2450,20
241,31NLI,Think,Emotion,8,Animals_039_h.jpg,420,20
242,31NLI,Think,Emotion,8,Animals_039_h.jpg,700,20
243,31NLI,Think,Emotion,8,Animals_039_h.jpg,830,20
244,31NLI,Think,Emotion,8,Animals_039_h.jpg,1700,20
245,31NLI,Think,Emotion,8,Animals_039_h.jpg,2590,20
246,31NLI,Think,Emotion,8,Objects_023_v.jpg,520,20
247,31NLI,Think,Emotion,8,Objects_154_h.jpg,1240,20
248,31NLI,Think,Emotion,8,Objects_154_h.jpg,1360,20
249,31NLI,Think,Emotion,8,Objects_154_h.jpg,1450,20
250,31NLI,Think,Emotion,8,Objects_154_h.jpg,1920,20
251,31NLI,Think,Emotion,8,Objects_154_h.jpg,2200,20
252,31NLI,Think,Emotion,8,Objects_154_h.jpg,2810,20
253,31NLI,Think,Emotion,8,Animals_078_h.jpg,1530,20
254,32CVI,Think,Emotion,1,People_209_v.jpg,330,20
255,32CVI,Think,Emotion,1,Animals_039_h.jpg,2820,20
256,32CVI,Think,Emotion,1,Animals_039_h.jpg,2950,20
257,32CVI,Think,Neutral,1,Faces_211_h.jpg,2170,20
258,32CVI,Think,Neutral,1,Faces_211_h.jpg,2750,20
259,32CVI,Think,Emotion,1,Animals_041_h.jpg,1010,20
260,32CVI,Think,Emotion,1,Animals_041_h.jpg,2000,20
261,32CVI,Think,Emotion,1,Animals_041_h.jpg,2670,20
262,32CVI,Think,Emotion,1,Animals_041_h.jpg,2760,20
263,32CVI,Think,Neutral,1,Animals_213_h.jpg,1080,20
264,32CVI,Think,Neutral,1,Animals_213_h.jpg,1180,20
265,32CVI,Think,Neutral,1,Animals_213_h.jpg,1770,20
266,32CVI,Think,Neutral,1,People_091_h.jpg,2120,20
267,32CVI,Think,Neutral,1,Objects_242_h.jpg,1650,20
268,32CVI,Think,Emotion,2,Objects_126_h.jpg,2400,20
269,32CVI,Think,Neutral,2,Animals_213_h.jpg,2700,20
270,32CVI,Think,Neutral,2,Animals_097_h.jpg,2180,20
271,32CVI,Think,Neutral,2,Animals_097_h.jpg,2800,20
272,32CVI,Think,Neutral,2,People_179_h.jpg,2910,20
273,32CVI,Think,Neutral,2,People_148_h.jpg,1110,20
274,32CVI,Think,Emotion,2,Objects_011_h.jpg,440,20
275,32CVI,Think,Emotion,2,People_220_h.jpg,1070,20
276,32CVI,Think,Emotion,2,People_220_h.jpg,1730,20
277,32CVI,Think,Emotion,2,Animals_041_h.jpg,2370,20
278,32CVI,Think,Emotion,2,Objects_023_v.jpg,280,20
279,32CVI,Think,Emotion,2,People_217_h.jpg,2680,20
280,32CVI,Think,Neutral,3,People_179_h.jpg,900,20
281,32CVI,Think,Neutral,3,People_179_h.jpg,970,20
282,32CVI,Think,Emotion,3,Animals_039_h.jpg,1800,20
283,32CVI,Think,Neutral,3,Animals_213_h.jpg,1260,20
284,32CVI,Think,Neutral,3,Animals_213_h.jpg,1460,20
285,32CVI,Think,Neutral,3,Animals_213_h.jpg,2550,20
286,32CVI,Think,Emotion,3,People_077_v.jpg,1650,20
287,32CVI,Think,Emotion,3,People_077_v.jpg,2810,20
288,32CVI,Think,Emotion,3,People_077_v.jpg,2940,20
289,32CVI,Think,Neutral,3,People_091_h.jpg,290,20
290,32CVI,Think,Emotion,3,People_209_v.jpg,370,20
291,32CVI,Think,Emotion,3,People_209_v.jpg,1040,20
292,32CVI,Think,Emotion,3,Animals_041_h.jpg,240,20
293,32CVI,Think,Emotion,3,Animals_041_h.jpg,2590,20
294,32CVI,Think,Neutral,3,Animals_132_h.jpg,1910,20
295,32CVI,Think,Neutral,3,Faces_184_h.jpg,290,20
296,32CVI,Think,Neutral,3,Faces_184_h.jpg,2360,20
297,32CVI,Think,Neutral,3,Objects_242_h.jpg,2160,20
298,32CVI,Think,Neutral,3,Objects_242_h.jpg,2390,20
299,32CVI,Think,Neutral,3,Objects_242_h.jpg,2740,20
300,32CVI,Think,Neutral,4,People_148_h.jpg,2570,20
301,32CVI,Think,Neutral,4,Faces_184_h.jpg,2120,20
302,32CVI,Think,Emotion,4,People_077_v.jpg,1210,20
303,32CVI,Think,Emotion,4,Objects_126_h.jpg,1800,20
304,32CVI,Think,Emotion,4,Objects_126_h.jpg,2060,20
305,32CVI,Think,Emotion,4,Objects_126_h.jpg,2850,20
306,32CVI,Think,Emotion,4,Objects_126_h.jpg,2960,20
307,32CVI,Think,Neutral,4,Animals_132_h.jpg,1510,20
308,32CVI,Think,Neutral,4,Animals_132_h.jpg,2040,20
309,32CVI,Think,Neutral,4,Animals_132_h.jpg,2770,20
310,32CVI,Think,Emotion,4,Objects_023_v.jpg,2890,20
311,32CVI,Think,Emotion,4,People_209_v.jpg,2290,20
312,32CVI,Think,Emotion,4,People_209_v.jpg,2560,20
313,32CVI,Think,Emotion,4,Animals_041_h.jpg,220,20
314,32CVI,Think,Emotion,4,Animals_041_h.jpg,2740,20
315,32CVI,Think,Emotion,4,Objects_154_h.jpg,1600,20
316,32CVI,Think,Neutral,4,People_091_h.jpg,330,20
317,32CVI,Think,Neutral,4,People_091_h.jpg,1750,20
318,32CVI,Think,Neutral,4,Animals_097_h.jpg,1200,20
319,32CVI,Think,Neutral,4,Animals_097_h.jpg,1440,20
320,32CVI,Think,Neutral,4,Animals_097_h.jpg,2840,20
321,32CVI,Think,Emotion,5,Objects_088_h.jpg,1020,20
322,32CVI,Think,Emotion,5,Objects_088_h.jpg,2850,20
323,32CVI,Think,Neutral,5,Faces_219_v.jpg,260,20
324,32CVI,Think,Neutral,5,Faces_219_v.jpg,340,20
325,32CVI,Think,Neutral,5,Faces_219_v.jpg,850,20
326,32CVI,Think,Neutral,5,Faces_219_v.jpg,1270,20
327,32CVI,Think,Neutral,5,Faces_219_v.jpg,1380,20
328,32CVI,Think,Neutral,5,Faces_219_v.jpg,1450,20
329,32CVI,Think,Neutral,5,Faces_219_v.jpg,2450,20
330,32CVI,Think,Emotion,5,People_220_h.jpg,210,20
331,32CVI,Think,Emotion,5,People_220_h.jpg,280,20
332,32CVI,Think,Emotion,5,People_220_h.jpg,1140,20
333,32CVI,Think,Neutral,5,People_179_h.jpg,1120,20
334,32CVI,Think,Neutral,5,People_179_h.jpg,2710,20
335,32CVI,Think,Neutral,5,People_148_h.jpg,830,20
336,32CVI,Think,Emotion,5,People_209_v.jpg,1580,20
337,32CVI,Think,Emotion,5,People_209_v.jpg,1920,20
338,32CVI,Think,Neutral,5,People_091_h.jpg,750,20
339,32CVI,Think,Neutral,5,People_091_h.jpg,1070,20
340,32CVI,Think,Neutral,5,People_091_h.jpg,1880,20
341,32CVI,Think,Neutral,5,People_091_h.jpg,2350,20
342,32CVI,Think,Neutral,5,Objects_242_h.jpg,830,20
343,32CVI,Think,Emotion,5,Objects_011_h.jpg,1990,20
344,32CVI,Think,Emotion,5,Objects_011_h.jpg,2500,20
345,32CVI,Think,Emotion,5,Animals_041_h.jpg,240,20
346,32CVI,Think,Emotion,5,Animals_041_h.jpg,2280,20
347,32CVI,Think,Emotion,5,Animals_041_h.jpg,2360,20
348,32CVI,Think,Neutral,5,Faces_184_h.jpg,2160,20
349,32CVI,Think,Neutral,6,Faces_219_v.jpg,1720,20
350,32CVI,Think,Neutral,6,Faces_219_v.jpg,2910,20
351,32CVI,Think,Emotion,6,People_209_v.jpg,1340,20
352,32CVI,Think,Emotion,6,Animals_041_h.jpg,2220,20
353,32CVI,Think,Emotion,6,Animals_041_h.jpg,2350,20
354,32CVI,Think,Emotion,6,People_077_v.jpg,2260,20
355,32CVI,Think,Emotion,6,Objects_088_h.jpg,1360,20
356,32CVI,Think,Neutral,6,People_091_h.jpg,2850,20
357,32CVI,Think,Neutral,6,People_148_h.jpg,2300,20
358,32CVI,Think,Neutral,6,Animals_132_h.jpg,1420,20
359,32CVI,Think,Neutral,6,Animals_097_h.jpg,950,20
360,32CVI,Think,Emotion,6,Animals_078_h.jpg,1280,20
361,32CVI,Think,Emotion,7,Objects_011_h.jpg,1670,20
362,32CVI,Think,Emotion,7,People_220_h.jpg,1630,20
363,32CVI,Think,Neutral,7,People_097_h.jpg,1520,20
364,32CVI,Think,Neutral,7,People_097_h.jpg,2420,20
365,32CVI,Think,Neutral,7,Faces_211_h.jpg,1290,20
366,32CVI,Think,Neutral,7,Faces_211_h.jpg,2330,20
367,32CVI,Think,Neutral,7,Faces_184_h.jpg,2260,20
368,32CVI,Think,Neutral,7,Faces_219_v.jpg,2840,20
369,32CVI,Think,Emotion,7,Animals_039_h.jpg,1190,20
370,32CVI,Think,Emotion,7,Animals_039_h.jpg,2040,20
371,32CVI,Think,Emotion,7,People_217_h.jpg,2430,20
372,32CVI,Think,Emotion,7,People_209_v.jpg,470,20
373,32CVI,Think,Emotion,7,People_209_v.jpg,1940,20
374,32CVI,Think,Emotion,7,Animals_078_h.jpg,1280,20
375,32CVI,Think,Neutral,7,Animals_097_h.jpg,340,20
376,32CVI,Think,Neutral,7,Animals_097_h.jpg,790,20
377,32CVI,Think,Emotion,8,Objects_088_h.jpg,1290,20
378,32CVI,Think,Emotion,8,Objects_088_h.jpg,2670,20
379,32CVI,Think,Emotion,8,Objects_088_h.jpg,2810,20
380,32CVI,Think,Neutral,8,Faces_219_v.jpg,1920,20
381,32CVI,Think,Emotion,8,Objects_023_v.jpg,1780,20
382,32CVI,Think,Emotion,8,People_209_v.jpg,1890,20
383,32CVI,Think,Emotion,8,People_209_v.jpg,2570,20
384,32CVI,Think,Emotion,8,People_209_v.jpg,2940,20
385,32CVI,Think,Emotion,8,Objects_011_h.jpg,510,20
386,32CVI,Think,Emotion,8,Objects_011_h.jpg,1990,20
387,32CVI,Think,Emotion,8,Objects_011_h.jpg,2540,20
388,32CVI,Think,Neutral,8,People_091_h.jpg,1880,20
389,32CVI,Think,Neutral,8,People_179_h.jpg,1200,20
390,32CVI,Think,Neutral,8,People_179_h.jpg,1810,20
391,32CVI,Think,Neutral,8,People_179_h.jpg,2170,20
392,32CVI,Think,Neutral,8,People_097_h.jpg,420,20
393,32CVI,Think,Neutral,8,People_097_h.jpg,890,20
394,32CVI,Think,Emotion,8,People_220_h.jpg,2160,20
395,32CVI,Think,Emotion,8,People_077_v.jpg,210,20
396,32CVI,Think,Emotion,8,People_077_v.jpg,400,20
397,32CVI,Think,Neutral,8,Faces_184_h.jpg,910,20
398,32CVI,Think,Neutral,8,Objects_242_h.jpg,800,20
399,32CVI,Think,Neutral,8,Objects_242_h.jpg,1510,20
400,32CVI,Think,Neutral,8,Objects_242_h.jpg,2910,20
401,34LME,Think,Neutral,1,Objects_029_h.jpg,720,30
402,34LME,Think,Neutral,1,Animals_043_h.jpg,2130,30
403,34LME,Think,Neutral,1,Animals_088_h.jpg,730,30
404,34LME,Think,Neutral,2,People_035_h.jpg,1850,30
405,34LME,Think,Neutral,2,People_035_h.jpg,1950,30
406,34LME,Think,Emotion,2,People_205_v.jpg,320,30
407,34LME,Think,Emotion,2,People_205_v.jpg,2430,30
408,34LME,Think,Emotion,2,Animals_008_v.jpg,780,30
409,34LME,Think,Emotion,2,Animals_008_v.jpg,2540,30
410,34LME,Think,Neutral,2,Animals_043_h.jpg,1950,30
411,34LME,Think,Emotion,2,Animals_065_h.jpg,1510,30
412,34LME,Think,Neutral,2,Faces_306_v.jpg,510,30
413,34LME,Think,Neutral,2,Faces_306_v.jpg,1900,30
414,34LME,Think,Neutral,2,Faces_306_v.jpg,2350,30
415,34LME,Think,Neutral,2,People_095_h.jpg,2730,30
416,34LME,Think,Emotion,2,People_090_v.jpg,2870,30
417,34LME,Think,Emotion,2,Objects_006_h.jpg,2440,30
418,34LME,Think,Neutral,2,Objects_029_h.jpg,1510,30
419,34LME,Think,Neutral,2,Objects_029_h.jpg,2350,30
420,34LME,Think,Neutral,2,People_164_h.jpg,2060,30
421,34LME,Think,Neutral,3,People_095_h.jpg,1360,30
422,34LME,Think,Neutral,3,People_095_h.jpg,2530,30
