,Subject,Condition,Emotion,Block,Image,Intrusion,Length
8570,47HMA,Think,Emotion,8,Objects_022_h.jpg,460,10
8571,47HMA,Think,Emotion,8,Objects_022_h.jpg,570,10
8572,47HMA,Think,Emotion,8,Objects_022_h.jpg,670,10
8573,47HMA,Think,Emotion,8,Objects_022_h.jpg,2120,10
8574,47HMA,Think,Emotion,8,Objects_022_h.jpg,2940,10
8575,47HMA,Think,Neutral,8,Animals_105_h.jpg,500,10
8576,47HMA,Think,Neutral,8,Animals_105_h.jpg,580,10
8577,47HMA,Think,Neutral,8,Animals_105_h.jpg,1870,10
8578,47HMA,Think,Neutral,8,Animals_105_h.jpg,1980,10
8579,47HMA,Think,Emotion,8,People_204_v.jpg,700,10
8580,47HMA,Think,Emotion,8,People_204_v.jpg,1270,10
8581,47HMA,Think,Emotion,8,People_204_v.jpg,1490,10
8582,47HMA,Think,Emotion,8,People_204_v.jpg,1600,10
8583,47HMA,Think,Emotion,8,People_204_v.jpg,1810,10
8584,47HMA,Think,Emotion,8,People_204_v.jpg,2070,10
8585,47HMA,Think,Emotion,8,People_204_v.jpg,2660,10
8586,47HMA,Think,Neutral,8,People_164_h.jpg,280,10
8587,47HMA,Think,Neutral,8,People_164_h.jpg,470,10
8588,47HMA,Think,Neutral,8,People_164_h.jpg,600,10
8589,47HMA,Think,Neutral,8,People_164_h.jpg,970,10
8590,47HMA,Think,Neutral,8,People_164_h.jpg,1080,10
8591,47HMA,Think,Neutral,8,People_164_h.jpg,1540,10
8592,47HMA,Think,Neutral,8,People_164_h.jpg,2200,10
8593,47HMA,Think,Neutral,8,People_164_h.jpg,2710,10
8594,47HMA,Think,Emotion,8,Faces_156_h.jpg,210,10
8595,47HMA,Think,Emotion,8,Faces_156_h.jpg,1360,10
8596,47HMA,Think,Emotion,8,Faces_156_h.jpg,1450,10
8597,47HMA,Think,Emotion,8,Animals_065_h.jpg,720,10
8598,47HMA,Think,Emotion,8,Animals_065_h.jpg,810,10
8599,47HMA,Think,Emotion,8,Objects_010_h.jpg,270,10
8600,47HMA,Think,Emotion,8,Objects_010_h.jpg,1160,10
8601,47HMA,Think,Emotion,8,Objects_010_h.jpg,2460,10
8602,47HMA,Think,Emotion,8,Objects_010_h.jpg,2870,10
8603,47HMA,Think,Emotion,8,Objects_010_h.jpg,2960,10
8604,47HMA,Think,Neutral,8,People_249_h.jpg,610,10
8605,47HMA,Think,Neutral,8,People_249_h.jpg,970,10
8606,47HMA,Think,Neutral,8,People_249_h.jpg,1540,10
8607,47HMA,Think,Neutral,8,People_249_h.jpg,1710,10
8608,47HMA,Think,Neutral,8,People_249_h.jpg,2670,10
8609,47HMA,Think,Neutral,8,People_249_h.jpg,2950,10
8610,47HMA,Think,Neutral,8,People_035_h.jpg,750,10
8611,47HMA,Think,Neutral,8,People_035_h.jpg,950,10
8612,47HMA,Think,Neutral,8,People_035_h.jpg,1400,10
8613,47HMA,Think,Neutral,8,People_035_h.jpg,1510,10
8614,47HMA,Think,Neutral,8,People_035_h.jpg,1850,10
8615,47HMA,Think,Neutral,8,People_035_h.jpg,2510,10
8616,47HMA,Think,Neutral,8,People_035_h.jpg,2840,10
8617,47HMA,Think,Neutral,8,People_095_h.jpg,610,10
8618,47HMA,Think,Neutral,8,People_095_h.jpg,920,10
8619,47HMA,Think,Neutral,8,People_095_h.jpg,1110,10
8620,47HMA,Think,Neutral,8,People_095_h.jpg,1240,10
8621,47HMA,Think,Neutral,8,People_095_h.jpg,1330,10
8622,47HMA,Think,Neutral,8,People_095_h.jpg,1670,10
8623,47HMA,Think,Neutral,8,People_095_h.jpg,1740,10
8624,47HMA,Think,Neutral,8,People_095_h.jpg,2350,10
8625,47HMA,Think,Neutral,8,People_095_h.jpg,2440,10
8626,47HMA,Think,Neutral,8,People_095_h.jpg,2610,10
8627,47HMA,Think,Neutral,8,People_095_h.jpg,2860,10
8628,47HMA,Think,Neutral,8,Faces_292_h.jpg,280,10
8629,47HMA,Think,Neutral,8,Faces_292_h.jpg,380,10
8630,47HMA,Think,Neutral,8,Faces_292_h.jpg,880,10
8631,47HMA,Think,Neutral,8,Faces_292_h.jpg,1170,10
8632,47HMA,Think,Neutral,8,Faces_292_h.jpg,2260,10
8633,47HMA,Think,Neutral,8,Faces_292_h.jpg,2440,10
8634,47HMA,Think,Neutral,8,Faces_292_h.jpg,2770,10
8635,47HMA,Think,Neutral,8,Animals_088_h.jpg,600,10
8636,47HMA,Think,Neutral,8,Animals_088_h.jpg,1710,10
8637,47HMA,Think,Neutral,8,Animals_088_h.jpg,1960,10
8638,47HMA,Think,Neutral,8,Animals_088_h.jpg,2370,10
8639,47HMA,Think,Neutral,8,Animals_088_h.jpg,2640,10
8640,47HMA,Think,Neutral,8,Animals_088_h.jpg,2880,10
8641,50JOC,Think,Neutral,1,People_026_h.jpg,650,10
8642,50JOC,Think,Neutral,1,People_026_h.jpg,1500,10
8643,50JOC,Think,Neutral,1,People_026_h.jpg,2310,10
8644,50JOC,Think,Neutral,1,Faces_065_h.jpg,2310,10
8645,50JOC,Think,Neutral,1,Faces_065_h.jpg,2470,10
8646,50JOC,Think,Neutral,1,Faces_065_h.jpg,2960,10
8647,50JOC,Think,Emotion,1,Animals_018_h.jpg,760,10
8648,50JOC,Think,Emotion,1,Animals_018_h.jpg,1340,10
8649,50JOC,Think,Emotion,1,Animals_062_h.jpg,2050,10
8650,50JOC,Think,Neutral,1,Faces_061_h.jpg,1850,10
8651,50JOC,Think,Neutral,1,Faces_060_h.jpg,390,10
8652,50JOC,Think,Neutral,1,Faces_060_h.jpg,690,10
8653,50JOC,Think,Neutral,1,Faces_060_h.jpg,1060,10
8654,50JOC,Think,Neutral,1,Faces_060_h.jpg,1960,10
8655,50JOC,Think,Neutral,1,People_151_h.jpg,600,10
8656,50JOC,Think,Neutral,1,People_151_h.jpg,2270,10
8657,50JOC,Think,Neutral,1,Animals_155_v.jpg,360,10
8658,50JOC,Think,Neutral,1,Animals_155_v.jpg,650,10
8659,50JOC,Think,Neutral,1,Animals_155_v.jpg,1330,10
8660,50JOC,Think,Neutral,1,Animals_155_v.jpg,1810,10
8661,50JOC,Think,Neutral,1,Animals_155_v.jpg,2420,10
8662,50JOC,Think,Neutral,1,Animals_155_v.jpg,2520,10
8663,50JOC,Think,Neutral,1,People_028_h.jpg,1600,10
8664,50JOC,Think,Neutral,1,People_028_h.jpg,2650,10
8665,50JOC,Think,Emotion,1,Objects_013_h.jpg,430,10
8666,50JOC,Think,Emotion,1,Objects_013_h.jpg,650,10
8667,50JOC,Think,Emotion,1,Objects_013_h.jpg,1550,10
8668,50JOC,Think,Emotion,1,Objects_013_h.jpg,2640,10
8669,50JOC,Think,Neutral,1,Objects_164_h.jpg,360,10
8670,50JOC,Think,Neutral,1,Objects_164_h.jpg,1470,10
8671,50JOC,Think,Neutral,1,Objects_164_h.jpg,1610,10
8672,50JOC,Think,Neutral,1,Objects_164_h.jpg,1700,10
8673,50JOC,Think,Neutral,1,Objects_164_h.jpg,2180,10
8674,50JOC,Think,Emotion,1,Objects_021_v.jpg,910,10
8675,50JOC,Think,Emotion,1,Objects_021_v.jpg,1050,10
8676,50JOC,Think,Emotion,1,Objects_021_v.jpg,2230,10
8677,50JOC,Think,Emotion,1,Objects_021_v.jpg,2920,10
8678,50JOC,Think,Neutral,1,People_100_h.jpg,1680,10
8679,50JOC,Think,Neutral,1,People_100_h.jpg,1780,10
8680,50JOC,Think,Neutral,1,People_100_h.jpg,2060,10
8681,50JOC,Think,Neutral,1,People_100_h.jpg,2310,10
8682,50JOC,Think,Neutral,1,People_100_h.jpg,2500,10
8683,50JOC,Think,Emotion,1,Objects_007_h.jpg,410,10
8684,50JOC,Think,Emotion,1,Objects_007_h.jpg,1040,10
8685,50JOC,Think,Emotion,1,Objects_007_h.jpg,2130,10
8686,50JOC,Think,Neutral,1,People_149_h.jpg,800,10
8687,50JOC,Think,Emotion,1,People_247_v.jpg,460,10
8688,50JOC,Think,Emotion,1,People_247_v.jpg,1430,10
8689,50JOC,Think,Emotion,1,People_247_v.jpg,2050,10
8690,50JOC,Think,Emotion,2,Objects_007_h.jpg,380,10
8691,50JOC,Think,Emotion,2,Objects_007_h.jpg,560,10
8692,50JOC,Think,Emotion,2,Objects_007_h.jpg,630,10
8693,50JOC,Think,Emotion,2,Objects_007_h.jpg,1070,10
8694,50JOC,Think,Emotion,2,Objects_007_h.jpg,1880,10
8695,50JOC,Think,Emotion,2,Objects_007_h.jpg,2810,10
8696,50JOC,Think,Emotion,2,Objects_021_v.jpg,1810,10
8697,50JOC,Think,Neutral,2,Animals_155_v.jpg,790,10
8698,50JOC,Think,Neutral,2,Animals_155_v.jpg,1510,10
8699,50JOC,Think,Neutral,2,Animals_155_v.jpg,2080,10
8700,50JOC,Think,Neutral,2,Animals_155_v.jpg,2400,10
8701,50JOC,Think,Neutral,2,Animals_155_v.jpg,2630,10
8702,50JOC,Think,Emotion,2,Animals_062_h.jpg,240,10
8703,50JOC,Think,Emotion,2,Animals_062_h.jpg,1570,10
8704,50JOC,Think,Emotion,2,Animals_062_h.jpg,1660,10
8705,50JOC,Think,Emotion,2,Animals_062_h.jpg,2300,10
8706,50JOC,Think,Neutral,2,People_026_h.jpg,890,10
8707,50JOC,Think,Neutral,2,People_026_h.jpg,1390,10
8708,50JOC,Think,Emotion,2,Objects_125_h.jpg,1400,10
8709,50JOC,Think,Emotion,2,Objects_125_h.jpg,2210,10
8710,50JOC,Think,Emotion,2,Objects_125_h.jpg,2700,10
8711,50JOC,Think,Emotion,2,Animals_018_h.jpg,2140,10
8712,50JOC,Think,Emotion,2,Animals_018_h.jpg,2650,10
8713,50JOC,Think,Emotion,2,Animals_018_h.jpg,2920,10
8714,50JOC,Think,Neutral,2,Faces_065_h.jpg,1640,10
8715,50JOC,Think,Neutral,2,Faces_061_h.jpg,660,10
8716,50JOC,Think,Neutral,2,People_100_h.jpg,1640,10
8717,50JOC,Think,Neutral,2,People_100_h.jpg,2350,10
8718,50JOC,Think,Neutral,2,People_100_h.jpg,2430,10
8719,50JOC,Think,Emotion,2,People_223_h.jpg,500,10
8720,50JOC,Think,Emotion,2,People_223_h.jpg,1930,10
8721,50JOC,Think,Neutral,2,Faces_060_h.jpg,680,10
8722,50JOC,Think,Neutral,2,Faces_060_h.jpg,2100,10
8723,50JOC,Think,Emotion,2,Objects_013_h.jpg,560,10
8724,50JOC,Think,Emotion,2,Objects_013_h.jpg,1450,10
8725,50JOC,Think,Emotion,2,Objects_013_h.jpg,2680,10
8726,50JOC,Think,Neutral,2,People_028_h.jpg,1920,10
8727,50JOC,Think,Neutral,2,People_028_h.jpg,2040,10
8728,50JOC,Think,Neutral,2,People_028_h.jpg,2560,10
8729,50JOC,Think,Neutral,2,People_149_h.jpg,990,10
8730,50JOC,Think,Neutral,2,People_149_h.jpg,2260,10
8731,50JOC,Think,Neutral,2,People_149_h.jpg,2470,10
8732,50JOC,Think,Neutral,2,People_149_h.jpg,2730,10
8733,50JOC,Think,Emotion,2,People_239_h.jpg,1740,10
8734,50JOC,Think,Neutral,2,Objects_270_h.jpg,540,10
8735,50JOC,Think,Neutral,2,Objects_270_h.jpg,1060,10
8736,50JOC,Think,Neutral,2,Objects_270_h.jpg,1550,10
8737,50JOC,Think,Neutral,2,Objects_270_h.jpg,2550,10
8738,50JOC,Think,Neutral,3,Faces_061_h.jpg,970,10
8739,50JOC,Think,Neutral,3,Faces_061_h.jpg,2080,10
8740,50JOC,Think,Neutral,3,Faces_061_h.jpg,2560,10
8741,50JOC,Think,Neutral,3,People_149_h.jpg,900,10
8742,50JOC,Think,Neutral,3,Faces_065_h.jpg,950,10
8743,50JOC,Think,Neutral,3,Faces_065_h.jpg,1400,10
8744,50JOC,Think,Emotion,3,People_239_h.jpg,380,10
8745,50JOC,Think,Emotion,3,People_239_h.jpg,2140,10
8746,50JOC,Think,Emotion,3,People_239_h.jpg,2720,10
8747,50JOC,Think,Neutral,3,People_100_h.jpg,380,10
8748,50JOC,Think,Neutral,3,People_100_h.jpg,470,10
8749,50JOC,Think,Neutral,3,People_100_h.jpg,1100,10
8750,50JOC,Think,Neutral,3,People_100_h.jpg,1480,10
8751,50JOC,Think,Neutral,3,People_100_h.jpg,1750,10
8752,50JOC,Think,Neutral,3,People_100_h.jpg,2940,10
8753,50JOC,Think,Emotion,3,Objects_106_v.jpg,1740,10
8754,50JOC,Think,Emotion,3,Objects_106_v.jpg,2330,10
8755,50JOC,Think,Emotion,3,Objects_106_v.jpg,2420,10
8756,50JOC,Think,Emotion,3,People_213_v.jpg,600,10
8757,50JOC,Think,Emotion,3,People_213_v.jpg,1730,10
8758,50JOC,Think,Emotion,3,People_213_v.jpg,2530,10
8759,50JOC,Think,Neutral,3,Objects_164_h.jpg,1500,10
8760,50JOC,Think,Neutral,3,Objects_164_h.jpg,1670,10
8761,50JOC,Think,Neutral,3,Objects_164_h.jpg,2610,10
8762,50JOC,Think,Neutral,3,Objects_164_h.jpg,2840,10
8763,50JOC,Think,Neutral,3,People_026_h.jpg,390,10
8764,50JOC,Think,Neutral,3,People_028_h.jpg,220,10
8765,50JOC,Think,Neutral,3,People_028_h.jpg,320,10
8766,50JOC,Think,Neutral,3,People_028_h.jpg,500,10
8767,50JOC,Think,Neutral,3,People_028_h.jpg,1050,10
8768,50JOC,Think,Neutral,3,People_028_h.jpg,1200,10
8769,50JOC,Think,Neutral,3,People_028_h.jpg,1330,10
8770,50JOC,Think,Neutral,3,People_028_h.jpg,1430,10
8771,50JOC,Think,Neutral,3,People_028_h.jpg,1590,10
8772,50JOC,Think,Neutral,3,People_028_h.jpg,1810,10
8773,50JOC,Think,Neutral,3,People_028_h.jpg,1920,10
8774,50JOC,Think,Neutral,3,People_028_h.jpg,2120,10
8775,50JOC,Think,Neutral,3,People_028_h.jpg,2390,10
8776,50JOC,Think,Neutral,3,Animals_155_v.jpg,1480,10
8777,50JOC,Think,Neutral,3,Animals_155_v.jpg,2640,10
8778,50JOC,Think,Neutral,3,Animals_155_v.jpg,2720,10
8779,50JOC,Think,Emotion,3,Objects_007_h.jpg,220,10
8780,50JOC,Think,Emotion,3,Objects_007_h.jpg,530,10
8781,50JOC,Think,Emotion,3,Objects_007_h.jpg,1230,10
8782,50JOC,Think,Emotion,3,Animals_018_h.jpg,2530,10
8783,50JOC,Think,Neutral,3,Faces_060_h.jpg,350,10
8784,50JOC,Think,Neutral,3,Faces_060_h.jpg,460,10
8785,50JOC,Think,Neutral,3,Faces_060_h.jpg,1200,10
8786,50JOC,Think,Neutral,3,Faces_060_h.jpg,1400,10
8787,50JOC,Think,Neutral,3,Faces_060_h.jpg,2570,10
8788,50JOC,Think,Neutral,3,Faces_060_h.jpg,2820,10
8789,50JOC,Think,Emotion,3,People_223_h.jpg,1840,10
8790,50JOC,Think,Emotion,3,People_223_h.jpg,2450,10
8791,50JOC,Think,Emotion,3,Faces_296_h.jpg,490,10
8792,50JOC,Think,Emotion,3,Faces_296_h.jpg,650,10
8793,50JOC,Think,Emotion,3,Faces_296_h.jpg,730,10
8794,50JOC,Think,Emotion,3,Faces_296_h.jpg,1120,10
8795,50JOC,Think,Emotion,3,Faces_296_h.jpg,1280,10
8796,50JOC,Think,Emotion,3,Faces_296_h.jpg,1620,10
8797,50JOC,Think,Emotion,3,Faces_296_h.jpg,2330,10
8798,50JOC,Think,Emotion,3,Faces_296_h.jpg,2490,10
8799,50JOC,Think,Emotion,3,Animals_062_h.jpg,710,10
8800,50JOC,Think,Emotion,3,Animals_062_h.jpg,780,10
8801,50JOC,Think,Emotion,3,Animals_062_h.jpg,1700,10
8802,50JOC,Think,Neutral,3,Objects_270_h.jpg,540,10
8803,50JOC,Think,Neutral,3,Objects_270_h.jpg,910,10
8804,50JOC,Think,Neutral,3,Objects_270_h.jpg,2600,10
8805,50JOC,Think,Emotion,4,Faces_296_h.jpg,920,10
8806,50JOC,Think,Emotion,4,Faces_296_h.jpg,2000,10
8807,50JOC,Think,Neutral,4,Faces_065_h.jpg,370,10
8808,50JOC,Think,Neutral,4,Faces_065_h.jpg,900,10
8809,50JOC,Think,Neutral,4,Faces_065_h.jpg,970,10
8810,50JOC,Think,Neutral,4,Faces_065_h.jpg,1130,10
8811,50JOC,Think,Neutral,4,Faces_065_h.jpg,1710,10
8812,50JOC,Think,Neutral,4,Faces_065_h.jpg,1800,10
8813,50JOC,Think,Neutral,4,Faces_065_h.jpg,2670,10
8814,50JOC,Think,Neutral,4,Faces_065_h.jpg,2890,10
8815,50JOC,Think,Emotion,4,Objects_013_h.jpg,400,10
8816,50JOC,Think,Emotion,4,Objects_013_h.jpg,870,10
8817,50JOC,Think,Emotion,4,Objects_013_h.jpg,1360,10
8818,50JOC,Think,Emotion,4,Objects_013_h.jpg,1600,10
8819,50JOC,Think,Emotion,4,Objects_013_h.jpg,1940,10
8820,50JOC,Think,Emotion,4,Objects_013_h.jpg,2230,10
8821,50JOC,Think,Emotion,4,Objects_013_h.jpg,2550,10
8822,50JOC,Think,Neutral,4,Animals_155_v.jpg,1020,10
8823,50JOC,Think,Neutral,4,Animals_155_v.jpg,1120,10
8824,50JOC,Think,Neutral,4,Animals_155_v.jpg,2750,10
8825,50JOC,Think,Emotion,4,Objects_021_v.jpg,460,10
8826,50JOC,Think,Emotion,4,Objects_021_v.jpg,2380,10
8827,50JOC,Think,Emotion,4,Objects_021_v.jpg,2460,10
8828,50JOC,Think,Emotion,4,Objects_021_v.jpg,2590,10
8829,50JOC,Think,Emotion,4,Animals_018_h.jpg,720,10
8830,50JOC,Think,Emotion,4,Animals_018_h.jpg,950,10
8831,50JOC,Think,Emotion,4,Animals_018_h.jpg,1460,10
8832,50JOC,Think,Emotion,4,Animals_018_h.jpg,1730,10
8833,50JOC,Think,Emotion,4,Animals_018_h.jpg,2350,10
8834,50JOC,Think,Emotion,4,Animals_018_h.jpg,2420,10
8835,50JOC,Think,Emotion,4,Animals_018_h.jpg,2550,10
8836,50JOC,Think,Emotion,4,Animals_018_h.jpg,2720,10
8837,50JOC,Think,Neutral,4,People_151_h.jpg,350,10
8838,50JOC,Think,Neutral,4,People_151_h.jpg,420,10
8839,50JOC,Think,Neutral,4,People_151_h.jpg,870,10
8840,50JOC,Think,Neutral,4,People_151_h.jpg,1450,10
8841,50JOC,Think,Neutral,4,People_151_h.jpg,2650,10
8842,50JOC,Think,Neutral,4,People_151_h.jpg,2790,10
8843,50JOC,Think,Neutral,4,People_100_h.jpg,1820,10
8844,50JOC,Think,Emotion,4,Animals_062_h.jpg,1320,10
8845,50JOC,Think,Emotion,4,Animals_062_h.jpg,1420,10
8846,50JOC,Think,Neutral,4,Objects_164_h.jpg,680,10
8847,50JOC,Think,Neutral,4,Objects_164_h.jpg,2530,10
8848,50JOC,Think,Neutral,4,People_028_h.jpg,630,10
8849,50JOC,Think,Neutral,4,Faces_060_h.jpg,1390,10
8850,50JOC,Think,Neutral,4,Faces_060_h.jpg,2400,10
8851,50JOC,Think,Neutral,4,Faces_060_h.jpg,2470,10
8852,50JOC,Think,Emotion,4,Objects_125_h.jpg,670,10
8853,50JOC,Think,Emotion,4,Objects_125_h.jpg,810,10
8854,50JOC,Think,Emotion,4,Objects_125_h.jpg,1540,10
8855,50JOC,Think,Emotion,4,Objects_125_h.jpg,1660,10
8856,50JOC,Think,Emotion,4,Objects_125_h.jpg,1740,10
8857,50JOC,Think,Emotion,4,Objects_125_h.jpg,1820,10
8858,50JOC,Think,Emotion,4,Objects_125_h.jpg,2030,10
8859,50JOC,Think,Emotion,4,Objects_007_h.jpg,1790,10
8860,50JOC,Think,Emotion,4,Objects_007_h.jpg,2480,10
8861,50JOC,Think,Emotion,4,Objects_007_h.jpg,2700,10
8862,50JOC,Think,Emotion,4,People_239_h.jpg,450,10
8863,50JOC,Think,Emotion,4,People_239_h.jpg,540,10
8864,50JOC,Think,Emotion,4,People_239_h.jpg,650,10
8865,50JOC,Think,Emotion,4,People_239_h.jpg,820,10
8866,50JOC,Think,Emotion,4,People_239_h.jpg,1460,10
8867,50JOC,Think,Emotion,4,People_239_h.jpg,1550,10
8868,50JOC,Think,Emotion,4,People_239_h.jpg,2660,10
8869,50JOC,Think,Neutral,4,Objects_270_h.jpg,520,10
8870,50JOC,Think,Neutral,4,Faces_061_h.jpg,480,10
8871,50JOC,Think,Neutral,4,Faces_061_h.jpg,930,10
8872,50JOC,Think,Neutral,4,Faces_061_h.jpg,1000,10
8873,50JOC,Think,Neutral,4,Faces_061_h.jpg,1290,10
8874,50JOC,Think,Neutral,4,Faces_061_h.jpg,1460,10
8875,50JOC,Think,Neutral,4,Faces_061_h.jpg,1570,10
8876,50JOC,Think,Neutral,4,Faces_061_h.jpg,1950,10
8877,50JOC,Think,Neutral,4,Faces_061_h.jpg,2160,10
8878,50JOC,Think,Neutral,4,Faces_061_h.jpg,2570,10
8879,50JOC,Think,Neutral,4,Faces_061_h.jpg,2710,10
8880,50JOC,Think,Emotion,5,People_239_h.jpg,1180,10
8881,50JOC,Think,Emotion,5,People_239_h.jpg,1460,10
8882,50JOC,Think,Emotion,5,People_239_h.jpg,2700,10
8883,50JOC,Think,Emotion,5,People_239_h.jpg,2810,10
8884,50JOC,Think,Neutral,5,Faces_061_h.jpg,610,10
8885,50JOC,Think,Neutral,5,Faces_065_h.jpg,2700,10
8886,50JOC,Think,Neutral,5,People_151_h.jpg,870,10
8887,50JOC,Think,Neutral,5,People_151_h.jpg,1320,10
8888,50JOC,Think,Neutral,5,People_151_h.jpg,2100,10
8889,50JOC,Think,Neutral,5,People_151_h.jpg,2310,10
8890,50JOC,Think,Neutral,5,People_151_h.jpg,2660,10
8891,50JOC,Think,Neutral,5,People_151_h.jpg,2770,10
8892,50JOC,Think,Neutral,5,People_151_h.jpg,2920,10
8893,50JOC,Think,Emotion,5,Faces_296_h.jpg,920,10
8894,50JOC,Think,Emotion,5,Faces_296_h.jpg,2240,10
8895,50JOC,Think,Emotion,5,Animals_018_h.jpg,530,10
8896,50JOC,Think,Emotion,5,Animals_018_h.jpg,720,10
8897,50JOC,Think,Emotion,5,Animals_018_h.jpg,1820,10
8898,50JOC,Think,Emotion,5,Animals_018_h.jpg,2550,10
8899,50JOC,Think,Emotion,5,Animals_018_h.jpg,2620,10
8900,50JOC,Think,Emotion,5,Animals_018_h.jpg,2790,10
8901,50JOC,Think,Neutral,5,People_028_h.jpg,1870,10
8902,50JOC,Think,Neutral,5,People_028_h.jpg,2500,10
8903,50JOC,Think,Neutral,5,People_028_h.jpg,2840,10
8904,50JOC,Think,Neutral,5,Objects_270_h.jpg,730,10
8905,50JOC,Think,Neutral,5,Objects_270_h.jpg,1550,10
8906,50JOC,Think,Neutral,5,Objects_270_h.jpg,1720,10
8907,50JOC,Think,Neutral,5,Objects_270_h.jpg,2440,10
8908,50JOC,Think,Neutral,5,Faces_060_h.jpg,1740,10
8909,50JOC,Think,Neutral,5,Faces_060_h.jpg,1950,10
8910,50JOC,Think,Neutral,5,Faces_060_h.jpg,2380,10
8911,50JOC,Think,Emotion,5,People_223_h.jpg,370,10
8912,50JOC,Think,Emotion,5,People_223_h.jpg,550,10
8913,50JOC,Think,Emotion,5,People_223_h.jpg,670,10
8914,50JOC,Think,Emotion,5,People_223_h.jpg,910,10
8915,50JOC,Think,Emotion,5,People_223_h.jpg,1080,10
8916,50JOC,Think,Emotion,5,People_223_h.jpg,1650,10
8917,50JOC,Think,Emotion,5,People_223_h.jpg,1880,10
8918,50JOC,Think,Emotion,5,People_223_h.jpg,2340,10
8919,50JOC,Think,Emotion,5,People_223_h.jpg,2520,10
8920,50JOC,Think,Emotion,5,Objects_007_h.jpg,1250,10
8921,50JOC,Think,Emotion,5,Objects_007_h.jpg,2950,10
8922,50JOC,Think,Neutral,5,People_100_h.jpg,1610,10
8923,50JOC,Think,Emotion,5,Objects_021_v.jpg,780,10
8924,50JOC,Think,Emotion,5,Objects_021_v.jpg,1240,10
8925,50JOC,Think,Emotion,5,Objects_021_v.jpg,1320,10
8926,50JOC,Think,Emotion,5,Objects_021_v.jpg,1500,10
8927,50JOC,Think,Emotion,5,Objects_021_v.jpg,1960,10
8928,50JOC,Think,Emotion,5,Objects_021_v.jpg,2160,10
8929,50JOC,Think,Emotion,5,Objects_021_v.jpg,2820,10
8930,50JOC,Think,Emotion,5,Objects_106_v.jpg,370,10
8931,50JOC,Think,Emotion,5,Objects_106_v.jpg,1090,10
8932,50JOC,Think,Emotion,5,Objects_106_v.jpg,1160,10
8933,50JOC,Think,Emotion,5,Objects_106_v.jpg,1250,10
8934,50JOC,Think,Emotion,5,Objects_106_v.jpg,2180,10
8935,50JOC,Think,Emotion,5,Objects_106_v.jpg,2920,10
8936,50JOC,Think,Neutral,5,Objects_164_h.jpg,340,10
8937,50JOC,Think,Neutral,5,Objects_164_h.jpg,1020,10
8938,50JOC,Think,Neutral,5,Objects_164_h.jpg,1840,10
8939,50JOC,Think,Neutral,5,Animals_155_v.jpg,1090,10
8940,50JOC,Think,Emotion,6,Objects_125_h.jpg,1590,10
8941,50JOC,Think,Emotion,6,Animals_062_h.jpg,210,10
8942,50JOC,Think,Neutral,6,People_028_h.jpg,2840,10
8943,50JOC,Think,Emotion,6,People_247_v.jpg,310,10
8944,50JOC,Think,Emotion,6,People_247_v.jpg,1240,10
8945,50JOC,Think,Neutral,6,Faces_060_h.jpg,920,10
8946,50JOC,Think,Neutral,6,Faces_060_h.jpg,2140,10
8947,50JOC,Think,Neutral,6,Faces_060_h.jpg,2630,10
8948,50JOC,Think,Neutral,6,Objects_164_h.jpg,250,10
8949,50JOC,Think,Neutral,6,Objects_164_h.jpg,740,10
8950,50JOC,Think,Neutral,6,Objects_164_h.jpg,820,10
8951,50JOC,Think,Neutral,6,Objects_164_h.jpg,1830,10
8952,50JOC,Think,Emotion,6,Animals_018_h.jpg,570,10
8953,50JOC,Think,Emotion,6,Animals_018_h.jpg,840,10
8954,50JOC,Think,Neutral,6,People_151_h.jpg,250,10
8955,50JOC,Think,Neutral,6,People_151_h.jpg,390,10
8956,50JOC,Think,Neutral,6,People_151_h.jpg,1000,10
8957,50JOC,Think,Neutral,6,People_151_h.jpg,1390,10
8958,50JOC,Think,Neutral,6,People_151_h.jpg,1880,10
8959,50JOC,Think,Neutral,6,People_151_h.jpg,2090,10
8960,50JOC,Think,Neutral,6,People_151_h.jpg,2390,10
8961,50JOC,Think,Neutral,6,People_151_h.jpg,2510,10
8962,50JOC,Think,Emotion,6,People_239_h.jpg,1510,10
8963,50JOC,Think,Emotion,6,People_239_h.jpg,2340,10
8964,50JOC,Think,Emotion,6,People_213_v.jpg,450,10
8965,50JOC,Think,Emotion,6,People_213_v.jpg,560,10
8966,50JOC,Think,Emotion,6,People_213_v.jpg,690,10
8967,50JOC,Think,Emotion,6,People_213_v.jpg,1290,10
8968,50JOC,Think,Emotion,6,People_213_v.jpg,1960,10
8969,50JOC,Think,Emotion,6,People_213_v.jpg,2450,10
8970,50JOC,Think,Emotion,6,People_213_v.jpg,2890,10
8971,50JOC,Think,Neutral,6,People_149_h.jpg,940,10
8972,50JOC,Think,Neutral,6,People_149_h.jpg,1430,10
8973,50JOC,Think,Neutral,6,People_149_h.jpg,2120,10
8974,50JOC,Think,Neutral,6,People_149_h.jpg,2950,10
8975,50JOC,Think,Emotion,6,Objects_021_v.jpg,560,10
8976,50JOC,Think,Emotion,6,Objects_021_v.jpg,1760,10
8977,50JOC,Think,Emotion,6,People_223_h.jpg,840,10
8978,50JOC,Think,Emotion,6,People_223_h.jpg,1920,10
8979,50JOC,Think,Emotion,6,People_223_h.jpg,2920,10
8980,50JOC,Think,Emotion,6,Objects_013_h.jpg,2040,10
8981,50JOC,Think,Emotion,7,People_213_v.jpg,760,10
