,Subject,Condition,Time,Length,AUC,Percent_intrusion
1462,37BMA,No-Think,22,3,0.49808429118773945,
1463,37BMA,No-Think,22,4,0.4616858237547893,
1464,37BMA,No-Think,22,5,0.49616858237547895,
1465,37BMA,No-Think,23,1,0.5057471264367817,
1466,37BMA,No-Think,23,2,0.6024904214559387,
1467,37BMA,No-Think,23,3,0.47892720306513414,
1468,37BMA,No-Think,23,4,0.4875478927203065,
1469,37BMA,No-Think,23,5,0.4885057471264368,
1470,37BMA,No-Think,24,1,0.4837164750957854,
1471,37BMA,No-Think,24,2,0.5325670498084291,
1472,37BMA,No-Think,24,3,0.5153256704980843,
1473,37BMA,No-Think,24,4,0.46839080459770116,
1474,37BMA,No-Think,24,5,0.5,
1475,37BMA,No-Think,25,1,0.4616858237547892,
1476,37BMA,No-Think,25,2,0.5670498084291188,
1477,37BMA,No-Think,25,3,0.5613026819923371,
1478,37BMA,No-Think,25,4,0.4932950191570881,
1479,37BMA,No-Think,25,5,0.5220306513409962,
1480,37BMA,No-Think,26,1,0.514367816091954,
1481,37BMA,No-Think,26,2,0.5565134099616859,
1482,37BMA,No-Think,26,3,0.4798850574712644,
1483,37BMA,No-Think,26,4,0.4818007662835249,
1484,37BMA,No-Think,26,5,0.5191570881226053,
1485,37BMA,No-Think,27,1,0.5057471264367817,
1486,37BMA,No-Think,27,2,0.5411877394636015,
1487,37BMA,No-Think,27,3,0.4760536398467433,
1488,37BMA,No-Think,27,4,0.4932950191570881,
1489,37BMA,No-Think,27,5,0.5277777777777778,
1490,37BMA,No-Think,28,1,0.48084291187739464,
1491,37BMA,No-Think,28,2,0.5574712643678161,
1492,37BMA,No-Think,28,3,0.5095785440613027,
1493,37BMA,No-Think,28,4,0.5181992337164751,
1494,37BMA,No-Think,28,5,0.5191570881226053,
1495,37BMA,No-Think,29,1,0.4837164750957854,
1496,37BMA,No-Think,29,2,0.5699233716475095,
1497,37BMA,No-Think,29,3,0.421455938697318,
1498,37BMA,No-Think,29,4,0.47988505747126436,
1499,37BMA,No-Think,29,5,0.4942528735632184,
1500,38MAX,Think,5,1,,86.91099476439791
1501,38MAX,Think,5,2,,28.79581151832461
1502,38MAX,Think,5,3,,4.18848167539267
1503,38MAX,Think,5,4,,1.0471204188481675
1504,38MAX,Think,5,5,,0.5235602094240838
1505,38MAX,Think,6,1,,91.62303664921467
1506,38MAX,Think,6,2,,29.31937172774869
1507,38MAX,Think,6,3,,3.664921465968586
1508,38MAX,Think,6,4,,0.0
1509,38MAX,Think,6,5,,0.0
1510,38MAX,Think,7,1,,79.58115183246073
1511,38MAX,Think,7,2,,12.56544502617801
1512,38MAX,Think,7,3,,2.094240837696335
1513,38MAX,Think,7,4,,0.0
1514,38MAX,Think,7,5,,0.0
1515,38MAX,Think,8,1,,81.67539267015707
1516,38MAX,Think,8,2,,15.18324607329843
1517,38MAX,Think,8,3,,1.5706806282722512
1518,38MAX,Think,8,4,,1.0471204188481675
1519,38MAX,Think,8,5,,0.0
1520,38MAX,Think,9,1,,96.33507853403141
1521,38MAX,Think,9,2,,45.54973821989529
1522,38MAX,Think,9,3,,8.37696335078534
1523,38MAX,Think,9,4,,3.1413612565445024
1524,38MAX,Think,9,5,,1.0471204188481675
1525,38MAX,Think,10,1,,97.38219895287958
1526,38MAX,Think,10,2,,58.1151832460733
1527,38MAX,Think,10,3,,16.230366492146597
1528,38MAX,Think,10,4,,4.712041884816754
1529,38MAX,Think,10,5,,1.5706806282722512
1530,38MAX,Think,11,1,,99.47643979057592
1531,38MAX,Think,11,2,,86.91099476439791
1532,38MAX,Think,11,3,,52.35602094240838
1533,38MAX,Think,11,4,,25.654450261780106
1534,38MAX,Think,11,5,,13.089005235602095
1535,38MAX,Think,12,1,,96.8586387434555
1536,38MAX,Think,12,2,,76.96335078534031
1537,38MAX,Think,12,3,,39.26701570680628
1538,38MAX,Think,12,4,,15.18324607329843
1539,38MAX,Think,12,5,,5.7591623036649215
1540,38MAX,Think,13,1,,86.91099476439791
1541,38MAX,Think,13,2,,55.497382198952884
1542,38MAX,Think,13,3,,22.5130890052356
1543,38MAX,Think,13,4,,4.712041884816754
1544,38MAX,Think,13,5,,1.5706806282722512
1545,38MAX,Think,14,1,,89.52879581151832
1546,38MAX,Think,14,2,,42.40837696335078
1547,38MAX,Think,14,3,,9.947643979057592
1548,38MAX,Think,14,4,,2.094240837696335
1549,38MAX,Think,14,5,,0.0
1550,38MAX,Think,15,1,,82.72251308900523
1551,38MAX,Think,15,2,,37.17277486910995
1552,38MAX,Think,15,3,,9.424083769633508
1553,38MAX,Think,15,4,,2.6178010471204187
1554,38MAX,Think,15,5,,1.0471204188481675
1555,38MAX,Think,16,1,,96.8586387434555
1556,38MAX,Think,16,2,,62.82722513089005
1557,38MAX,Think,16,3,,16.75392670157068
1558,38MAX,Think,16,4,,3.1413612565445024
1559,38MAX,Think,16,5,,1.5706806282722512
1560,38MAX,Think,17,1,,98.95287958115183
1561,38MAX,Think,17,2,,73.82198952879581
1562,38MAX,Think,17,3,,24.083769633507853
1563,38MAX,Think,17,4,,7.853403141361256
1564,38MAX,Think,17,5,,2.6178010471204187
1565,38MAX,Think,18,1,,96.8586387434555
1566,38MAX,Think,18,2,,71.20418848167539
1567,38MAX,Think,18,3,,25.13089005235602
1568,38MAX,Think,18,4,,9.947643979057592
1569,38MAX,Think,18,5,,1.5706806282722512
1570,38MAX,Think,19,1,,97.38219895287958
1571,38MAX,Think,19,2,,84.81675392670157
1572,38MAX,Think,19,3,,40.31413612565445
1573,38MAX,Think,19,4,,15.18324607329843
1574,38MAX,Think,19,5,,7.329842931937172
1575,38MAX,Think,20,1,,97.38219895287958
1576,38MAX,Think,20,2,,75.39267015706807
1577,38MAX,Think,20,3,,34.55497382198953
1578,38MAX,Think,20,4,,12.56544502617801
1579,38MAX,Think,20,5,,5.2356020942408374
1580,38MAX,Think,21,1,,96.8586387434555
1581,38MAX,Think,21,2,,64.92146596858639
1582,38MAX,Think,21,3,,23.036649214659686
1583,38MAX,Think,21,4,,5.7591623036649215
1584,38MAX,Think,21,5,,0.5235602094240838
1585,38MAX,Think,22,1,,93.717277486911
1586,38MAX,Think,22,2,,54.973821989528794
1587,38MAX,Think,22,3,,14.136125654450263
1588,38MAX,Think,22,4,,2.6178010471204187
1589,38MAX,Think,22,5,,0.0
1590,38MAX,Think,23,1,,97.38219895287958
1591,38MAX,Think,23,2,,61.25654450261781
1592,38MAX,Think,23,3,,21.98952879581152
1593,38MAX,Think,23,4,,7.329842931937172
1594,38MAX,Think,23,5,,2.6178010471204187
1595,38MAX,Think,24,1,,96.33507853403141
1596,38MAX,Think,24,2,,70.68062827225131
1597,38MAX,Think,24,3,,25.654450261780106
1598,38MAX,Think,24,4,,10.99476439790576
1599,38MAX,Think,24,5,,4.712041884816754
1600,38MAX,Think,25,1,,99.47643979057592
1601,38MAX,Think,25,2,,89.00523560209425
1602,38MAX,Think,25,3,,53.92670157068062
1603,38MAX,Think,25,4,,25.654450261780106
1604,38MAX,Think,25,5,,11.518324607329843
1605,38MAX,Think,26,1,,94.76439790575915
1606,38MAX,Think,26,2,,43.455497382198956
1607,38MAX,Think,26,3,,8.37696335078534
1608,38MAX,Think,26,4,,1.5706806282722512
1609,38MAX,Think,26,5,,0.5235602094240838
1610,38MAX,Think,27,1,,96.8586387434555
1611,38MAX,Think,27,2,,42.93193717277487
1612,38MAX,Think,27,3,,6.282722513089005
1613,38MAX,Think,27,4,,1.0471204188481675
1614,38MAX,Think,27,5,,0.0
1615,38MAX,Think,28,1,,100.0
1616,38MAX,Think,28,2,,75.91623036649214
1617,38MAX,Think,28,3,,25.13089005235602
1618,38MAX,Think,28,4,,6.806282722513089
1619,38MAX,Think,28,5,,2.094240837696335
1620,38MAX,Think,29,1,,99.47643979057592
1621,38MAX,Think,29,2,,90.57591623036649
1622,38MAX,Think,29,3,,59.16230366492147
1623,38MAX,Think,29,4,,30.36649214659686
1624,38MAX,Think,29,5,,14.136125654450263
1625,38MAX,No-Think,5,1,0.47728965003723006,
1626,38MAX,No-Think,5,2,0.5625465376023828,
1627,38MAX,No-Think,5,3,0.4925539836187639,
1628,38MAX,No-Think,5,4,0.4936708860759494,
1629,38MAX,No-Think,5,5,0.5,
1630,38MAX,No-Think,6,1,0.4633283693224125,
1631,38MAX,No-Think,6,2,0.4772896500372301,
1632,38MAX,No-Think,6,3,0.5219657483246463,
1633,38MAX,No-Think,6,4,0.4936708860759494,
1634,38MAX,No-Think,6,5,0.5,
1635,38MAX,No-Think,7,1,0.47933730454206996,
1636,38MAX,No-Think,7,2,0.4890171258376768,
1637,38MAX,No-Think,7,3,0.49050632911392406,
1638,38MAX,No-Think,7,4,0.5,
1639,38MAX,No-Think,7,5,0.5,
1640,38MAX,No-Think,8,1,0.3922189128816084,
1641,38MAX,No-Think,8,2,0.4901340282948623,
1642,38MAX,No-Think,8,3,0.4873417721518987,
1643,38MAX,No-Think,8,4,0.49683544303797467,
1644,38MAX,No-Think,8,5,0.5,
1645,38MAX,No-Think,9,1,0.4696574832464631,
1646,38MAX,No-Think,9,2,0.43801191362620995,
1647,38MAX,No-Think,9,3,0.5482129560685033,
1648,38MAX,No-Think,9,4,0.5230826507818318,
1649,38MAX,No-Think,9,5,0.5,
1650,38MAX,No-Think,10,1,0.45699925539836184,
1651,38MAX,No-Think,10,2,0.4988830975428146,
1652,38MAX,No-Think,10,3,0.49441548771407295,
1653,38MAX,No-Think,10,4,0.5251303052866716,
1654,38MAX,No-Think,10,5,0.5083767684288905,
1655,38MAX,No-Think,11,1,0.48845867460908415,
1656,38MAX,No-Think,11,2,0.4877140729709606,
1657,38MAX,No-Think,11,3,0.42014147431124355,
1658,38MAX,No-Think,11,4,0.4700297840655249,
1659,38MAX,No-Think,11,5,0.5344378257632167,
1660,38MAX,No-Think,12,1,0.471705137751303,
1661,38MAX,No-Think,12,2,0.5173119880863737,
1662,38MAX,No-Think,12,3,0.4592330603127327,
1663,38MAX,No-Think,12,4,0.4901340282948623,
1664,38MAX,No-Think,12,5,0.48827252419955325,
1665,38MAX,No-Think,13,1,0.49069247952345496,
1666,38MAX,No-Think,13,2,0.5178704393149665,
1667,38MAX,No-Think,13,3,0.5227103499627699,
1668,38MAX,No-Think,13,4,0.5156366344005956,
1669,38MAX,No-Think,13,5,0.5115413253909158,
1670,38MAX,No-Think,14,1,0.5454206999255399,
1671,38MAX,No-Think,14,2,0.5381608339538346,
1672,38MAX,No-Think,14,3,0.4966492926284437,
1673,38MAX,No-Think,14,4,0.49050632911392406,
1674,38MAX,No-Think,14,5,0.4936708860759494,
1675,38MAX,No-Think,15,1,0.48976172747580043,
1676,38MAX,No-Think,15,2,0.5361131794489948,
1677,38MAX,No-Think,15,3,0.5240134028294862,
1678,38MAX,No-Think,15,4,0.5199180938198064,
1679,38MAX,No-Think,15,5,0.5147058823529411,
1680,38MAX,No-Think,16,1,0.5031645569620253,
1681,38MAX,No-Think,16,2,0.546909903201787,
1682,38MAX,No-Think,16,3,0.5688756515264334,
1683,38MAX,No-Think,16,4,0.5061429635145197,
1684,38MAX,No-Think,16,5,0.49571854058078924,
1685,38MAX,No-Think,17,1,0.5189873417721519,
1686,38MAX,No-Think,17,2,0.5362993298585257,
1687,38MAX,No-Think,17,3,0.49944154877140734,
1688,38MAX,No-Think,17,4,0.49032017870439315,
1689,38MAX,No-Think,17,5,0.5135889798957558,
1690,38MAX,No-Think,18,1,0.5011169024571853,
1691,38MAX,No-Think,18,2,0.4637006701414743,
1692,38MAX,No-Think,18,3,0.5644080416976918,
1693,38MAX,No-Think,18,4,0.5269918093819806,
1694,38MAX,No-Think,18,5,0.5020476545048399,
1695,38MAX,No-Think,19,1,0.5011169024571853,
1696,38MAX,No-Think,19,2,0.5266195085629188,
1697,38MAX,No-Think,19,3,0.5746463142218913,
1698,38MAX,No-Think,19,4,0.5625465376023828,
1699,38MAX,No-Think,19,5,0.5323901712583767,
1700,38MAX,No-Think,20,1,0.471705137751303,
1701,38MAX,No-Think,20,2,0.5109828741623231,
1702,38MAX,No-Think,20,3,0.4908786299329858,
1703,38MAX,No-Think,20,4,0.49758004467609823,
1704,38MAX,No-Think,20,5,0.509307520476545,
1705,38MAX,No-Think,21,1,0.481198808637379,
1706,38MAX,No-Think,21,2,0.5217795979151154,
1707,38MAX,No-Think,21,3,0.5699925539836188,
1708,38MAX,No-Think,21,4,0.5188011913626209,
1709,38MAX,No-Think,21,5,0.48417721518987344,
1710,38MAX,No-Think,22,1,0.5137751303052867,
1711,38MAX,No-Think,22,2,0.4609084139985108,
1712,38MAX,No-Think,22,3,0.5711094564408041,
1713,38MAX,No-Think,22,4,0.5104244229337305,
1714,38MAX,No-Think,22,5,0.49683544303797467,
1715,38MAX,No-Think,23,1,0.5042814594192108,
1716,38MAX,No-Think,23,2,0.45867460908414,
1717,38MAX,No-Think,23,3,0.49944154877140734,
1718,38MAX,No-Think,23,4,0.49348473566641843,
1719,38MAX,No-Think,23,5,0.5052122114668652,
1720,38MAX,No-Think,24,1,0.4780342516753537,
1721,38MAX,No-Think,24,2,0.4553239017125838,
1722,38MAX,No-Think,24,3,0.43708116157855553,
1723,38MAX,No-Think,24,4,0.4629560685033507,
1724,38MAX,No-Think,24,5,0.48306031273268796,
1725,38MAX,No-Think,25,1,0.5063291139240507,
1726,38MAX,No-Think,25,2,0.45941921072226355,
1727,38MAX,No-Think,25,3,0.5106105733432614,
1728,38MAX,No-Think,25,4,0.5353685778108712,
1729,38MAX,No-Think,25,5,0.5208488458674609,
1730,38MAX,No-Think,26,1,0.49069247952345496,
1731,38MAX,No-Think,26,2,0.5537974683544303,
1732,38MAX,No-Think,26,3,0.5618019359642591,
1733,38MAX,No-Think,26,4,0.49683544303797467,
1734,38MAX,No-Think,26,5,0.49683544303797467,
1735,38MAX,No-Think,27,1,0.5189873417721519,
1736,38MAX,No-Think,27,2,0.5547282204020849,
1737,38MAX,No-Think,27,3,0.5260610573343261,
1738,38MAX,No-Think,27,4,0.5083767684288905,
1739,38MAX,No-Think,27,5,0.5,
1740,38MAX,No-Think,28,1,0.5126582278481013,
1741,38MAX,No-Think,28,2,0.5026061057334326,
1742,38MAX,No-Think,28,3,0.522524199553239,
1743,38MAX,No-Think,28,4,0.5597542814594192,
1744,38MAX,No-Think,28,5,0.4936708860759494,
1745,38MAX,No-Think,29,1,0.5063291139240507,
1746,38MAX,No-Think,29,2,0.4929262844378258,
1747,38MAX,No-Think,29,3,0.533693224125093,
1748,38MAX,No-Think,29,4,0.5625465376023828,
1749,38MAX,No-Think,29,5,0.5061429635145197,
1750,39BDA,Think,5,1,,91.75824175824175
1751,39BDA,Think,5,2,,41.75824175824176
1752,39BDA,Think,5,3,,8.241758241758241
1753,39BDA,Think,5,4,,2.7472527472527473
1754,39BDA,Think,5,5,,0.0
1755,39BDA,Think,6,1,,93.95604395604396
1756,39BDA,Think,6,2,,62.08791208791209
1757,39BDA,Think,6,3,,17.032967032967033
1758,39BDA,Think,6,4,,8.241758241758241
1759,39BDA,Think,6,5,,1.6483516483516485
1760,39BDA,Think,7,1,,90.65934065934066
1761,39BDA,Think,7,2,,31.868131868131865
1762,39BDA,Think,7,3,,6.593406593406594
1763,39BDA,Think,7,4,,2.7472527472527473
1764,39BDA,Think,7,5,,1.6483516483516485
1765,39BDA,Think,8,1,,58.791208791208796
1766,39BDA,Think,8,2,,9.340659340659341
1767,39BDA,Think,8,3,,1.6483516483516485
1768,39BDA,Think,8,4,,0.0
1769,39BDA,Think,8,5,,0.0
1770,39BDA,Think,9,1,,84.06593406593407
1771,39BDA,Think,9,2,,39.010989010989015
1772,39BDA,Think,9,3,,10.43956043956044
1773,39BDA,Think,9,4,,2.7472527472527473
1774,39BDA,Think,9,5,,0.5494505494505495
1775,39BDA,Think,10,1,,85.16483516483517
1776,39BDA,Think,10,2,,43.956043956043956
1777,39BDA,Think,10,3,,14.835164835164836
1778,39BDA,Think,10,4,,3.8461538461538463
1779,39BDA,Think,10,5,,2.7472527472527473
1780,39BDA,Think,11,1,,63.73626373626373
1781,39BDA,Think,11,2,,23.626373626373624
1782,39BDA,Think,11,3,,7.142857142857142
1783,39BDA,Think,11,4,,2.197802197802198
1784,39BDA,Think,11,5,,0.5494505494505495
1785,39BDA,Think,12,1,,55.494505494505496
1786,39BDA,Think,12,2,,19.78021978021978
1787,39BDA,Think,12,3,,6.593406593406594
1788,39BDA,Think,12,4,,3.296703296703297
1789,39BDA,Think,12,5,,0.0
1790,39BDA,Think,13,1,,30.21978021978022
1791,39BDA,Think,13,2,,2.197802197802198
1792,39BDA,Think,13,3,,0.5494505494505495
1793,39BDA,Think,13,4,,0.0
1794,39BDA,Think,13,5,,0.0
1795,39BDA,Think,14,1,,84.61538461538461
1796,39BDA,Think,14,2,,32.417582417582416
1797,39BDA,Think,14,3,,7.142857142857142
1798,39BDA,Think,14,4,,1.6483516483516485
1799,39BDA,Think,14,5,,0.5494505494505495
1800,39BDA,Think,15,1,,91.20879120879121
1801,39BDA,Think,15,2,,54.395604395604394
1802,39BDA,Think,15,3,,18.681318681318682
1803,39BDA,Think,15,4,,7.142857142857142
1804,39BDA,Think,15,5,,3.8461538461538463
1805,39BDA,Think,16,1,,88.46153846153845
1806,39BDA,Think,16,2,,48.35164835164835
1807,39BDA,Think,16,3,,15.934065934065933
1808,39BDA,Think,16,4,,5.4945054945054945
1809,39BDA,Think,16,5,,2.197802197802198
1810,39BDA,Think,17,1,,93.95604395604396
1811,39BDA,Think,17,2,,45.05494505494506
1812,39BDA,Think,17,3,,10.989010989010989
1813,39BDA,Think,17,4,,3.296703296703297
1814,39BDA,Think,17,5,,1.6483516483516485
1815,39BDA,Think,18,1,,89.01098901098901
1816,39BDA,Think,18,2,,46.15384615384615
1817,39BDA,Think,18,3,,10.989010989010989
1818,39BDA,Think,18,4,,3.296703296703297
1819,39BDA,Think,18,5,,1.098901098901099
1820,39BDA,Think,19,1,,93.4065934065934
1821,39BDA,Think,19,2,,46.7032967032967
1822,39BDA,Think,19,3,,13.736263736263737
1823,39BDA,Think,19,4,,7.142857142857142
1824,39BDA,Think,19,5,,4.395604395604396
1825,39BDA,Think,20,1,,92.85714285714286
1826,39BDA,Think,20,2,,45.05494505494506
1827,39BDA,Think,20,3,,15.384615384615385
1828,39BDA,Think,20,4,,5.4945054945054945
1829,39BDA,Think,20,5,,2.197802197802198
1830,39BDA,Think,21,1,,79.67032967032966
1831,39BDA,Think,21,2,,14.285714285714285
1832,39BDA,Think,21,3,,1.6483516483516485
1833,39BDA,Think,21,4,,0.5494505494505495
1834,39BDA,Think,21,5,,0.0
1835,39BDA,Think,22,1,,81.86813186813187
1836,39BDA,Think,22,2,,20.32967032967033
1837,39BDA,Think,22,3,,3.296703296703297
1838,39BDA,Think,22,4,,1.6483516483516485
1839,39BDA,Think,22,5,,0.0
1840,39BDA,Think,23,1,,87.91208791208791
1841,39BDA,Think,23,2,,35.16483516483517
1842,39BDA,Think,23,3,,3.296703296703297
1843,39BDA,Think,23,4,,0.0
1844,39BDA,Think,23,5,,0.0
1845,39BDA,Think,24,1,,92.85714285714286
1846,39BDA,Think,24,2,,51.64835164835166
1847,39BDA,Think,24,3,,13.736263736263737
1848,39BDA,Think,24,4,,5.4945054945054945
1849,39BDA,Think,24,5,,0.5494505494505495
1850,39BDA,Think,25,1,,96.7032967032967
1851,39BDA,Think,25,2,,68.13186813186813
1852,39BDA,Think,25,3,,23.626373626373624
1853,39BDA,Think,25,4,,10.989010989010989
1854,39BDA,Think,25,5,,5.4945054945054945
1855,39BDA,Think,26,1,,89.56043956043956
1856,39BDA,Think,26,2,,31.868131868131865
1857,39BDA,Think,26,3,,7.142857142857142
1858,39BDA,Think,26,4,,3.296703296703297
1859,39BDA,Think,26,5,,1.098901098901099
1860,39BDA,Think,27,1,,82.96703296703298
1861,39BDA,Think,27,2,,26.923076923076923
1862,39BDA,Think,27,3,,3.8461538461538463
1863,39BDA,Think,27,4,,2.197802197802198
1864,39BDA,Think,27,5,,1.098901098901099
1865,39BDA,Think,28,1,,87.36263736263736
1866,39BDA,Think,28,2,,24.175824175824175
1867,39BDA,Think,28,3,,4.945054945054945
1868,39BDA,Think,28,4,,0.0
1869,39BDA,Think,28,5,,0.0
1870,39BDA,Think,29,1,,91.75824175824175
1871,39BDA,Think,29,2,,29.120879120879124
1872,39BDA,Think,29,3,,4.395604395604396
1873,39BDA,Think,29,4,,0.5494505494505495
1874,39BDA,Think,29,5,,0.0
1875,39BDA,No-Think,5,1,0.4751984126984127,
1876,39BDA,No-Think,5,2,0.5109126984126984,
1877,39BDA,No-Think,5,3,0.5163690476190477,
1878,39BDA,No-Think,5,4,0.4930555555555556,
1879,39BDA,No-Think,5,5,0.4965277777777778,
1880,39BDA,No-Think,6,1,0.5213293650793651,
1881,39BDA,No-Think,6,2,0.529265873015873,
1882,39BDA,No-Think,6,3,0.5,
1883,39BDA,No-Think,6,4,0.49255952380952384,
1884,39BDA,No-Think,6,5,0.4791666666666667,
1885,39BDA,No-Think,7,1,0.5099206349206349,
1886,39BDA,No-Think,7,2,0.521329365079365,
1887,39BDA,No-Think,7,3,0.4841269841269841,
1888,39BDA,No-Think,7,4,0.4965277777777778,
1889,39BDA,No-Think,7,5,0.5,
1890,39BDA,No-Think,8,1,0.5615079365079365,
1891,39BDA,No-Think,8,2,0.49801587301587297,
1892,39BDA,No-Think,8,3,0.4965277777777778,
1893,39BDA,No-Think,8,4,0.5,
1894,39BDA,No-Think,8,5,0.5,
1895,39BDA,No-Think,9,1,0.5396825396825397,
1896,39BDA,No-Think,9,2,0.5297619047619048,
1897,39BDA,No-Think,9,3,0.5287698412698413,
1898,39BDA,No-Think,9,4,0.4965277777777778,
1899,39BDA,No-Think,9,5,0.5,
1900,39BDA,No-Think,10,1,0.5223214285714286,
1901,39BDA,No-Think,10,2,0.5629960317460317,
1902,39BDA,No-Think,10,3,0.513888888888889,
1903,39BDA,No-Think,10,4,0.49801587301587297,
1904,39BDA,No-Think,10,5,0.4965277777777778,
1905,39BDA,No-Think,11,1,0.5620039682539683,
1906,39BDA,No-Think,11,2,0.5456349206349206,
1907,39BDA,No-Think,11,3,0.5148809523809523,
1908,39BDA,No-Think,11,4,0.5168650793650794,
1909,39BDA,No-Think,11,5,0.5,
1910,39BDA,No-Think,12,1,0.5674603174603174,
1911,39BDA,No-Think,12,2,0.501984126984127,
1912,39BDA,No-Think,12,3,0.49950396825396826,
1913,39BDA,No-Think,12,4,0.4930555555555556,
1914,39BDA,No-Think,12,5,0.4965277777777778,
1915,39BDA,No-Think,13,1,0.521329365079365,
1916,39BDA,No-Think,13,2,0.4965277777777778,
1917,39BDA,No-Think,13,3,0.5,
1918,39BDA,No-Think,13,4,0.5,
1919,39BDA,No-Think,13,5,0.5,
1920,39BDA,No-Think,14,1,0.5515873015873016,
1921,39BDA,No-Think,14,2,0.5466269841269842,
1922,39BDA,No-Think,14,3,0.4890873015873016,
1923,39BDA,No-Think,14,4,0.5049603174603174,
1924,39BDA,No-Think,14,5,0.5119047619047619,
1925,39BDA,No-Think,15,1,0.5505952380952381,
1926,39BDA,No-Think,15,2,0.5406746031746033,
1927,39BDA,No-Think,15,3,0.5183531746031746,
1928,39BDA,No-Think,15,4,0.5009920634920635,
1929,39BDA,No-Think,15,5,0.5114087301587301,
1930,39BDA,No-Think,16,1,0.5084325396825397,
1931,39BDA,No-Think,16,2,0.45486111111111105,
1932,39BDA,No-Think,16,3,0.5104166666666666,
1933,39BDA,No-Think,16,4,0.49603174603174605,
1934,39BDA,No-Think,16,5,0.5014880952380952,
1935,39BDA,No-Think,17,1,0.5084325396825397,
1936,39BDA,No-Think,17,2,0.40277777777777773,
1937,39BDA,No-Think,17,3,0.4558531746031746,
1938,39BDA,No-Think,17,4,0.49801587301587297,
1939,39BDA,No-Think,17,5,0.5049603174603174,
1940,39BDA,No-Think,18,1,0.5342261904761905,
1941,39BDA,No-Think,18,2,0.5114087301587301,
1942,39BDA,No-Think,18,3,0.4489087301587301,
1943,39BDA,No-Think,18,4,0.5064484126984127,
1944,39BDA,No-Think,18,5,0.4965277777777778,
1945,39BDA,No-Think,19,1,0.5029761904761905,
1946,39BDA,No-Think,19,2,0.5396825396825398,
1947,39BDA,No-Think,19,3,0.5282738095238095,
1948,39BDA,No-Think,19,4,0.5287698412698413,
1949,39BDA,No-Think,19,5,0.5,
1950,39BDA,No-Think,20,1,0.5183531746031746,
1951,39BDA,No-Think,20,2,0.5104166666666666,
1952,39BDA,No-Think,20,3,0.5079365079365079,
1953,39BDA,No-Think,20,4,0.5,
1954,39BDA,No-Think,20,5,0.5,
1955,39BDA,No-Think,21,1,0.527281746031746,
1956,39BDA,No-Think,21,2,0.550595238095238,
1957,39BDA,No-Think,21,3,0.49255952380952384,
1958,39BDA,No-Think,21,4,0.5238095238095238,
1959,39BDA,No-Think,21,5,0.5,
1960,39BDA,No-Think,22,1,0.5396825396825397,
1961,39BDA,No-Think,22,2,0.4880952380952381,
1962,39BDA,No-Think,22,3,0.4895833333333333,
1963,39BDA,No-Think,22,4,0.4965277777777778,
1964,39BDA,No-Think,22,5,0.4965277777777778,
1965,39BDA,No-Think,23,1,0.48214285714285715,
1966,39BDA,No-Think,23,2,0.5153769841269842,
1967,39BDA,No-Think,23,3,0.5009920634920635,
1968,39BDA,No-Think,23,4,0.5049603174603174,
1969,39BDA,No-Think,23,5,0.5119047619047619,
1970,39BDA,No-Think,24,1,0.4970238095238095,
1971,39BDA,No-Think,24,2,0.41865079365079366,
1972,39BDA,No-Think,24,3,0.49950396825396826,
1973,39BDA,No-Think,24,4,0.4871031746031746,
1974,39BDA,No-Think,24,5,0.4826388888888889,
1975,39BDA,No-Think,25,1,0.501984126984127,
1976,39BDA,No-Think,25,2,0.5124007936507937,
1977,39BDA,No-Think,25,3,0.4935515873015872,
1978,39BDA,No-Think,25,4,0.47271825396825395,
1979,39BDA,No-Think,25,5,0.5213293650793651,
1980,39BDA,No-Think,26,1,0.47222222222222227,
1981,39BDA,No-Think,26,2,0.5208333333333333,
1982,39BDA,No-Think,26,3,0.4836309523809524,
1983,39BDA,No-Think,26,4,0.4861111111111111,
1984,39BDA,No-Think,26,5,0.4965277777777778,
1985,39BDA,No-Think,27,1,0.4831349206349206,
1986,39BDA,No-Think,27,2,0.4652777777777778,
1987,39BDA,No-Think,27,3,0.47718253968253965,
1988,39BDA,No-Think,27,4,0.4930555555555556,
1989,39BDA,No-Think,27,5,0.5,
1990,39BDA,No-Think,28,1,0.45882936507936506,
1991,39BDA,No-Think,28,2,0.49255952380952384,
1992,39BDA,No-Think,28,3,0.49950396825396826,
1993,39BDA,No-Think,28,4,0.4930555555555556,
1994,39BDA,No-Think,28,5,0.5,
1995,39BDA,No-Think,29,1,0.5386904761904762,
1996,39BDA,No-Think,29,2,0.5074404761904762,
1997,39BDA,No-Think,29,3,0.49950396825396826,
1998,39BDA,No-Think,29,4,0.4965277777777778,
1999,39BDA,No-Think,29,5,0.5,
2000,40MMA,Think,5,1,,94.68085106382979
2001,40MMA,Think,5,2,,48.40425531914894
2002,40MMA,Think,5,3,,12.76595744680851
2003,40MMA,Think,5,4,,3.1914893617021276
2004,40MMA,Think,5,5,,0.0
2005,40MMA,Think,6,1,,89.36170212765957
2006,40MMA,Think,6,2,,25.0
2007,40MMA,Think,6,3,,7.446808510638298
2008,40MMA,Think,6,4,,2.6595744680851063
2009,40MMA,Think,6,5,,0.0
2010,40MMA,Think,7,1,,84.57446808510637
2011,40MMA,Think,7,2,,30.319148936170215
2012,40MMA,Think,7,3,,6.914893617021277
2013,40MMA,Think,7,4,,1.0638297872340425
2014,40MMA,Think,7,5,,0.0
2015,40MMA,Think,8,1,,90.95744680851064
