,Subject,Condition,Time,Length,AUC,Percent_intrusion
3175,45MJA,No-Think,15,1,0.5140845070422535,
3176,45MJA,No-Think,15,2,0.5589406001224739,
3177,45MJA,No-Think,15,3,0.5361298224127373,
3178,45MJA,No-Think,15,4,0.5398040416411514,
3179,45MJA,No-Think,15,5,0.49831598285364354,
3180,45MJA,No-Think,16,1,0.5035211267605634,
3181,45MJA,No-Think,16,2,0.5352112676056338,
3182,45MJA,No-Think,16,3,0.5097979179424372,
3183,45MJA,No-Think,16,4,0.505511328842621,
3184,45MJA,No-Think,16,5,0.5027556644213105,
3185,45MJA,No-Think,17,1,0.5,
3186,45MJA,No-Think,17,2,0.5134721371708512,
3187,45MJA,No-Think,17,3,0.5091855480710349,
3188,45MJA,No-Think,17,4,0.48729332516840174,
3189,45MJA,No-Think,17,5,0.513931414574403,
3190,45MJA,No-Think,18,1,0.5,
3191,45MJA,No-Think,18,2,0.4617268830373546,
3192,45MJA,No-Think,18,3,0.45208205756276787,
3193,45MJA,No-Think,18,4,0.45223515003061854,
3194,45MJA,No-Think,18,5,0.48683404776485,
3195,45MJA,No-Think,19,1,0.5070422535211268,
3196,45MJA,No-Think,19,2,0.5476117575015309,
3197,45MJA,No-Think,19,3,0.527097366809553,
3198,45MJA,No-Think,19,4,0.5185241886099204,
3199,45MJA,No-Think,19,5,0.49295774647887325,
3200,45MJA,No-Think,20,1,0.5,
3201,45MJA,No-Think,20,2,0.47963870177587264,
3202,45MJA,No-Think,20,3,0.4485609308022045,
3203,45MJA,No-Think,20,4,0.43049601959583594,
3204,45MJA,No-Think,20,5,0.45805266380894066,
3205,45MJA,No-Think,21,1,0.4926515615431721,
3206,45MJA,No-Think,21,2,0.4946417636252296,
3207,45MJA,No-Think,21,3,0.3992651561543172,
3208,45MJA,No-Think,21,4,0.46432945499081446,
3209,45MJA,No-Think,21,5,0.4583588487446417,
3210,45MJA,No-Think,22,1,0.4926515615431721,
3211,45MJA,No-Think,22,2,0.4940293937538273,
3212,45MJA,No-Think,22,3,0.42835272504592775,
3213,45MJA,No-Think,22,4,0.4569810165339865,
3214,45MJA,No-Think,22,5,0.49096754439681567,
3215,45MJA,No-Think,23,1,0.5176056338028169,
3216,45MJA,No-Think,23,2,0.4839252908756889,
3217,45MJA,No-Think,23,3,0.4595835884874464,
3218,45MJA,No-Think,23,4,0.47213717085119417,
3219,45MJA,No-Think,23,5,0.49295774647887325,
3220,45MJA,No-Think,24,1,0.49969381506429883,
3221,45MJA,No-Think,24,2,0.5176056338028169,
3222,45MJA,No-Think,24,3,0.5050520514390693,
3223,45MJA,No-Think,24,4,0.5041334966319657,
3224,45MJA,No-Think,24,5,0.49295774647887325,
3225,45MJA,No-Think,25,1,0.4891304347826087,
3226,45MJA,No-Think,25,2,0.5127066748315983,
3227,45MJA,No-Think,25,3,0.513931414574403,
3228,45MJA,No-Think,25,4,0.5191365584813227,
3229,45MJA,No-Think,25,5,0.5111757501530925,
3230,45MJA,No-Think,26,1,0.5035211267605634,
3231,45MJA,No-Think,26,2,0.481322718922229,
3232,45MJA,No-Think,26,3,0.5071953459889774,
3233,45MJA,No-Think,26,4,0.5012247397428047,
3234,45MJA,No-Think,26,5,0.5076546233925291,
3235,45MJA,No-Think,27,1,0.48882424984690753,
3236,45MJA,No-Think,27,2,0.5258726270667484,
3237,45MJA,No-Think,27,3,0.4989283527250459,
3238,45MJA,No-Think,27,4,0.5079608083282302,
3239,45MJA,No-Think,27,5,0.4894366197183099,
3240,45MJA,No-Think,28,1,0.5070422535211268,
3241,45MJA,No-Think,28,2,0.5629210042865891,
3242,45MJA,No-Think,28,3,0.5277097366809553,
3243,45MJA,No-Think,28,4,0.5223515003061849,
3244,45MJA,No-Think,28,5,0.5146968769136558,
3245,45MJA,No-Think,29,1,0.5070422535211268,
3246,45MJA,No-Think,29,2,0.5267911818738518,
3247,45MJA,No-Think,29,3,0.5408756889161054,
3248,45MJA,No-Think,29,4,0.5255664421310472,
3249,45MJA,No-Think,29,5,0.4964788732394366,
3250,46SQU,Think,5,1,,98.94179894179894
3251,46SQU,Think,5,2,,86.24338624338624
3252,46SQU,Think,5,3,,42.857142857142854
3253,46SQU,Think,5,4,,21.164021164021165
3254,46SQU,Think,5,5,,8.465608465608465
3255,46SQU,Think,6,1,,99.47089947089947
3256,46SQU,Think,6,2,,65.60846560846561
3257,46SQU,Think,6,3,,16.402116402116402
3258,46SQU,Think,6,4,,3.7037037037037033
3259,46SQU,Think,6,5,,0.5291005291005291
3260,46SQU,Think,7,1,,100.0
3261,46SQU,Think,7,2,,73.54497354497354
3262,46SQU,Think,7,3,,33.33333333333333
3263,46SQU,Think,7,4,,11.64021164021164
3264,46SQU,Think,7,5,,4.761904761904762
3265,46SQU,Think,8,1,,99.47089947089947
3266,46SQU,Think,8,2,,65.60846560846561
3267,46SQU,Think,8,3,,21.164021164021165
3268,46SQU,Think,8,4,,7.936507936507936
3269,46SQU,Think,8,5,,2.1164021164021163
3270,46SQU,Think,9,1,,100.0
3271,46SQU,Think,9,2,,87.83068783068782
3272,46SQU,Think,9,3,,53.96825396825397
3273,46SQU,Think,9,4,,26.455026455026452
3274,46SQU,Think,9,5,,14.285714285714285
3275,46SQU,Think,10,1,,100.0
3276,46SQU,Think,10,2,,95.23809523809523
3277,46SQU,Think,10,3,,69.31216931216932
3278,46SQU,Think,10,4,,48.148148148148145
3279,46SQU,Think,10,5,,34.39153439153439
3280,46SQU,Think,11,1,,98.94179894179894
3281,46SQU,Think,11,2,,80.42328042328042
3282,46SQU,Think,11,3,,47.08994708994709
3283,46SQU,Think,11,4,,30.158730158730158
3284,46SQU,Think,11,5,,18.51851851851852
3285,46SQU,Think,12,1,,95.76719576719577
3286,46SQU,Think,12,2,,79.8941798941799
3287,46SQU,Think,12,3,,47.08994708994709
3288,46SQU,Think,12,4,,31.216931216931215
3289,46SQU,Think,12,5,,21.164021164021165
3290,46SQU,Think,13,1,,92.5925925925926
3291,46SQU,Think,13,2,,61.904761904761905
3292,46SQU,Think,13,3,,21.693121693121693
3293,46SQU,Think,13,4,,10.052910052910052
3294,46SQU,Think,13,5,,4.761904761904762
3295,46SQU,Think,14,1,,89.41798941798942
3296,46SQU,Think,14,2,,45.5026455026455
3297,46SQU,Think,14,3,,12.16931216931217
3298,46SQU,Think,14,4,,4.761904761904762
3299,46SQU,Think,14,5,,2.6455026455026456
3300,46SQU,Think,15,1,,96.82539682539682
3301,46SQU,Think,15,2,,64.02116402116403
3302,46SQU,Think,15,3,,24.867724867724867
3303,46SQU,Think,15,4,,7.4074074074074066
3304,46SQU,Think,15,5,,3.1746031746031744
3305,46SQU,Think,16,1,,86.24338624338624
3306,46SQU,Think,16,2,,37.56613756613756
3307,46SQU,Think,16,3,,12.698412698412698
3308,46SQU,Think,16,4,,4.232804232804233
3309,46SQU,Think,16,5,,1.5873015873015872
3310,46SQU,Think,17,1,,78.83597883597884
3311,46SQU,Think,17,2,,29.629629629629626
3312,46SQU,Think,17,3,,6.878306878306878
3313,46SQU,Think,17,4,,1.0582010582010581
3314,46SQU,Think,17,5,,0.0
3315,46SQU,Think,18,1,,85.71428571428571
3316,46SQU,Think,18,2,,28.57142857142857
3317,46SQU,Think,18,3,,8.465608465608465
3318,46SQU,Think,18,4,,2.6455026455026456
3319,46SQU,Think,18,5,,0.0
3320,46SQU,Think,19,1,,76.19047619047619
3321,46SQU,Think,19,2,,12.698412698412698
3322,46SQU,Think,19,3,,1.0582010582010581
3323,46SQU,Think,19,4,,0.0
3324,46SQU,Think,19,5,,0.0
3325,46SQU,Think,20,1,,93.65079365079364
3326,46SQU,Think,20,2,,38.095238095238095
3327,46SQU,Think,20,3,,13.756613756613756
3328,46SQU,Think,20,4,,2.6455026455026456
3329,46SQU,Think,20,5,,0.0
3330,46SQU,Think,21,1,,88.35978835978835
3331,46SQU,Think,21,2,,24.33862433862434
3332,46SQU,Think,21,3,,5.291005291005291
3333,46SQU,Think,21,4,,0.5291005291005291
3334,46SQU,Think,21,5,,0.0
3335,46SQU,Think,22,1,,92.06349206349206
3336,46SQU,Think,22,2,,24.867724867724867
3337,46SQU,Think,22,3,,2.6455026455026456
3338,46SQU,Think,22,4,,0.5291005291005291
3339,46SQU,Think,22,5,,0.0
3340,46SQU,Think,23,1,,88.88888888888889
3341,46SQU,Think,23,2,,15.873015873015872
3342,46SQU,Think,23,3,,2.6455026455026456
3343,46SQU,Think,23,4,,0.0
3344,46SQU,Think,23,5,,0.0
3345,46SQU,Think,24,1,,90.47619047619048
3346,46SQU,Think,24,2,,15.343915343915343
3347,46SQU,Think,24,3,,1.0582010582010581
3348,46SQU,Think,24,4,,0.0
3349,46SQU,Think,24,5,,0.0
3350,46SQU,Think,25,1,,89.94708994708994
3351,46SQU,Think,25,2,,21.164021164021165
3352,46SQU,Think,25,3,,1.0582010582010581
3353,46SQU,Think,25,4,,0.0
3354,46SQU,Think,25,5,,0.0
3355,46SQU,Think,26,1,,93.65079365079364
3356,46SQU,Think,26,2,,32.27513227513227
3357,46SQU,Think,26,3,,5.82010582010582
3358,46SQU,Think,26,4,,1.0582010582010581
3359,46SQU,Think,26,5,,0.5291005291005291
3360,46SQU,Think,27,1,,94.70899470899471
3361,46SQU,Think,27,2,,51.85185185185185
3362,46SQU,Think,27,3,,14.285714285714285
3363,46SQU,Think,27,4,,4.232804232804233
3364,46SQU,Think,27,5,,2.1164021164021163
3365,46SQU,Think,28,1,,89.41798941798942
3366,46SQU,Think,28,2,,29.100529100529098
3367,46SQU,Think,28,3,,6.349206349206349
3368,46SQU,Think,28,4,,0.5291005291005291
3369,46SQU,Think,28,5,,0.0
3370,46SQU,Think,29,1,,96.82539682539682
3371,46SQU,Think,29,2,,38.095238095238095
3372,46SQU,Think,29,3,,4.761904761904762
3373,46SQU,Think,29,4,,0.5291005291005291
3374,46SQU,Think,29,5,,0.0
3375,46SQU,No-Think,5,1,0.5147058823529411,
3376,46SQU,No-Think,5,2,0.46432015429122464,
3377,46SQU,No-Think,5,3,0.5233847637415623,
3378,46SQU,No-Think,5,4,0.5354387656702024,
3379,46SQU,No-Think,5,5,0.5165139826422372,
3380,46SQU,No-Think,6,1,0.49505785920925743,
3381,46SQU,No-Think,6,2,0.46648987463838,
3382,46SQU,No-Think,6,3,0.5002410800385727,
3383,46SQU,No-Think,6,4,0.5016875602700097,
3384,46SQU,No-Think,6,5,0.5040983606557377,
3385,46SQU,No-Think,7,1,0.5,
3386,46SQU,No-Think,7,2,0.4684185149469624,
3387,46SQU,No-Think,7,3,0.4594985535197685,
3388,46SQU,No-Think,7,4,0.4796287367405979,
3389,46SQU,No-Think,7,5,0.49264705882352944,
3390,46SQU,No-Think,8,1,0.4918032786885246,
3391,46SQU,No-Think,8,2,0.4543153326904532,
3392,46SQU,No-Think,8,3,0.5059064609450338,
3393,46SQU,No-Think,8,4,0.5245901639344263,
3394,46SQU,No-Think,8,5,0.5081967213114754,
3395,46SQU,No-Think,9,1,0.4959016393442623,
3396,46SQU,No-Think,9,2,0.4965043394406943,
3397,46SQU,No-Think,9,3,0.491923818707811,
3398,46SQU,No-Think,9,4,0.4825216972034716,
3399,46SQU,No-Think,9,5,0.49939729990356796,
3400,46SQU,No-Think,10,1,0.4959016393442623,
3401,46SQU,No-Think,10,2,0.5039778206364512,
3402,46SQU,No-Think,10,3,0.4824011571841852,
3403,46SQU,No-Think,10,4,0.48782545805207334,
3404,46SQU,No-Think,10,5,0.5423095467695275,
3405,46SQU,No-Think,11,1,0.4909594985535197,
3406,46SQU,No-Think,11,2,0.475168756027001,
3407,46SQU,No-Think,11,3,0.4541947926711668,
3408,46SQU,No-Think,11,4,0.4792671166827387,
3409,46SQU,No-Think,11,5,0.4872227579556413,
3410,46SQU,No-Think,12,1,0.4909594985535197,
3411,46SQU,No-Think,12,2,0.4669720347155255,
3412,46SQU,No-Think,12,3,0.4983124397299904,
3413,46SQU,No-Think,12,4,0.4808341369334619,
3414,46SQU,No-Think,12,5,0.4995178399228545,
3415,46SQU,No-Think,13,1,0.4990356798457088,
3416,46SQU,No-Think,13,2,0.5213355834136933,
3417,46SQU,No-Think,13,3,0.506870781099325,
3418,46SQU,No-Think,13,4,0.5165139826422372,
3419,46SQU,No-Think,13,5,0.5131388621022179,
3420,46SQU,No-Think,14,1,0.5079556412729026,
3421,46SQU,No-Think,14,2,0.5014464802314369,
3422,46SQU,No-Think,14,3,0.5329074252651881,
3423,46SQU,No-Think,14,4,0.5057859209257474,
3424,46SQU,No-Think,14,5,0.5008437801350049,
3425,46SQU,No-Think,15,1,0.523625843780135,
3426,46SQU,No-Think,15,2,0.5353182256509161,
3427,46SQU,No-Think,15,3,0.5338717454194792,
3428,46SQU,No-Think,15,4,0.5050626808100289,
3429,46SQU,No-Think,15,5,0.5016875602700097,
3430,46SQU,No-Think,16,1,0.5144648023143683,
3431,46SQU,No-Think,16,2,0.5455641272902604,
3432,46SQU,No-Think,16,3,0.526277724204436,
3433,46SQU,No-Think,16,4,0.49349083895853424,
3434,46SQU,No-Think,16,5,0.5040983606557377,
3435,46SQU,No-Think,17,1,0.5184426229508197,
3436,46SQU,No-Think,17,2,0.5175988428158148,
3437,46SQU,No-Think,17,3,0.5148264223722276,
3438,46SQU,No-Think,17,4,0.49349083895853424,
3439,46SQU,No-Think,17,5,0.49264705882352944,
3440,46SQU,No-Think,18,1,0.5227820636451302,
3441,46SQU,No-Think,18,2,0.5725650916104147,
3442,46SQU,No-Think,18,3,0.49108003857280613,
3443,46SQU,No-Think,18,4,0.5008437801350049,
3444,46SQU,No-Think,18,5,0.4967454194792671,
3445,46SQU,No-Think,19,1,0.5437560270009643,
3446,46SQU,No-Think,19,2,0.49698649951783996,
3447,46SQU,No-Think,19,3,0.5081967213114754,
3448,46SQU,No-Think,19,4,0.5040983606557377,
3449,46SQU,No-Think,19,5,0.5,
3450,46SQU,No-Think,20,1,0.5039778206364512,
3451,46SQU,No-Think,20,2,0.6028206364513018,
3452,46SQU,No-Think,20,3,0.5312198649951785,
3453,46SQU,No-Think,20,4,0.5213355834136933,
3454,46SQU,No-Think,20,5,0.5,
3455,46SQU,No-Think,21,1,0.5447203471552555,
3456,46SQU,No-Think,21,2,0.5118129218900676,
3457,46SQU,No-Think,21,3,0.5008437801350049,
3458,46SQU,No-Think,21,4,0.5,
3459,46SQU,No-Think,21,5,0.5,
3460,46SQU,No-Think,22,1,0.5251928640308583,
3461,46SQU,No-Think,22,2,0.520009643201543,
3462,46SQU,No-Think,22,3,0.5163934426229508,
3463,46SQU,No-Think,22,4,0.5,
3464,46SQU,No-Think,22,5,0.5,
3465,46SQU,No-Think,23,1,0.5186837029893925,
3466,46SQU,No-Think,23,2,0.506870781099325,
3467,46SQU,No-Think,23,3,0.5081967213114754,
3468,46SQU,No-Think,23,4,0.5,
3469,46SQU,No-Think,23,5,0.5,
3470,46SQU,No-Think,24,1,0.5079556412729026,
3471,46SQU,No-Think,24,2,0.5116923818707811,
3472,46SQU,No-Think,24,3,0.5090405014464803,
3473,46SQU,No-Think,24,4,0.49264705882352944,
3474,46SQU,No-Think,24,5,0.5,
3475,46SQU,No-Think,25,1,0.4974686595949855,
3476,46SQU,No-Think,25,2,0.5053037608486017,
3477,46SQU,No-Think,25,3,0.5122950819672131,
3478,46SQU,No-Think,25,4,0.5,
3479,46SQU,No-Think,25,5,0.5,
3480,46SQU,No-Think,26,1,0.48191899710703956,
3481,46SQU,No-Think,26,2,0.4685390549662488,
3482,46SQU,No-Think,26,3,0.5016875602700097,
3483,46SQU,No-Think,26,4,0.5040983606557377,
3484,46SQU,No-Think,26,5,0.5040983606557377,
3485,46SQU,No-Think,27,1,0.4713114754098361,
3486,46SQU,No-Think,27,2,0.4567261330761813,
3487,46SQU,No-Think,27,3,0.46745419479267114,
3488,46SQU,No-Think,27,4,0.4820395371263259,
3489,46SQU,No-Think,27,5,0.49264705882352944,
3490,46SQU,No-Think,28,1,0.48191899710703956,
3491,46SQU,No-Think,28,2,0.5079556412729026,
3492,46SQU,No-Think,28,3,0.5189247830279653,
3493,46SQU,No-Think,28,4,0.5040983606557377,
3494,46SQU,No-Think,28,5,0.5,
3495,46SQU,No-Think,29,1,0.49915621986499514,
3496,46SQU,No-Think,29,2,0.3951301832208294,
3497,46SQU,No-Think,29,3,0.5016875602700097,
3498,46SQU,No-Think,29,4,0.4975891996142719,
3499,46SQU,No-Think,29,5,0.49264705882352944,
3500,47HMA,Think,5,1,,99.47643979057592
3501,47HMA,Think,5,2,,69.63350785340315
3502,47HMA,Think,5,3,,19.895287958115183
3503,47HMA,Think,5,4,,5.2356020942408374
3504,47HMA,Think,5,5,,1.5706806282722512
3505,47HMA,Think,6,1,,86.38743455497382
3506,47HMA,Think,6,2,,17.801047120418847
3507,47HMA,Think,6,3,,0.5235602094240838
3508,47HMA,Think,6,4,,0.0
3509,47HMA,Think,6,5,,0.0
3510,47HMA,Think,7,1,,77.4869109947644
3511,47HMA,Think,7,2,,11.518324607329843
3512,47HMA,Think,7,3,,1.0471204188481675
3513,47HMA,Think,7,4,,0.0
3514,47HMA,Think,7,5,,0.0
3515,47HMA,Think,8,1,,95.81151832460732
3516,47HMA,Think,8,2,,24.083769633507853
3517,47HMA,Think,8,3,,1.0471204188481675
3518,47HMA,Think,8,4,,0.0
3519,47HMA,Think,8,5,,0.0
3520,47HMA,Think,9,1,,93.717277486911
3521,47HMA,Think,9,2,,43.455497382198956
3522,47HMA,Think,9,3,,7.853403141361256
3523,47HMA,Think,9,4,,2.6178010471204187
3524,47HMA,Think,9,5,,0.5235602094240838
3525,47HMA,Think,10,1,,97.38219895287958
3526,47HMA,Think,10,2,,82.72251308900523
3527,47HMA,Think,10,3,,45.0261780104712
3528,47HMA,Think,10,4,,21.465968586387437
3529,47HMA,Think,10,5,,7.329842931937172
3530,47HMA,Think,11,1,,99.47643979057592
3531,47HMA,Think,11,2,,95.81151832460732
3532,47HMA,Think,11,3,,63.35078534031413
3533,47HMA,Think,11,4,,30.89005235602094
3534,47HMA,Think,11,5,,14.659685863874344
3535,47HMA,Think,12,1,,100.0
3536,47HMA,Think,12,2,,94.24083769633508
3537,47HMA,Think,12,3,,70.15706806282722
3538,47HMA,Think,12,4,,45.54973821989529
3539,47HMA,Think,12,5,,29.31937172774869
3540,47HMA,Think,13,1,,100.0
3541,47HMA,Think,13,2,,87.95811518324608
3542,47HMA,Think,13,3,,46.07329842931937
3543,47HMA,Think,13,4,,22.5130890052356
3544,47HMA,Think,13,5,,11.518324607329843
3545,47HMA,Think,14,1,,100.0
3546,47HMA,Think,14,2,,64.92146596858639
3547,47HMA,Think,14,3,,19.3717277486911
3548,47HMA,Think,14,4,,5.2356020942408374
3549,47HMA,Think,14,5,,0.0
3550,47HMA,Think,15,1,,93.19371727748691
3551,47HMA,Think,15,2,,30.36649214659686
3552,47HMA,Think,15,3,,2.094240837696335
3553,47HMA,Think,15,4,,0.5235602094240838
3554,47HMA,Think,15,5,,0.0
3555,47HMA,Think,16,1,,99.47643979057592
3556,47HMA,Think,16,2,,76.96335078534031
3557,47HMA,Think,16,3,,20.94240837696335
3558,47HMA,Think,16,4,,7.853403141361256
3559,47HMA,Think,16,5,,2.094240837696335
3560,47HMA,Think,17,1,,98.95287958115183
3561,47HMA,Think,17,2,,69.10994764397905
3562,47HMA,Think,17,3,,19.895287958115183
3563,47HMA,Think,17,4,,5.7591623036649215
3564,47HMA,Think,17,5,,1.0471204188481675
3565,47HMA,Think,18,1,,83.7696335078534
3566,47HMA,Think,18,2,,12.041884816753926
3567,47HMA,Think,18,3,,0.0
3568,47HMA,Think,18,4,,0.0
3569,47HMA,Think,18,5,,0.0
3570,47HMA,Think,19,1,,85.34031413612566
3571,47HMA,Think,19,2,,18.848167539267017
3572,47HMA,Think,19,3,,1.5706806282722512
3573,47HMA,Think,19,4,,0.0
3574,47HMA,Think,19,5,,0.0
3575,47HMA,Think,20,1,,87.95811518324608
3576,47HMA,Think,20,2,,17.277486910994764
3577,47HMA,Think,20,3,,2.6178010471204187
3578,47HMA,Think,20,4,,0.5235602094240838
3579,47HMA,Think,20,5,,0.0
3580,47HMA,Think,21,1,,93.19371727748691
3581,47HMA,Think,21,2,,23.036649214659686
3582,47HMA,Think,21,3,,3.664921465968586
3583,47HMA,Think,21,4,,1.0471204188481675
3584,47HMA,Think,21,5,,1.0471204188481675
3585,47HMA,Think,22,1,,93.19371727748691
3586,47HMA,Think,22,2,,34.031413612565444
3587,47HMA,Think,22,3,,7.853403141361256
3588,47HMA,Think,22,4,,0.5235602094240838
3589,47HMA,Think,22,5,,0.0
3590,47HMA,Think,23,1,,99.47643979057592
3591,47HMA,Think,23,2,,63.35078534031413
3592,47HMA,Think,23,3,,20.94240837696335
3593,47HMA,Think,23,4,,3.664921465968586
3594,47HMA,Think,23,5,,1.0471204188481675
3595,47HMA,Think,24,1,,99.47643979057592
3596,47HMA,Think,24,2,,80.10471204188482
3597,47HMA,Think,24,3,,32.460732984293195
3598,47HMA,Think,24,4,,6.806282722513089
3599,47HMA,Think,24,5,,2.6178010471204187
3600,47HMA,Think,25,1,,99.47643979057592
3601,47HMA,Think,25,2,,93.19371727748691
3602,47HMA,Think,25,3,,57.59162303664922
3603,47HMA,Think,25,4,,25.13089005235602
3604,47HMA,Think,25,5,,11.518324607329843
3605,47HMA,Think,26,1,,99.47643979057592
3606,47HMA,Think,26,2,,88.48167539267016
3607,47HMA,Think,26,3,,54.973821989528794
3608,47HMA,Think,26,4,,26.701570680628272
3609,47HMA,Think,26,5,,13.089005235602095
3610,47HMA,Think,27,1,,98.42931937172776
3611,47HMA,Think,27,2,,65.44502617801047
3612,47HMA,Think,27,3,,17.801047120418847
3613,47HMA,Think,27,4,,3.664921465968586
3614,47HMA,Think,27,5,,0.5235602094240838
3615,47HMA,Think,28,1,,98.95287958115183
3616,47HMA,Think,28,2,,63.87434554973822
3617,47HMA,Think,28,3,,10.471204188481675
3618,47HMA,Think,28,4,,1.0471204188481675
3619,47HMA,Think,28,5,,0.0
3620,47HMA,Think,29,1,,95.81151832460732
3621,47HMA,Think,29,2,,43.97905759162304
3622,47HMA,Think,29,3,,6.806282722513089
3623,47HMA,Think,29,4,,1.5706806282722512
3624,47HMA,Think,29,5,,0.5235602094240838
3625,47HMA,No-Think,5,1,0.5,
3626,47HMA,No-Think,5,2,0.54558599695586,
3627,47HMA,No-Think,5,3,0.5152207001522071,
3628,47HMA,No-Think,5,4,0.5196347031963471,
3629,47HMA,No-Think,5,5,0.4965753424657534,
3630,47HMA,No-Think,6,1,0.47100456621004566,
3631,47HMA,No-Think,6,2,0.5023592085235921,
3632,47HMA,No-Think,6,3,0.49741248097412477,
3633,47HMA,No-Think,6,4,0.4965753424657534,
3634,47HMA,No-Think,6,5,0.4965753424657534,
3635,47HMA,No-Think,7,1,0.47199391171993915,
3636,47HMA,No-Think,7,2,0.5118721461187214,
3637,47HMA,No-Think,7,3,0.4931506849315068,
3638,47HMA,No-Think,7,4,0.5,
3639,47HMA,No-Think,7,5,0.5,
3640,47HMA,No-Think,8,1,0.5009132420091325,
3641,47HMA,No-Think,8,2,0.4382039573820396,
3642,47HMA,No-Think,8,3,0.48371385083713847,
3643,47HMA,No-Think,8,4,0.4931506849315068,
3644,47HMA,No-Think,8,5,0.4965753424657534,
3645,47HMA,No-Think,9,1,0.49748858447488586,
3646,47HMA,No-Think,9,2,0.4902587519025875,
3647,47HMA,No-Think,9,3,0.5255707762557077,
3648,47HMA,No-Think,9,4,0.5008371385083714,
3649,47HMA,No-Think,9,5,0.5,
3650,47HMA,No-Think,10,1,0.49573820395738205,
3651,47HMA,No-Think,10,2,0.5103500761035007,
3652,47HMA,No-Think,10,3,0.4918569254185693,
3653,47HMA,No-Think,10,4,0.5057838660578386,
3654,47HMA,No-Think,10,5,0.5076103500761036,
3655,47HMA,No-Think,11,1,0.5,
3656,47HMA,No-Think,11,2,0.5094368340943684,
3657,47HMA,No-Think,11,3,0.552435312024353,
3658,47HMA,No-Think,11,4,0.47572298325722984,
3659,47HMA,No-Think,11,5,0.48957382039573816,
3660,47HMA,No-Think,12,1,0.5,
3661,47HMA,No-Think,12,2,0.4983257229832573,
3662,47HMA,No-Think,12,3,0.49512937595129375,
3663,47HMA,No-Think,12,4,0.4756468797564688,
3664,47HMA,No-Think,12,5,0.4792237442922374,
3665,47HMA,No-Think,13,1,0.4888888888888889,
3666,47HMA,No-Think,13,2,0.5275494672754947,
3667,47HMA,No-Think,13,3,0.42952815829528157,
3668,47HMA,No-Think,13,4,0.5203957382039573,
3669,47HMA,No-Think,13,5,0.5093607305936073,
3670,47HMA,No-Think,14,1,0.4983257229832573,
3671,47HMA,No-Think,14,2,0.4635464231354641,
3672,47HMA,No-Think,14,3,0.4288432267884323,
3673,47HMA,No-Think,14,4,0.4554794520547945,
3674,47HMA,No-Think,14,5,0.4897260273972603,
3675,47HMA,No-Think,15,1,0.5009132420091325,
3676,47HMA,No-Think,15,2,0.5338660578386606,
3677,47HMA,No-Think,15,3,0.5178843226788433,
3678,47HMA,No-Think,15,4,0.5008371385083714,
3679,47HMA,No-Think,15,5,0.5,
3680,47HMA,No-Think,16,1,0.5273972602739726,
3681,47HMA,No-Think,16,2,0.5037290715372907,
3682,47HMA,No-Think,16,3,0.49550989345509894,
3683,47HMA,No-Think,16,4,0.5025114155251141,
3684,47HMA,No-Think,16,5,0.4863013698630137,
3685,47HMA,No-Think,17,1,0.5034246575342466,
3686,47HMA,No-Think,17,2,0.5157534246575343,
3687,47HMA,No-Think,17,3,0.48105022831050226,
3688,47HMA,No-Think,17,4,0.4802891933028919,
3689,47HMA,No-Think,17,5,0.5,
3690,47HMA,No-Think,18,1,0.5224505327245053,
3691,47HMA,No-Think,18,2,0.5461187214611872,
3692,47HMA,No-Think,18,3,0.5,
3693,47HMA,No-Think,18,4,0.5,
3694,47HMA,No-Think,18,5,0.5,
3695,47HMA,No-Think,19,1,0.4649923896499239,
3696,47HMA,No-Think,19,2,0.4852359208523592,
3697,47HMA,No-Think,19,3,0.5093607305936073,
3698,47HMA,No-Think,19,4,0.5,
3699,47HMA,No-Think,19,5,0.5,
3700,47HMA,No-Think,20,1,0.4992389649923896,
3701,47HMA,No-Think,20,2,0.47754946727549474,
3702,47HMA,No-Think,20,3,0.48713850837138506,
3703,47HMA,No-Think,20,4,0.4931506849315068,
3704,47HMA,No-Think,20,5,0.5,
3705,47HMA,No-Think,21,1,0.48721461187214615,
3706,47HMA,No-Think,21,2,0.5142313546423135,
3707,47HMA,No-Think,21,3,0.4665905631659056,
3708,47HMA,No-Think,21,4,0.4863013698630137,
3709,47HMA,No-Think,21,5,0.4931506849315068,
3710,47HMA,No-Think,22,1,0.4461948249619483,
3711,47HMA,No-Think,22,2,0.5365296803652968,
3712,47HMA,No-Think,22,3,0.49056316590563165,
3713,47HMA,No-Think,22,4,0.4931506849315068,
3714,47HMA,No-Think,22,5,0.5,
3715,47HMA,No-Think,23,1,0.5034246575342466,
3716,47HMA,No-Think,23,2,0.50882800608828,
3717,47HMA,No-Think,23,3,0.4929984779299848,
3718,47HMA,No-Think,23,4,0.5093607305936073,
3719,47HMA,No-Think,23,5,0.5076864535768645,
3720,47HMA,No-Think,24,1,0.5,
3721,47HMA,No-Think,24,2,0.489041095890411,
3722,47HMA,No-Think,24,3,0.5057077625570776,
3723,47HMA,No-Think,24,4,0.5092846270928462,
3724,47HMA,No-Think,24,5,0.5196347031963471,
3725,47HMA,No-Think,25,1,0.5,
3726,47HMA,No-Think,25,2,0.4889649923896499,
3727,47HMA,No-Think,25,3,0.5046423135464231,
3728,47HMA,No-Think,25,4,0.48607305936073053,
3729,47HMA,No-Think,25,5,0.4656773211567732,
