,Cond1,Cond2,Cond3,Cond4,Image.OnsetTime,Image.RESP,Image.RT,ImageCentre,ImageFond,ListImage.Cycle
266,No-Think,Neutral,Non vivant,Org,1560129,2,523,blackbear.png,Objects_085_h.jpg,7
267,No-Think,Neutral,Non vivant,NonOrg,1563364,2,402,alarmclock01.png,Landscapes_049_h.jpg,7
268,No-Think,Emotion,Non vivant,NonOrg,1566665,2,566,aceofdiamond.png,Objects_109_h.jpg,7
269,No-Think,Neutral,Vivant,NonOrg,1582254,1,667,bib.png,Faces_044_h.jpg,7
270,No-Think,Emotion,Non vivant,NonOrg,1585722,2,461,balloon01b.png,Landscapes_004_h.jpg,7
271,Think,Emotion,Vivant,NonOrg,1592575,1,975,bassguitar.png,People_208_h.jpg,7
272,Think,Emotion,Non vivant,Org,1596376,2,1376,toad.png,Objects_138_h.jpg,7
273,Baseline,Emotion,Vivant,NonOrg,1600778,2,478,beachpaddle01a.png,Black.jpg,7
274,No-Think,Neutral,Vivant,Org,1604013,1,1148,kangaroo.png,People_138_h.jpg,7
275,No-Think,Emotion,Non vivant,Org,1608098,2,893,cow.png,Landscapes_026_h.jpg,7
276,Think,Neutral,Vivant,NonOrg,1611666,1,863,amphora.png,People_105_h.jpg,7
277,Think,Neutral,Non vivant,NonOrg,1615284,2,1197,bikehelmet.png,Landscapes_034_h.jpg,7
278,Think,Emotion,Vivant,Org,1619402,1,976,tern.png,People_198_h.jpg,7
279,No-Think,Emotion,Vivant,Org,1623287,1,937,sturgeon.png,Faces_366_h.jpg,7
280,Think,Neutral,Vivant,NonOrg,1626955,1,624,baseball01a.png,Faces_024_h.jpg,7
281,Baseline,Neutral,Non vivant,NonOrg,1630290,2,514,bandage.png,Black.jpg,7
282,No-Think,Emotion,Vivant,NonOrg,1633841,1,1037,binoculars01b.png,Animals_045_h.jpg,7
283,No-Think,Emotion,Vivant,NonOrg,1637576,1,1396,toytractor01b.png,People_129_h.jpg,7
284,Think,Neutral,Non vivant,NonOrg,1641927,2,852,usbcable01b.png,Landscapes_048_h.jpg,7
285,Think,Neutral,Non vivant,Org,1645662,2,929,lion.png,Landscapes_038_h.jpg,7
286,No-Think,Neutral,Non vivant,Org,1649614,2,711,dromedary.png,Landscapes_073_h.jpg,7
287,Think,Emotion,Vivant,NonOrg,1653082,1,1053,airhockeypaddle01a.png,Animals_032_h.jpg,7
288,Baseline,Neutral,Vivant,NonOrg,1656867,2,764,backfloat.png,Black.jpg,7
289,Baseline,Neutral,Vivant,NonOrg,1660435,2,473,bicycle.png,Black.jpg,7
290,Baseline,Neutral,Non vivant,Org,1663953,1,700,killerwhale.png,Black.jpg,7
291,Think,Neutral,Vivant,Org,1667471,1,785,beaver.png,People_155_h.jpg,7
292,Think,Emotion,Non vivant,NonOrg,1671322,2,629,toaster02.png,Objects_151_h.jpg,7
293,No-Think,Emotion,Non vivant,Org,1674657,2,716,squirrel.png,Objects_157_h.jpg,7
294,Think,Neutral,Vivant,Org,1678392,1,1207,caribou01.png,Faces_308_h.jpg,7
295,Baseline,Emotion,Non vivant,Org,1682560,1,519,swallow.png,Black.jpg,7
296,No-Think,Neutral,Vivant,Org,1686095,1,793,moose.png,Faces_224_h.jpg,7
297,Think,Emotion,Vivant,Org,1689863,1,1620,saintbernard.png,People_222_h.jpg,7
298,Baseline,Emotion,Non vivant,NonOrg,1694331,2,582,dice02a.png,Black.jpg,7
299,Think,Neutral,Non vivant,Org,1697682,2,1221,hen.png,Objects_082_h.jpg,7
300,Baseline,Emotion,Non vivant,NonOrg,1701817,2,727,scale01b.png,Black.jpg,7
301,Baseline,Neutral,Non vivant,NonOrg,1705335,2,493,banjo.png,Black.jpg,7
302,No-Think,Neutral,Vivant,Org,1711638,1,931,moose.png,Faces_224_h.jpg,8
303,Baseline,Emotion,Non vivant,Org,1715556,1,603,swallow.png,Black.jpg,8
304,Think,Emotion,Vivant,Org,1722092,1,1552,saintbernard.png,People_222_h.jpg,8
305,Think,Neutral,Non vivant,Org,1726577,2,598,lion.png,Landscapes_038_h.jpg,8
306,No-Think,Neutral,Non vivant,NonOrg,1730145,2,590,armchair01.png,Objects_043_h.jpg,8
307,No-Think,Emotion,Vivant,NonOrg,1733480,1,1351,binoculars01b.png,Animals_045_h.jpg,8
308,Think,Neutral,Non vivant,Org,1737798,2,895,hen.png,Objects_082_h.jpg,8
